Nr;Date;ProgNr;ProgName;State;PartInfo;
19156;24.11.20 07:57:59;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20201123160406P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;43,96;0,13;0,00;0,00;
0,00;0,00;44,50;0,06;0,00;0,00;
0,00;0,00;45,52;0,11;0,00;0,00;
0,00;0,00;47,05;0,13;0,00;0,00;
0,00;0,00;49,10;0,09;0,00;0,00;
0,00;0,00;51,66;0,11;0,00;0,00;
0,00;0,00;54,69;0,18;0,00;0,00;
0,00;0,00;57,85;0,09;0,00;0,00;
0,00;0,00;61,02;0,11;0,00;0,00;
0,00;0,00;64,26;0,05;0,00;0,00;
0,00;0,00;67,44;0,05;0,00;0,00;
0,00;0,00;70,65;0,09;0,00;0,00;
0,00;0,00;73,85;0,06;0,00;0,00;
0,00;0,00;77,05;0,09;0,00;0,00;
0,00;0,00;80,25;0,09;0,00;0,00;
0,00;0,00;83,45;0,07;0,00;0,00;
0,00;0,00;86,65;0,11;0,00;0,00;
0,00;0,00;89,85;0,05;0,00;0,00;
0,00;0,00;93,05;0,05;0,00;0,00;
0,00;0,00;96,25;0,09;0,00;0,00;
0,00;0,00;99,45;0,07;0,00;0,00;
0,00;0,00;102,65;0,09;0,00;0,00;
0,00;0,00;105,85;0,06;0,00;0,00;
0,00;0,00;109,05;0,09;0,00;0,00;
0,00;0,00;112,25;0,09;0,00;0,00;
0,00;0,00;115,45;0,06;0,00;0,00;
0,00;0,00;118,65;0,09;0,00;0,00;
0,00;0,00;121,85;0,07;0,00;0,00;
0,00;0,00;125,05;0,06;0,00;0,00;
0,00;0,00;128,25;0,07;0,00;0,00;
0,00;0,00;131,45;0,07;0,00;0,00;
0,00;0,00;134,65;0,11;0,00;0,00;
0,00;0,00;137,85;0,05;0,00;0,00;
0,00;0,00;141,05;0,05;0,00;0,00;
0,00;0,00;144,25;0,07;0,00;0,00;
0,00;0,00;147,45;0,05;0,00;0,00;
0,00;0,00;150,65;0,11;0,00;0,00;
0,00;0,00;153,85;0,05;0,00;0,00;
0,00;0,00;157,05;0,06;0,00;0,00;
0,00;0,00;160,21;-0,07;0,00;0,00;
0,00;0,00;166,91;-0,02;0,00;0,00;
0,00;0,00;168,16;-0,05;0,00;0,00;
0,00;0,00;168,90;-0,09;0,00;0,00;
0,00;0,00;169,15;-0,05;0,00;0,00;
0,00;0,00;169,22;-0,07;0,00;0,00;
0,00;0,00;169,38;-0,02;0,00;0,00;
0,00;0,00;169,53;-0,02;0,00;0,00;
0,00;0,00;169,85;-0,02;0,00;0,00;
0,00;0,00;170,65;0,18;0,00;0,00;
0,00;0,00;170,81;0,18;0,00;0,00;
0,00;0,00;170,97;1,20;0,00;0,00;
0,00;0,00;171,11;2,44;0,00;0,00;
0,00;0,00;171,29;-0,05;0,00;0,00;
0,00;0,00;171,46;0,20;0,00;0,00;
0,00;0,00;171,62;0,20;0,00;0,00;
0,00;0,00;171,77;0,23;0,00;0,00;
0,00;0,00;171,93;0,48;0,00;0,00;
0,00;0,00;172,09;0,45;0,00;0,00;
0,00;0,00;172,25;0,38;0,00;0,00;
0,00;0,00;172,41;0,36;0,00;0,00;
0,00;0,00;172,57;0,36;0,00;0,00;
0,00;0,00;172,73;0,48;0,00;0,00;
0,00;0,00;172,89;0,79;0,00;0,00;
0,00;0,00;173,05;1,29;0,00;0,00;
0,00;0,00;173,20;1,58;0,00;0,00;
0,00;0,00;173,36;1,70;0,00;0,00;
0,00;0,00;173,52;1,81;0,00;0,00;
0,00;0,00;173,68;1,92;0,00;0,00;
0,00;0,00;173,71;1,74;0,00;0,00;
0,00;0,00;173,44;0,11;0,00;0,00;
0,00;0,00;172,67;-0,20;0,00;0,00;
0,00;0,00;172,02;-0,07;0,00;0,00;
0,00;0,00;171,82;-0,05;0,00;0,00;
0,00;0,00;171,73;-0,05;0,00;0,00;
0,00;0,00;171,70;-0,07;0,00;0,00;
0,00;0,00;171,70;-0,09;0,00;0,00;
0,00;0,00;171,79;-0,02;0,00;0,00;
0,00;0,00;173,39;0,13;0,00;0,00;
0,00;0,00;173,55;0,20;0,00;0,00;
0,00;0,00;173,71;1,20;0,00;0,00;
0,00;0,00;173,85;2,04;0,00;0,00;
0,00;0,00;174,01;2,15;0,00;0,00;
0,00;0,00;174,18;2,19;0,00;0,00;
0,00;0,00;174,34;2,19;0,00;0,00;
0,00;0,00;174,50;2,33;0,00;0,00;
