Nr;Date;ProgNr;ProgName;State;PartInfo;
21058;30.01.21 08:45:28;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210130080105P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;22,30;-0,08;0,00;0,00;
0,00;0,00;22,36;0,06;0,00;0,00;
0,00;0,00;22,81;0,14;0,00;0,00;
0,00;0,00;23,58;0,22;0,00;0,00;
0,00;0,00;24,73;0,06;0,00;0,00;
0,00;0,00;26,27;0,14;0,00;0,00;
0,00;0,00;28,20;0,22;0,00;0,00;
0,00;0,00;30,50;0,14;0,00;0,00;
0,00;0,00;32,84;0,22;0,00;0,00;
0,00;0,00;35,23;0,14;0,00;0,00;
0,00;0,00;37,64;0,14;0,00;0,00;
0,00;0,00;40,05;0,14;0,00;0,00;
0,00;0,00;42,44;0,14;0,00;0,00;
0,00;0,00;44,84;0,14;0,00;0,00;
0,00;0,00;47,25;0,14;0,00;0,00;
0,00;0,00;49,64;0,06;0,00;0,00;
0,00;0,00;52,05;0,14;0,00;0,00;
0,00;0,00;54,45;0,14;0,00;0,00;
0,00;0,00;56,85;0,14;0,00;0,00;
0,00;0,00;59,25;0,14;0,00;0,00;
0,00;0,00;61,65;0,14;0,00;0,00;
0,00;0,00;64,05;0,06;0,00;0,00;
0,00;0,00;66,45;0,14;0,00;0,00;
0,00;0,00;68,85;0,14;0,00;0,00;
0,00;0,00;71,25;0,14;0,00;0,00;
0,00;0,00;73,64;0,14;0,00;0,00;
0,00;0,00;76,05;0,14;0,00;0,00;
0,00;0,00;78,45;0,14;0,00;0,00;
0,00;0,00;80,85;0,06;0,00;0,00;
0,00;0,00;83,25;0,14;0,00;0,00;
0,00;0,00;85,64;0,06;0,00;0,00;
0,00;0,00;88,05;0,14;0,00;0,00;
0,00;0,00;90,45;0,14;0,00;0,00;
0,00;0,00;92,85;0,22;0,00;0,00;
0,00;0,00;95,25;0,14;0,00;0,00;
0,00;0,00;97,64;0,14;0,00;0,00;
0,00;0,00;100,05;0,14;0,00;0,00;
0,00;0,00;102,45;0,14;0,00;0,00;
0,00;0,00;104,85;0,14;0,00;0,00;
0,00;0,00;107,25;0,14;0,00;0,00;
0,00;0,00;109,64;0,14;0,00;0,00;
0,00;0,00;112,05;0,14;0,00;0,00;
0,00;0,00;114,45;0,14;0,00;0,00;
0,00;0,00;116,85;0,14;0,00;0,00;
0,00;0,00;119,25;0,14;0,00;0,00;
0,00;0,00;121,64;0,14;0,00;0,00;
0,00;0,00;124,05;0,14;0,00;0,00;
0,00;0,00;126,45;0,14;0,00;0,00;
0,00;0,00;128,85;0,14;0,00;0,00;
0,00;0,00;131,25;0,14;0,00;0,00;
0,00;0,00;133,64;0,06;0,00;0,00;
0,00;0,00;136,05;0,14;0,00;0,00;
0,00;0,00;138,45;0,06;0,00;0,00;
0,00;0,00;140,85;0,22;0,00;0,00;
0,00;0,00;143,25;0,14;0,00;0,00;
0,00;0,00;145,64;0,06;0,00;0,00;
0,00;0,00;148,05;0,14;0,00;0,00;
0,00;0,00;150,45;0,22;0,00;0,00;
0,00;0,00;152,85;0,14;0,00;0,00;
0,00;0,00;155,25;0,06;0,00;0,00;
0,00;0,00;157,64;0,14;0,00;0,00;
0,00;0,00;160,05;0,14;0,00;0,00;
0,00;0,00;162,45;0,06;0,00;0,00;
0,00;0,00;164,85;0,14;0,00;0,00;
0,00;0,00;167,25;0,14;0,00;0,00;
0,00;0,00;169,64;0,22;0,00;0,00;
0,00;0,00;172,05;0,14;0,00;0,00;
0,00;0,00;174,45;0,22;0,00;0,00;
0,00;0,00;176,85;0,22;0,00;0,00;
0,00;0,00;179,25;0,22;0,00;0,00;
0,00;0,00;181,39;0,14;0,00;0,00;
0,00;0,00;183,20;0,14;0,00;0,00;
0,00;0,00;184,66;0,22;0,00;0,00;
0,00;0,00;185,73;0,06;0,00;0,00;
0,00;0,00;186,42;0,06;0,00;0,00;
0,00;0,00;186,92;0,06;0,00;0,00;
0,00;0,00;187,05;0,06;0,00;0,00;
0,00;0,00;187,20;0,06;0,00;0,00;
0,00;0,00;187,85;0,06;0,00;0,00;
0,00;0,00;188,01;0,06;0,00;0,00;
0,00;0,00;188,17;0,06;0,00;0,00;
0,00;0,00;188,33;0,06;0,00;0,00;
0,00;0,00;188,49;0,06;0,00;0,00;
0,00;0,00;188,81;0,14;0,00;0,00;
0,00;0,00;188,97;0,06;0,00;0,00;
0,00;0,00;189,13;0,22;0,00;0,00;
0,00;0,00;189,29;0,14;0,00;0,00;
0,00;0,00;189,45;0,14;0,00;0,00;
0,00;0,00;189,61;0,06;0,00;0,00;
0,00;0,00;189,77;0,06;0,00;0,00;
0,00;0,00;189,80;0,06;0,00;0,00;
0,00;0,00;189,80;0,06;0,00;0,00;
0,00;0,00;189,80;0,06;0,00;0,00;
0,00;0,00;189,80;0,06;0,00;0,00;
