35123;03.03.21 08:24:16;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210302101832A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,05;0,18;0,00;0,00;
0,00;0,00;0,61;0,13;0,00;0,00;
0,00;0,00;1,64;0,13;0,00;0,00;
0,00;0,00;3,17;0,13;0,00;0,00;
0,00;0,00;5,21;0,13;0,00;0,00;
0,00;0,00;7,78;0,13;0,00;0,00;
0,00;0,00;10,84;0,05;0,00;0,00;
0,00;0,00;13,95;0,07;0,00;0,00;
0,00;0,00;17,12;0,13;0,00;0,00;
0,00;0,00;20,33;0,06;0,00;0,00;
0,00;0,00;23,53;0,09;0,00;0,00;
0,00;0,00;26,73;0,09;0,00;0,00;
0,00;0,00;29,93;0,09;0,00;0,00;
0,00;0,00;33,13;0,06;0,00;0,00;
0,00;0,00;36,33;0,06;0,00;0,00;
0,00;0,00;39,53;0,09;0,00;0,00;
0,00;0,00;42,73;0,11;0,00;0,00;
0,00;0,00;45,93;0,11;0,00;0,00;
0,00;0,00;49,13;0,11;0,00;0,00;
0,00;0,00;52,33;0,05;0,00;0,00;
0,00;0,00;55,53;0,11;0,00;0,00;
0,00;0,00;58,73;0,09;0,00;0,00;
0,00;0,00;61,93;0,04;0,00;0,00;
0,00;0,00;65,13;0,09;0,00;0,00;
0,00;0,00;68,33;0,06;0,00;0,00;
0,00;0,00;71,53;0,09;0,00;0,00;
0,00;0,00;74,73;0,09;0,00;0,00;
0,00;0,00;77,93;0,05;0,00;0,00;
0,00;0,00;81,13;0,05;0,00;0,00;
0,00;0,00;84,33;0,06;0,00;0,00;
0,00;0,00;87,53;0,07;0,00;0,00;
0,00;0,00;90,73;0,09;0,00;0,00;
0,00;0,00;93,93;0,05;0,00;0,00;
0,00;0,00;97,14;0,07;0,00;0,00;
0,00;0,00;100,33;0,05;0,00;0,00;
0,00;0,00;103,53;0,11;0,00;0,00;
0,00;0,00;106,74;0,07;0,00;0,00;
0,00;0,00;109,94;0,05;0,00;0,00;
0,00;0,00;113,13;0,09;0,00;0,00;
0,00;0,00;116,33;0,09;0,00;0,00;
0,00;0,00;119,53;0,06;0,00;0,00;
0,00;0,00;122,73;0,13;0,00;0,00;
0,00;0,00;125,94;0,05;0,00;0,00;
0,00;0,00;129,14;0,09;0,00;0,00;
0,00;0,00;132,33;0,05;0,00;0,00;
0,00;0,00;135,53;0,09;0,00;0,00;
0,00;0,00;138,73;0,07;0,00;0,00;
0,00;0,00;141,94;0,05;0,00;0,00;
0,00;0,00;145,13;0,04;0,00;0,00;
0,00;0,00;148,33;0,05;0,00;0,00;
0,00;0,00;151,53;0,09;0,00;0,00;
