70386;18.08.21 12:20:07;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210817102551A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,50;0,05;0,00;0,00;
0,00;0,00;59,56;0,20;0,00;0,00;
0,00;0,00;60,12;0,18;0,00;0,00;
0,00;0,00;61,15;0,13;0,00;0,00;
0,00;0,00;62,67;0,20;0,00;0,00;
0,00;0,00;64,72;0,20;0,00;0,00;
0,00;0,00;67,28;0,24;0,00;0,00;
0,00;0,00;70,34;0,09;0,00;0,00;
0,00;0,00;73,45;0,13;0,00;0,00;
0,00;0,00;76,63;0,11;0,00;0,00;
0,00;0,00;79,85;0,11;0,00;0,00;
0,00;0,00;83,05;0,09;0,00;0,00;
0,00;0,00;86,25;0,11;0,00;0,00;
0,00;0,00;89,45;0,11;0,00;0,00;
0,00;0,00;92,65;0,11;0,00;0,00;
0,00;0,00;95,85;0,09;0,00;0,00;
0,00;0,00;99,05;0,11;0,00;0,00;
0,00;0,00;102,25;0,09;0,00;0,00;
0,00;0,00;105,45;0,11;0,00;0,00;
0,00;0,00;108,65;0,09;0,00;0,00;
0,00;0,00;111,85;0,11;0,00;0,00;
0,00;0,00;115,05;0,09;0,00;0,00;
0,00;0,00;118,25;0,11;0,00;0,00;
0,00;0,00;121,45;0,11;0,00;0,00;
0,00;0,00;124,65;0,13;0,00;0,00;
0,00;0,00;127,85;0,11;0,00;0,00;
0,00;0,00;131,05;0,09;0,00;0,00;
0,00;0,00;134,25;0,06;0,00;0,00;
0,00;0,00;137,45;0,11;0,00;0,00;
0,00;0,00;140,65;0,13;0,00;0,00;
0,00;0,00;143,85;0,11;0,00;0,00;
0,00;0,00;147,05;0,11;0,00;0,00;
0,00;0,00;150,25;0,09;0,00;0,00;
0,00;0,00;153,45;0,11;0,00;0,00;
0,00;0,00;156,65;0,13;0,00;0,00;
0,00;0,00;159,85;0,06;0,00;0,00;
0,00;0,00;162,67;0,05;0,00;0,00;
0,00;0,00;165,05;0,04;0,00;0,00;
0,00;0,00;166,96;0,02;0,00;0,00;
0,00;0,00;169,70;-0,05;0,00;0,00;
0,00;0,00;169,78;0,06;0,00;0,00;
0,00;0,00;169,81;0,05;0,00;0,00;
0,00;0,00;169,86;0,09;0,00;0,00;
0,00;0,00;170,01;0,06;0,00;0,00;
0,00;0,00;170,17;0,05;0,00;0,00;
0,00;0,00;170,33;0,02;0,00;0,00;
0,00;0,00;170,49;0,05;0,00;0,00;
0,00;0,00;170,65;0,05;0,00;0,00;
0,00;0,00;170,81;0,05;0,00;0,00;
0,00;0,00;170,97;0,05;0,00;0,00;
0,00;0,00;171,13;0,05;0,00;0,00;
0,00;0,00;171,29;0,05;0,00;0,00;
0,00;0,00;171,45;0,05;0,00;0,00;
0,00;0,00;171,61;0,05;0,00;0,00;
0,00;0,00;171,77;0,05;0,00;0,00;
0,00;0,00;171,93;0,05;0,00;0,00;
0,00;0,00;172,09;0,05;0,00;0,00;
0,00;0,00;172,25;0,05;0,00;0,00;
0,00;0,00;172,41;0,05;0,00;0,00;
0,00;0,00;172,57;0,06;0,00;0,00;
0,00;0,00;172,73;0,23;0,00;0,00;
0,00;0,00;172,89;0,23;0,00;0,00;
0,00;0,00;173,05;0,72;0,00;0,00;
0,00;0,00;173,20;1,04;0,00;0,00;
0,00;0,00;173,36;1,13;0,00;0,00;
0,00;0,00;173,53;1,29;0,00;0,00;
0,00;0,00;173,69;1,33;0,00;0,00;
0,00;0,00;173,85;1,44;0,00;0,00;
0,00;0,00;174,01;1,72;0,00;0,00;
0,00;0,00;174,16;1,83;0,00;0,00;
0,00;0,00;174,30;1,83;0,00;0,00;
0,00;0,00;174,31;1,65;0,00;0,00;
0,00;0,00;174,30;1,42;0,00;0,00;
0,00;0,00;173,87;-0,02;0,00;0,00;
0,00;0,00;172,99;0,13;0,00;0,00;
0,00;0,00;172,52;-0,05;0,00;0,00;
0,00;0,00;172,39;-0,02;0,00;0,00;
0,00;0,00;172,32;0,02;0,00;0,00;
0,00;0,00;172,30;0,02;0,00;0,00;
0,00;0,00;172,58;0,05;0,00;0,00;
0,00;0,00;172,74;0,05;0,00;0,00;
0,00;0,00;172,90;0,05;0,00;0,00;
0,00;0,00;173,07;0,05;0,00;0,00;
0,00;0,00;173,23;0,05;0,00;0,00;
0,00;0,00;173,39;0,05;0,00;0,00;
0,00;0,00;173,55;0,05;0,00;0,00;
0,00;0,00;173,71;0,05;0,00;0,00;
0,00;0,00;173,87;0,05;0,00;0,00;
0,00;0,00;174,03;0,24;0,00;0,00;
0,00;0,00;174,19;0,24;0,00;0,00;
0,00;0,00;174,34;1,92;0,00;0,00;
0,00;0,00;174,49;2,12;0,00;0,00;
0,00;0,00;174,65;2,22;0,00;0,00;
0,00;0,00;174,82;2,33;0,00;0,00;
0,00;0,00;174,98;2,42;0,00;0,00;
0,00;0,00;175,14;2,53;0,00;0,00;
0,00;0,00;175,30;2,74;0,00;0,00;
0,00;0,00;175,46;2,89;0,00;0,00;
0,00;0,00;175,62;3,03;0,00;0,00;
0,00;0,00;175,78;3,14;0,00;0,00;
