Nr;Date;ProgNr;ProgName;State;PartInfo;
18777;20.11.20 08:57:46;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20201119104938P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,50;-0,06;0,00;0,00;
0,00;0,00;59,77;0,13;0,00;0,00;
0,00;0,00;60,56;0,13;0,00;0,00;
0,00;0,00;61,83;0,13;0,00;0,00;
0,00;0,00;63,62;0,13;0,00;0,00;
0,00;0,00;65,92;0,18;0,00;0,00;
0,00;0,00;68,74;0,18;0,00;0,00;
0,00;0,00;71,90;0,05;0,00;0,00;
0,00;0,00;75,01;0,07;0,00;0,00;
0,00;0,00;78,25;0,09;0,00;0,00;
0,00;0,00;81,44;0,07;0,00;0,00;
0,00;0,00;84,64;0,13;0,00;0,00;
0,00;0,00;87,85;0,05;0,00;0,00;
0,00;0,00;91,05;0,07;0,00;0,00;
0,00;0,00;94,25;0,07;0,00;0,00;
0,00;0,00;97,45;0,09;0,00;0,00;
0,00;0,00;100,65;0,07;0,00;0,00;
0,00;0,00;103,85;0,07;0,00;0,00;
0,00;0,00;107,05;0,07;0,00;0,00;
0,00;0,00;110,25;0,06;0,00;0,00;
0,00;0,00;113,45;0,07;0,00;0,00;
0,00;0,00;116,65;0,09;0,00;0,00;
0,00;0,00;119,85;0,05;0,00;0,00;
0,00;0,00;123,05;0,02;0,00;0,00;
0,00;0,00;126,25;0,09;0,00;0,00;
0,00;0,00;129,45;0,07;0,00;0,00;
0,00;0,00;132,65;0,09;0,00;0,00;
0,00;0,00;135,85;0,09;0,00;0,00;
0,00;0,00;139,05;0,07;0,00;0,00;
0,00;0,00;142,25;0,09;0,00;0,00;
0,00;0,00;145,45;0,02;0,00;0,00;
0,00;0,00;148,65;0,09;0,00;0,00;
0,00;0,00;151,85;0,07;0,00;0,00;
0,00;0,00;155,05;0,05;0,00;0,00;
0,00;0,00;158,25;0,07;0,00;0,00;
0,00;0,00;161,41;0,02;0,00;0,00;
0,00;0,00;164,10;0,02;0,00;0,00;
0,00;0,00;166,37;0,02;0,00;0,00;
0,00;0,00;168,15;-0,05;0,00;0,00;
0,00;0,00;169,43;-0,05;0,00;0,00;
0,00;0,00;170,20;-0,06;0,00;0,00;
0,00;0,00;170,49;-0,09;0,00;0,00;
0,00;0,00;170,56;-0,05;0,00;0,00;
0,00;0,00;170,62;0,09;0,00;0,00;
