17240;12.03.21 15:53:18;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210312131154P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;51,50;0,02;0,00;0,00;
0,00;0,00;51,55;0,07;0,00;0,00;
0,00;0,00;52,09;0,06;0,00;0,00;
0,00;0,00;53,13;0,04;0,00;0,00;
0,00;0,00;54,68;0,05;0,00;0,00;
0,00;0,00;56,74;0,07;0,00;0,00;
0,00;0,00;59,32;0,05;0,00;0,00;
0,00;0,00;62,40;0,05;0,00;0,00;
0,00;0,00;65,88;0,05;0,00;0,00;
0,00;0,00;69,39;0,06;0,00;0,00;
0,00;0,00;72,91;0,04;0,00;0,00;
0,00;0,00;76,43;0,04;0,00;0,00;
0,00;0,00;79,95;0,04;0,00;0,00;
0,00;0,00;83,47;0,05;0,00;0,00;
0,00;0,00;86,99;0,05;0,00;0,00;
0,00;0,00;90,51;0,05;0,00;0,00;
0,00;0,00;94,03;0,04;0,00;0,00;
0,00;0,00;97,55;0,04;0,00;0,00;
0,00;0,00;101,07;0,04;0,00;0,00;
0,00;0,00;104,59;0,06;0,00;0,00;
0,00;0,00;108,11;0,04;0,00;0,00;
0,00;0,00;111,63;0,04;0,00;0,00;
0,00;0,00;115,15;0,03;0,00;0,00;
0,00;0,00;118,66;0,04;0,00;0,00;
0,00;0,00;122,19;0,04;0,00;0,00;
0,00;0,00;125,71;0,04;0,00;0,00;
0,00;0,00;129,23;0,03;0,00;0,00;
0,00;0,00;132,75;0,04;0,00;0,00;
0,00;0,00;136,27;0,05;0,00;0,00;
0,00;0,00;139,78;0,05;0,00;0,00;
0,00;0,00;143,31;0,05;0,00;0,00;
0,00;0,00;146,83;0,04;0,00;0,00;
0,00;0,00;150,28;0,01;0,00;0,00;
0,00;0,00;153,27;0,02;0,00;0,00;
0,00;0,00;155,79;0,02;0,00;0,00;
0,00;0,00;157,81;0,01;0,00;0,00;
0,00;0,00;159,34;0,01;0,00;0,00;
0,00;0,00;160,37;0,02;0,00;0,00;
0,00;0,00;161,01;0,03;0,00;0,00;
0,00;0,00;161,01;0,03;0,00;0,00;
0,00;0,00;161,08;0,03;0,00;0,00;
0,00;0,00;161,18;0,02;0,00;0,00;
0,00;0,00;161,28;0,03;0,00;0,00;
0,00;0,00;161,37;0,03;0,00;0,00;
0,00;0,00;161,47;0,03;0,00;0,00;
0,00;0,00;161,57;0,03;0,00;0,00;
0,00;0,00;161,66;0,03;0,00;0,00;
0,00;0,00;161,76;0,03;0,00;0,00;
0,00;0,00;161,86;0,03;0,00;0,00;
0,00;0,00;161,95;0,03;0,00;0,00;
0,00;0,00;162,05;0,03;0,00;0,00;
0,00;0,00;162,14;0,03;0,00;0,00;
0,00;0,00;162,24;0,03;0,00;0,00;
0,00;0,00;162,34;0,03;0,00;0,00;
0,00;0,00;162,43;0,03;0,00;0,00;
0,00;0,00;162,53;0,03;0,00;0,00;
0,00;0,00;162,62;0,03;0,00;0,00;
0,00;0,00;162,72;0,03;0,00;0,00;
0,00;0,00;162,82;0,03;0,00;0,00;
0,00;0,00;162,91;0,03;0,00;0,00;
0,00;0,00;163,01;0,03;0,00;0,00;
0,00;0,00;163,10;0,03;0,00;0,00;
0,00;0,00;163,20;0,03;0,00;0,00;
0,00;0,00;163,30;0,03;0,00;0,00;
0,00;0,00;163,39;0,03;0,00;0,00;
0,00;0,00;163,49;0,03;0,00;0,00;
0,00;0,00;163,58;0,03;0,00;0,00;
0,00;0,00;163,68;0,03;0,00;0,00;
0,00;0,00;163,78;0,03;0,00;0,00;
0,00;0,00;163,87;0,03;0,00;0,00;
0,00;0,00;163,97;0,03;0,00;0,00;
0,00;0,00;164,06;0,03;0,00;0,00;
