21518;25.05.21 14:33:31;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210525100258P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;66,05;0,02;0,00;0,00;
0,00;0,00;66,59;0,03;0,00;0,00;
0,00;0,00;67,63;0,02;0,00;0,00;
0,00;0,00;69,18;0,04;0,00;0,00;
0,00;0,00;71,24;0,03;0,00;0,00;
0,00;0,00;73,82;0,04;0,00;0,00;
0,00;0,00;76,90;0,04;0,00;0,00;
0,00;0,00;80,38;0,02;0,00;0,00;
0,00;0,00;83,89;0,01;0,00;0,00;
0,00;0,00;87,41;0,03;0,00;0,00;
0,00;0,00;90,93;0,03;0,00;0,00;
0,00;0,00;94,45;0,01;0,00;0,00;
0,00;0,00;97,97;0,01;0,00;0,00;
0,00;0,00;101,49;0,03;0,00;0,00;
0,00;0,00;104,89;-0,02;0,00;0,00;
0,00;0,00;107,82;-0,01;0,00;0,00;
0,00;0,00;110,26;-0,01;0,00;0,00;
0,00;0,00;112,19;-0,00;0,00;0,00;
0,00;0,00;113,62;-0,01;0,00;0,00;
0,00;0,00;114,54;-0,01;0,00;0,00;
0,00;0,00;114,96;-0,02;0,00;0,00;
0,00;0,00;115,01;-0,01;0,00;0,00;
0,00;0,00;115,02;-0,00;0,00;0,00;
0,00;0,00;118,71;0,01;0,00;0,00;
0,00;0,00;122,01;-0,01;0,00;0,00;
0,00;0,00;121,74;-0,03;0,00;0,00;
0,00;0,00;120,95;-0,03;0,00;0,00;
0,00;0,00;120,29;-0,01;0,00;0,00;
0,00;0,00;120,01;0,01;0,00;0,00;
0,00;0,00;119,99;-0,01;0,00;0,00;
0,00;0,00;119,99;-0,01;0,00;0,00;
0,00;0,00;120,09;-0,00;0,00;0,00;
0,00;0,00;122,23;0,01;0,00;0,00;
0,00;0,00;123,24;0,01;0,00;0,00;
0,00;0,00;123,35;0,03;0,00;0,00;
0,00;0,00;123,46;0,05;0,00;0,00;
0,00;0,00;123,57;0,09;0,00;0,00;
0,00;0,00;123,68;0,14;0,00;0,00;
0,00;0,00;123,80;0,17;0,00;0,00;
0,00;0,00;123,91;0,18;0,00;0,00;
0,00;0,00;124,02;0,20;0,00;0,00;
0,00;0,00;124,13;0,20;0,00;0,00;
0,00;0,00;124,25;0,23;0,00;0,00;
0,00;0,00;124,36;0,23;0,00;0,00;
0,00;0,00;124,47;0,26;0,00;0,00;
0,00;0,00;124,58;0,29;0,00;0,00;
0,00;0,00;124,69;0,32;0,00;0,00;
0,00;0,00;124,81;0,35;0,00;0,00;
0,00;0,00;124,92;0,37;0,00;0,00;
0,00;0,00;125,03;0,39;0,00;0,00;
0,00;0,00;125,14;0,42;0,00;0,00;
0,00;0,00;125,25;0,44;0,00;0,00;
0,00;0,00;125,36;0,46;0,00;0,00;
0,00;0,00;125,48;0,48;0,00;0,00;
0,00;0,00;125,59;0,50;0,00;0,00;
0,00;0,00;125,70;0,54;0,00;0,00;
0,00;0,00;125,81;0,56;0,00;0,00;
0,00;0,00;125,92;0,58;0,00;0,00;
