6764;17.06.20 08:54:07;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200611205615P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;43,90;-0,05;0,00;0,00;
0,00;0,00;43,96;0,11;0,00;0,00;
0,00;0,00;44,50;0,06;0,00;0,00;
0,00;0,00;45,52;0,11;0,00;0,00;
0,00;0,00;47,05;0,13;0,00;0,00;
0,00;0,00;49,10;0,11;0,00;0,00;
0,00;0,00;51,67;0,13;0,00;0,00;
0,00;0,00;54,71;0,16;0,00;0,00;
0,00;0,00;57,85;0,09;0,00;0,00;
0,00;0,00;61,02;0,09;0,00;0,00;
0,00;0,00;64,25;0,04;0,00;0,00;
0,00;0,00;67,44;0,09;0,00;0,00;
0,00;0,00;70,65;0,13;0,00;0,00;
0,00;0,00;73,85;0,06;0,00;0,00;
0,00;0,00;77,05;0,06;0,00;0,00;
0,00;0,00;80,25;0,09;0,00;0,00;
0,00;0,00;83,45;0,04;0,00;0,00;
0,00;0,00;86,65;0,11;0,00;0,00;
0,00;0,00;89,85;0,06;0,00;0,00;
0,00;0,00;93,05;0,04;0,00;0,00;
0,00;0,00;96,25;0,09;0,00;0,00;
0,00;0,00;99,45;0,06;0,00;0,00;
0,00;0,00;102,65;0,13;0,00;0,00;
0,00;0,00;105,85;0,04;0,00;0,00;
0,00;0,00;109,05;0,09;0,00;0,00;
0,00;0,00;112,25;0,06;0,00;0,00;
0,00;0,00;115,45;0,09;0,00;0,00;
0,00;0,00;118,65;0,09;0,00;0,00;
0,00;0,00;121,85;0,04;0,00;0,00;
0,00;0,00;125,05;0,04;0,00;0,00;
0,00;0,00;128,25;0,09;0,00;0,00;
0,00;0,00;131,45;0,09;0,00;0,00;
0,00;0,00;134,65;0,11;0,00;0,00;
0,00;0,00;137,85;0,06;0,00;0,00;
0,00;0,00;141,05;0,11;0,00;0,00;
0,00;0,00;144,25;0,09;0,00;0,00;
0,00;0,00;147,45;0,09;0,00;0,00;
0,00;0,00;150,65;0,09;0,00;0,00;
0,00;0,00;153,85;0,06;0,00;0,00;
0,00;0,00;157,05;0,09;0,00;0,00;
0,00;0,00;160,21;-0,05;0,00;0,00;
0,00;0,00;162,90;0,02;0,00;0,00;
0,00;0,00;166,91;-0,02;0,00;0,00;
0,00;0,00;168,15;-0,05;0,00;0,00;
0,00;0,00;168,90;-0,07;0,00;0,00;
0,00;0,00;169,14;-0,05;0,00;0,00;
0,00;0,00;169,22;-0,05;0,00;0,00;
0,00;0,00;169,23;0,04;0,00;0,00;
0,00;0,00;169,38;-0,02;0,00;0,00;
0,00;0,00;172,09;0,11;0,00;0,00;
0,00;0,00;172,25;0,18;0,00;0,00;
0,00;0,00;172,41;0,18;0,00;0,00;
0,00;0,00;172,57;0,43;0,00;0,00;
0,00;0,00;172,73;0,67;0,00;0,00;
0,00;0,00;172,88;0,88;0,00;0,00;
0,00;0,00;173,04;1,04;0,00;0,00;
0,00;0,00;173,20;1,15;0,00;0,00;
0,00;0,00;173,37;1,26;0,00;0,00;
0,00;0,00;173,53;1,36;0,00;0,00;
0,00;0,00;173,69;1,42;0,00;0,00;
0,00;0,00;173,71;1,24;0,00;0,00;
0,00;0,00;173,70;0,97;0,00;0,00;
0,00;0,00;173,29;-0,05;0,00;0,00;
0,00;0,00;172,41;0,02;0,00;0,00;
0,00;0,00;171,94;-0,07;0,00;0,00;
