11910;10.06.21 11:25:27;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210609165633A0218;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,96;0,14;0,00;0,00;
0,00;0,00;40,50;0,09;0,00;0,00;
0,00;0,00;41,53;0,11;0,00;0,00;
0,00;0,00;43,06;0,18;0,00;0,00;
0,00;0,00;45,10;0,09;0,00;0,00;
0,00;0,00;47,66;0,16;0,00;0,00;
0,00;0,00;50,71;0,16;0,00;0,00;
0,00;0,00;53,85;0,09;0,00;0,00;
0,00;0,00;57,02;0,13;0,00;0,00;
0,00;0,00;60,25;0,09;0,00;0,00;
0,00;0,00;63,44;0,07;0,00;0,00;
0,00;0,00;66,65;0,09;0,00;0,00;
0,00;0,00;69,85;0,05;0,00;0,00;
0,00;0,00;73,05;0,09;0,00;0,00;
0,00;0,00;76,25;0,09;0,00;0,00;
0,00;0,00;79,45;0,05;0,00;0,00;
0,00;0,00;82,65;0,11;0,00;0,00;
0,00;0,00;85,85;0,02;0,00;0,00;
0,00;0,00;89,05;0,13;0,00;0,00;
0,00;0,00;92,25;0,11;0,00;0,00;
0,00;0,00;95,45;0,05;0,00;0,00;
0,00;0,00;98,65;0,11;0,00;0,00;
0,00;0,00;101,85;0,05;0,00;0,00;
0,00;0,00;105,05;0,11;0,00;0,00;
0,00;0,00;108,25;0,09;0,00;0,00;
0,00;0,00;111,45;0,05;0,00;0,00;
0,00;0,00;114,65;0,09;0,00;0,00;
0,00;0,00;117,85;0,05;0,00;0,00;
0,00;0,00;121,05;0,13;0,00;0,00;
0,00;0,00;124,25;0,11;0,00;0,00;
0,00;0,00;127,45;0,02;0,00;0,00;
0,00;0,00;130,65;0,07;0,00;0,00;
0,00;0,00;133,85;0,07;0,00;0,00;
0,00;0,00;137,05;0,09;0,00;0,00;
0,00;0,00;140,25;0,09;0,00;0,00;
0,00;0,00;143,45;0,05;0,00;0,00;
0,00;0,00;146,65;0,09;0,00;0,00;
0,00;0,00;149,82;-0,02;0,00;0,00;
0,00;0,00;152,50;0,07;0,00;0,00;
0,00;0,00;154,76;-0,02;0,00;0,00;
0,00;0,00;156,53;-0,07;0,00;0,00;
0,00;0,00;157,80;-0,02;0,00;0,00;
0,00;0,00;158,57;-0,05;0,00;0,00;
0,00;0,00;158,91;0,02;0,00;0,00;
0,00;0,00;158,92;-0,02;0,00;0,00;
0,00;0,00;159,19;0,02;0,00;0,00;
0,00;0,00;159,35;0,05;0,00;0,00;
0,00;0,00;159,83;0,02;0,00;0,00;
0,00;0,00;159,99;0,02;0,00;0,00;
0,00;0,00;160,79;0,09;0,00;0,00;
0,00;0,00;160,95;0,18;0,00;0,00;
0,00;0,00;161,11;0,18;0,00;0,00;
0,00;0,00;161,27;0,47;0,00;0,00;
0,00;0,00;161,43;0,70;0,00;0,00;
0,00;0,00;161,58;0,86;0,00;0,00;
0,00;0,00;161,74;1,02;0,00;0,00;
0,00;0,00;161,90;1,15;0,00;0,00;
0,00;0,00;162,07;1,27;0,00;0,00;
0,00;0,00;162,23;1,36;0,00;0,00;
0,00;0,00;162,39;1,45;0,00;0,00;
0,00;0,00;162,55;1,58;0,00;0,00;
0,00;0,00;162,71;1,65;0,00;0,00;
0,00;0,00;162,87;1,74;0,00;0,00;
0,00;0,00;163,03;1,90;0,00;0,00;
0,00;0,00;163,19;1,97;0,00;0,00;
0,00;0,00;163,35;2,01;0,00;0,00;
0,00;0,00;163,51;2,08;0,00;0,00;
0,00;0,00;163,67;2,17;0,00;0,00;
0,00;0,00;163,83;2,26;0,00;0,00;
0,00;0,00;163,91;1,99;0,00;0,00;
0,00;0,00;163,91;1,83;0,00;0,00;
0,00;0,00;163,77;0,16;0,00;0,00;
0,00;0,00;163,11;-0,27;0,00;0,00;
