Nr;Date;ProgNr;ProgName;State;PartInfo;
22291;04.02.21 15:50:52;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210203150026P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;22,30;-0,23;0,00;0,00;
0,00;0,00;22,36;0,06;0,00;0,00;
0,00;0,00;22,81;0,30;0,00;0,00;
0,00;0,00;23,58;0,30;0,00;0,00;
0,00;0,00;24,73;0,22;0,00;0,00;
0,00;0,00;26,28;0,30;0,00;0,00;
0,00;0,00;28,20;0,30;0,00;0,00;
0,00;0,00;30,50;0,30;0,00;0,00;
0,00;0,00;32,84;0,37;0,00;0,00;
0,00;0,00;35,23;0,22;0,00;0,00;
0,00;0,00;37,64;0,22;0,00;0,00;
0,00;0,00;40,05;0,22;0,00;0,00;
0,00;0,00;42,44;0,22;0,00;0,00;
0,00;0,00;44,84;0,30;0,00;0,00;
0,00;0,00;47,25;0,30;0,00;0,00;
0,00;0,00;49,64;0,22;0,00;0,00;
0,00;0,00;52,05;0,22;0,00;0,00;
0,00;0,00;54,45;0,30;0,00;0,00;
0,00;0,00;56,85;0,30;0,00;0,00;
0,00;0,00;59,25;0,22;0,00;0,00;
0,00;0,00;61,65;0,22;0,00;0,00;
0,00;0,00;64,05;0,30;0,00;0,00;
0,00;0,00;66,45;0,14;0,00;0,00;
0,00;0,00;68,85;0,22;0,00;0,00;
0,00;0,00;71,25;0,22;0,00;0,00;
0,00;0,00;73,64;0,22;0,00;0,00;
0,00;0,00;76,05;0,22;0,00;0,00;
0,00;0,00;78,45;0,14;0,00;0,00;
0,00;0,00;80,85;0,30;0,00;0,00;
0,00;0,00;83,25;0,22;0,00;0,00;
0,00;0,00;85,64;0,30;0,00;0,00;
0,00;0,00;88,05;0,14;0,00;0,00;
0,00;0,00;90,45;0,14;0,00;0,00;
0,00;0,00;92,85;0,30;0,00;0,00;
0,00;0,00;95,25;0,22;0,00;0,00;
0,00;0,00;97,64;0,22;0,00;0,00;
0,00;0,00;100,05;0,14;0,00;0,00;
0,00;0,00;102,45;0,22;0,00;0,00;
0,00;0,00;104,85;0,22;0,00;0,00;
0,00;0,00;107,25;0,22;0,00;0,00;
0,00;0,00;109,64;0,14;0,00;0,00;
0,00;0,00;112,05;0,14;0,00;0,00;
0,00;0,00;114,45;0,22;0,00;0,00;
0,00;0,00;116,85;0,22;0,00;0,00;
0,00;0,00;119,25;0,22;0,00;0,00;
0,00;0,00;121,64;0,22;0,00;0,00;
0,00;0,00;124,05;0,22;0,00;0,00;
0,00;0,00;126,45;0,14;0,00;0,00;
0,00;0,00;128,85;0,30;0,00;0,00;
0,00;0,00;131,25;0,22;0,00;0,00;
0,00;0,00;133,64;0,22;0,00;0,00;
0,00;0,00;136,05;0,22;0,00;0,00;
0,00;0,00;138,45;0,14;0,00;0,00;
0,00;0,00;140,85;0,22;0,00;0,00;
0,00;0,00;143,25;0,14;0,00;0,00;
0,00;0,00;145,64;0,30;0,00;0,00;
0,00;0,00;148,05;0,22;0,00;0,00;
0,00;0,00;150,45;0,14;0,00;0,00;
0,00;0,00;152,85;0,22;0,00;0,00;
0,00;0,00;155,25;0,22;0,00;0,00;
0,00;0,00;157,64;0,22;0,00;0,00;
0,00;0,00;160,05;0,22;0,00;0,00;
0,00;0,00;162,45;0,22;0,00;0,00;
0,00;0,00;164,85;0,30;0,00;0,00;
0,00;0,00;167,25;0,22;0,00;0,00;
0,00;0,00;169,64;0,37;0,00;0,00;
0,00;0,00;172,05;0,30;0,00;0,00;
0,00;0,00;174,45;0,30;0,00;0,00;
0,00;0,00;176,84;0,22;0,00;0,00;
0,00;0,00;178,87;0,22;0,00;0,00;
0,00;0,00;180,60;0,14;0,00;0,00;
0,00;0,00;181,97;0,14;0,00;0,00;
0,00;0,00;182,94;0,14;0,00;0,00;
0,00;0,00;183,53;0,14;0,00;0,00;
0,00;0,00;183,75;0,06;0,00;0,00;
0,00;0,00;183,81;0,06;0,00;0,00;
0,00;0,00;183,81;0,06;0,00;0,00;
0,00;0,00;183,96;0,06;0,00;0,00;
0,00;0,00;184,09;0,06;0,00;0,00;
0,00;0,00;184,24;0,22;0,00;0,00;
0,00;0,00;184,41;0,22;0,00;0,00;
0,00;0,00;184,57;0,30;0,00;0,00;
0,00;0,00;184,73;0,22;0,00;0,00;
0,00;0,00;184,89;0,06;0,00;0,00;
0,00;0,00;185,05;0,22;0,00;0,00;
0,00;0,00;185,21;0,06;0,00;0,00;
0,00;0,00;185,37;0,30;0,00;0,00;
0,00;0,00;185,53;0,30;0,00;0,00;
0,00;0,00;185,69;0,22;0,00;0,00;
0,00;0,00;185,85;0,30;0,00;0,00;
0,00;0,00;186,01;0,22;0,00;0,00;
