Nr;Date;ProgNr;ProgName;State;PartInfo;
60646;14.09.21 14:39:43;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210914133419P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;13,74;0,45;0,00;0,00;
0,00;0,00;14,35;0,14;0,00;0,00;
0,00;0,00;15,31;0,22;0,00;0,00;
0,00;0,00;16,65;0,22;0,00;0,00;
0,00;0,00;18,39;0,14;0,00;0,00;
0,00;0,00;20,51;0,14;0,00;0,00;
0,00;0,00;22,87;0,14;0,00;0,00;
0,00;0,00;25,23;0,14;0,00;0,00;
0,00;0,00;27,64;0,14;0,00;0,00;
0,00;0,00;30,05;0,22;0,00;0,00;
0,00;0,00;32,44;0,22;0,00;0,00;
0,00;0,00;34,84;0,22;0,00;0,00;
0,00;0,00;37,25;0,06;0,00;0,00;
0,00;0,00;42,05;0,30;0,00;0,00;
0,00;0,00;44,45;0,22;0,00;0,00;
0,00;0,00;46,85;0,14;0,00;0,00;
0,00;0,00;49,25;0,22;0,00;0,00;
0,00;0,00;51,64;0,06;0,00;0,00;
0,00;0,00;54,05;0,06;0,00;0,00;
0,00;0,00;56,45;0,14;0,00;0,00;
0,00;0,00;58,85;0,14;0,00;0,00;
0,00;0,00;61,25;0,14;0,00;0,00;
0,00;0,00;63,65;0,14;0,00;0,00;
0,00;0,00;66,05;0,22;0,00;0,00;
0,00;0,00;68,45;0,30;0,00;0,00;
0,00;0,00;70,85;0,30;0,00;0,00;
0,00;0,00;73,25;0,22;0,00;0,00;
0,00;0,00;75,64;0,22;0,00;0,00;
0,00;0,00;78,05;0,22;0,00;0,00;
0,00;0,00;80,45;0,14;0,00;0,00;
0,00;0,00;82,85;0,14;0,00;0,00;
0,00;0,00;87,65;0,14;0,00;0,00;
0,00;0,00;90,05;0,06;0,00;0,00;
0,00;0,00;92,45;0,14;0,00;0,00;
0,00;0,00;94,85;0,06;0,00;0,00;
0,00;0,00;97,25;0,06;0,00;0,00;
0,00;0,00;102,05;0,06;0,00;0,00;
0,00;0,00;104,45;0,14;0,00;0,00;
0,00;0,00;106,85;0,14;0,00;0,00;
0,00;0,00;109,25;0,14;0,00;0,00;
0,00;0,00;114,05;0,06;0,00;0,00;
0,00;0,00;116,45;0,22;0,00;0,00;
0,00;0,00;118,85;0,06;0,00;0,00;
0,00;0,00;121,25;0,14;0,00;0,00;
0,00;0,00;123,64;0,06;0,00;0,00;
0,00;0,00;126,05;0,06;0,00;0,00;
0,00;0,00;128,45;0,22;0,00;0,00;
