25032;21.07.21 12:21:01;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210720085823P0037;
0,00;0,00;117,71;0,01;0,00;0,00;
0,00;0,00;117,79;0,01;0,00;0,00;
0,00;0,00;117,87;0,01;0,00;0,00;
0,00;0,00;117,95;0,01;0,00;0,00;
0,00;0,00;118,03;0,01;0,00;0,00;
0,00;0,00;118,11;0,01;0,00;0,00;
0,00;0,00;118,19;0,01;0,00;0,00;
0,00;0,00;118,27;0,01;0,00;0,00;
0,00;0,00;118,35;0,01;0,00;0,00;
0,00;0,00;118,43;0,01;0,00;0,00;
0,00;0,00;118,52;0,01;0,00;0,00;
0,00;0,00;118,60;0,01;0,00;0,00;
0,00;0,00;118,67;0,01;0,00;0,00;
0,00;0,00;118,75;0,01;0,00;0,00;
0,00;0,00;118,83;0,01;0,00;0,00;
0,00;0,00;118,91;0,01;0,00;0,00;
0,00;0,00;118,99;0,01;0,00;0,00;
0,00;0,00;119,07;0,01;0,00;0,00;
0,00;0,00;119,16;0,01;0,00;0,00;
0,00;0,00;119,24;0,01;0,00;0,00;
0,00;0,00;119,31;0,01;0,00;0,00;
0,00;0,00;119,39;0,01;0,00;0,00;
0,00;0,00;119,47;0,01;0,00;0,00;
0,00;0,00;119,55;0,01;0,00;0,00;
0,00;0,00;119,63;0,01;0,00;0,00;
0,00;0,00;119,71;0,01;0,00;0,00;
0,00;0,00;119,79;0,01;0,00;0,00;
0,00;0,00;119,87;0,01;0,00;0,00;
0,00;0,00;119,95;0,01;0,00;0,00;
0,00;0,00;120,04;0,01;0,00;0,00;
0,00;0,00;120,11;0,01;0,00;0,00;
0,00;0,00;120,19;0,01;0,00;0,00;
0,00;0,00;120,27;0,01;0,00;0,00;
0,00;0,00;120,35;0,01;0,00;0,00;
0,00;0,00;120,43;0,01;0,00;0,00;
0,00;0,00;120,52;0,01;0,00;0,00;
0,00;0,00;120,60;0,01;0,00;0,00;
0,00;0,00;120,68;0,01;0,00;0,00;
0,00;0,00;120,75;0,01;0,00;0,00;
0,00;0,00;120,83;0,01;0,00;0,00;
0,00;0,00;120,92;0,01;0,00;0,00;
0,00;0,00;121,00;0,01;0,00;0,00;
0,00;0,00;121,08;0,01;0,00;0,00;
0,00;0,00;121,15;0,01;0,00;0,00;
0,00;0,00;121,23;0,01;0,00;0,00;
0,00;0,00;121,32;0,01;0,00;0,00;
0,00;0,00;121,40;0,01;0,00;0,00;
0,00;0,00;121,47;0,01;0,00;0,00;
0,00;0,00;121,55;0,01;0,00;0,00;
0,00;0,00;121,63;0,01;0,00;0,00;
0,00;0,00;121,72;0,01;0,00;0,00;
0,00;0,00;121,79;0,01;0,00;0,00;
0,00;0,00;121,87;0,01;0,00;0,00;
0,00;0,00;121,95;0,01;0,00;0,00;
0,00;0,00;122,03;0,01;0,00;0,00;
0,00;0,00;122,11;0,01;0,00;0,00;
0,00;0,00;122,19;0,01;0,00;0,00;
0,00;0,00;122,28;0,01;0,00;0,00;
0,00;0,00;122,36;0,01;0,00;0,00;
0,00;0,00;122,43;0,01;0,00;0,00;
0,00;0,00;122,51;0,01;0,00;0,00;
0,00;0,00;122,59;0,01;0,00;0,00;
0,00;0,00;122,68;0,01;0,00;0,00;
0,00;0,00;122,75;0,01;0,00;0,00;
0,00;0,00;122,83;0,01;0,00;0,00;
0,00;0,00;122,92;0,01;0,00;0,00;
0,00;0,00;123,00;0,01;0,00;0,00;
0,00;0,00;123,07;0,01;0,00;0,00;
0,00;0,00;123,15;0,01;0,00;0,00;
0,00;0,00;123,23;0,01;0,00;0,00;
0,00;0,00;123,31;0,01;0,00;0,00;
0,00;0,00;123,39;0,01;0,00;0,00;
0,00;0,00;123,47;0,01;0,00;0,00;
0,00;0,00;123,56;0,01;0,00;0,00;
0,00;0,00;123,63;0,01;0,00;0,00;
0,00;0,00;123,71;0,01;0,00;0,00;
0,00;0,00;123,79;0,01;0,00;0,00;
0,00;0,00;123,87;0,01;0,00;0,00;
0,00;0,00;123,95;0,01;0,00;0,00;
0,00;0,00;124,03;0,01;0,00;0,00;
0,00;0,00;124,12;0,01;0,00;0,00;
0,00;0,00;124,20;0,01;0,00;0,00;
0,00;0,00;124,27;0,01;0,00;0,00;
0,00;0,00;124,35;0,01;0,00;0,00;
0,00;0,00;124,43;0,01;0,00;0,00;
0,00;0,00;124,51;0,01;0,00;0,00;
0,00;0,00;124,59;0,01;0,00;0,00;
0,00;0,00;124,67;0,01;0,00;0,00;
0,00;0,00;124,75;0,01;0,00;0,00;
0,00;0,00;124,84;0,01;0,00;0,00;
0,00;0,00;124,91;0,01;0,00;0,00;
0,00;0,00;124,99;0,01;0,00;0,00;
0,00;0,00;125,07;0,01;0,00;0,00;
0,00;0,00;125,15;0,01;0,00;0,00;
0,00;0,00;125,23;0,01;0,00;0,00;
0,00;0,00;125,31;0,01;0,00;0,00;
0,00;0,00;125,39;0,01;0,00;0,00;
0,00;0,00;125,48;0,01;0,00;0,00;
0,00;0,00;125,55;0,01;0,00;0,00;
0,00;0,00;125,63;0,01;0,00;0,00;
0,00;0,00;125,71;0,01;0,00;0,00;
0,00;0,00;125,79;0,01;0,00;0,00;
0,00;0,00;125,87;0,01;0,00;0,00;
0,00;0,00;125,96;0,01;0,00;0,00;
0,00;0,00;126,04;0,01;0,00;0,00;
0,00;0,00;126,11;0,01;0,00;0,00;
0,00;0,00;126,19;0,01;0,00;0,00;
0,00;0,00;126,27;0,01;0,00;0,00;
0,00;0,00;126,35;0,01;0,00;0,00;
0,00;0,00;126,43;0,01;0,00;0,00;
0,00;0,00;126,51;0,01;0,00;0,00;
0,00;0,00;126,59;0,01;0,00;0,00;
0,00;0,00;126,67;0,01;0,00;0,00;
0,00;0,00;126,76;0,01;0,00;0,00;
0,00;0,00;126,83;0,01;0,00;0,00;
0,00;0,00;126,91;0,01;0,00;0,00;
0,00;0,00;126,99;0,01;0,00;0,00;
0,00;0,00;127,07;0,01;0,00;0,00;
0,00;0,00;127,16;0,01;0,00;0,00;
0,00;0,00;127,24;0,01;0,00;0,00;
0,00;0,00;127,32;0,01;0,00;0,00;
0,00;0,00;127,39;0,01;0,00;0,00;
0,00;0,00;127,47;0,01;0,00;0,00;
0,00;0,00;127,56;0,01;0,00;0,00;
0,00;0,00;127,63;0,01;0,00;0,00;
0,00;0,00;127,71;0,01;0,00;0,00;
0,00;0,00;127,79;0,01;0,00;0,00;
0,00;0,00;127,87;0,01;0,00;0,00;
0,00;0,00;127,96;0,01;0,00;0,00;
0,00;0,00;128,03;0,01;0,00;0,00;
0,00;0,00;128,11;0,01;0,00;0,00;
0,00;0,00;128,19;0,01;0,00;0,00;
0,00;0,00;128,27;0,01;0,00;0,00;
0,00;0,00;128,35;0,01;0,00;0,00;
0,00;0,00;128,43;0,01;0,00;0,00;
0,00;0,00;128,51;0,01;0,00;0,00;
0,00;0,00;128,60;0,01;0,00;0,00;
0,00;0,00;128,67;0,01;0,00;0,00;
0,00;0,00;128,75;0,01;0,00;0,00;
0,00;0,00;128,83;0,01;0,00;0,00;
0,00;0,00;128,92;0,01;0,00;0,00;
0,00;0,00;128,99;0,01;0,00;0,00;
0,00;0,00;129,07;0,01;0,00;0,00;
0,00;0,00;129,15;0,01;0,00;0,00;
0,00;0,00;129,24;0,01;0,00;0,00;
0,00;0,00;129,31;0,01;0,00;0,00;
0,00;0,00;129,39;0,01;0,00;0,00;
0,00;0,00;129,47;0,01;0,00;0,00;
0,00;0,00;129,55;0,01;0,00;0,00;
0,00;0,00;129,63;0,01;0,00;0,00;
0,00;0,00;129,71;0,01;0,00;0,00;
0,00;0,00;129,79;0,01;0,00;0,00;
0,00;0,00;129,87;0,01;0,00;0,00;
0,00;0,00;129,95;0,01;0,00;0,00;
0,00;0,00;130,03;0,01;0,00;0,00;
0,00;0,00;130,11;0,01;0,00;0,00;
0,00;0,00;130,19;0,01;0,00;0,00;
0,00;0,00;130,27;0,01;0,00;0,00;
0,00;0,00;130,36;0,01;0,00;0,00;
0,00;0,00;130,44;0,01;0,00;0,00;
0,00;0,00;130,52;0,01;0,00;0,00;
0,00;0,00;130,60;0,01;0,00;0,00;
0,00;0,00;130,68;0,01;0,00;0,00;
0,00;0,00;130,75;0,01;0,00;0,00;
0,00;0,00;130,83;0,01;0,00;0,00;
0,00;0,00;130,92;0,01;0,00;0,00;
0,00;0,00;131,00;0,01;0,00;0,00;
0,00;0,00;131,08;0,01;0,00;0,00;
0,00;0,00;131,15;0,01;0,00;0,00;
0,00;0,00;131,23;0,01;0,00;0,00;
0,00;0,00;131,32;0,01;0,00;0,00;
0,00;0,00;131,40;0,01;0,00;0,00;
0,00;0,00;131,47;0,01;0,00;0,00;
0,00;0,00;131,55;0,01;0,00;0,00;
0,00;0,00;131,64;0,01;0,00;0,00;
0,00;0,00;131,72;0,01;0,00;0,00;
0,00;0,00;131,79;0,01;0,00;0,00;
0,00;0,00;131,87;0,01;0,00;0,00;
0,00;0,00;131,95;0,01;0,00;0,00;
0,00;0,00;132,03;0,01;0,00;0,00;
0,00;0,00;132,11;0,01;0,00;0,00;
0,00;0,00;132,19;0,01;0,00;0,00;
0,00;0,00;132,27;0,01;0,00;0,00;
0,00;0,00;132,35;0,01;0,00;0,00;
0,00;0,00;132,43;0,01;0,00;0,00;
0,00;0,00;132,51;0,01;0,00;0,00;
0,00;0,00;132,59;0,01;0,00;0,00;
0,00;0,00;132,68;0,01;0,00;0,00;
0,00;0,00;132,75;0,01;0,00;0,00;
0,00;0,00;132,83;0,01;0,00;0,00;
0,00;0,00;132,92;0,01;0,00;0,00;
0,00;0,00;133,00;0,01;0,00;0,00;
0,00;0,00;133,07;0,04;0,00;0,00;
0,00;0,00;133,15;0,10;0,00;0,00;
0,00;0,00;133,23;0,12;0,00;0,00;
0,00;0,00;133,31;0,13;0,00;0,00;
0,00;0,00;133,39;0,13;0,00;0,00;
0,00;0,00;133,47;0,16;0,00;0,00;
0,00;0,00;133,55;0,19;0,00;0,00;
0,00;0,00;133,63;0,22;0,00;0,00;
0,00;0,00;133,71;0,25;0,00;0,00;
0,00;0,00;133,79;0,25;0,00;0,00;
0,00;0,00;133,87;0,28;0,00;0,00;
0,00;0,00;133,95;0,27;0,00;0,00;
0,00;0,00;134,03;0,27;0,00;0,00;
0,00;0,00;134,12;0,28;0,00;0,00;
0,00;0,00;134,19;0,28;0,00;0,00;
0,00;0,00;134,27;0,28;0,00;0,00;
0,00;0,00;134,35;0,28;0,00;0,00;
0,00;0,00;134,43;0,28;0,00;0,00;
0,00;0,00;134,51;0,28;0,00;0,00;
0,00;0,00;134,59;0,28;0,00;0,00;
0,00;0,00;134,67;0,29;0,00;0,00;
0,00;0,00;134,76;0,30;0,00;0,00;
0,00;0,00;134,84;0,30;0,00;0,00;
0,00;0,00;134,91;0,31;0,00;0,00;
0,00;0,00;134,99;0,31;0,00;0,00;
0,00;0,00;135,07;0,31;0,00;0,00;
0,00;0,00;135,16;0,31;0,00;0,00;
0,00;0,00;135,23;0,28;0,00;0,00;
0,00;0,00;135,31;0,30;0,00;0,00;
0,00;0,00;135,39;0,29;0,00;0,00;
0,00;0,00;135,48;0,30;0,00;0,00;
0,00;0,00;135,55;0,30;0,00;0,00;
0,00;0,00;135,63;0,28;0,00;0,00;
0,00;0,00;135,71;0,28;0,00;0,00;
0,00;0,00;135,79;0,28;0,00;0,00;
0,00;0,00;135,87;0,27;0,00;0,00;
0,00;0,00;135,95;0,28;0,00;0,00;
0,00;0,00;136,03;0,28;0,00;0,00;
0,00;0,00;136,11;0,28;0,00;0,00;
0,00;0,00;136,19;0,28;0,00;0,00;
0,00;0,00;136,27;0,28;0,00;0,00;
0,00;0,00;136,36;0,28;0,00;0,00;
0,00;0,00;136,43;0,28;0,00;0,00;
0,00;0,00;136,51;0,28;0,00;0,00;
0,00;0,00;136,59;0,28;0,00;0,00;
0,00;0,00;136,67;0,28;0,00;0,00;
0,00;0,00;136,76;0,31;0,00;0,00;
0,00;0,00;136,83;0,36;0,00;0,00;
0,00;0,00;136,91;0,41;0,00;0,00;
0,00;0,00;136,99;0,53;0,00;0,00;
0,00;0,00;137,07;0,51;0,00;0,00;
0,00;0,00;137,15;0,51;0,00;0,00;
0,00;0,00;137,24;0,50;0,00;0,00;
0,00;0,00;137,31;0,47;0,00;0,00;
0,00;0,00;137,39;0,44;0,00;0,00;
0,00;0,00;137,47;0,44;0,00;0,00;
0,00;0,00;137,56;0,45;0,00;0,00;
0,00;0,00;137,63;0,46;0,00;0,00;
0,00;0,00;137,71;0,45;0,00;0,00;
0,00;0,00;137,79;0,46;0,00;0,00;
0,00;0,00;137,87;0,47;0,00;0,00;
0,00;0,00;137,96;0,48;0,00;0,00;
0,00;0,00;138,03;0,50;0,00;0,00;
0,00;0,00;138,11;0,51;0,00;0,00;
0,00;0,00;138,19;0,51;0,00;0,00;
0,00;0,00;138,27;0,53;0,00;0,00;
0,00;0,00;138,35;0,54;0,00;0,00;
0,00;0,00;138,43;0,54;0,00;0,00;
0,00;0,00;138,51;0,54;0,00;0,00;
0,00;0,00;138,60;0,51;0,00;0,00;
0,00;0,00;138,67;0,51;0,00;0,00;
0,00;0,00;138,75;0,51;0,00;0,00;
0,00;0,00;138,83;0,53;0,00;0,00;
0,00;0,00;138,91;0,52;0,00;0,00;
0,00;0,00;138,99;0,51;0,00;0,00;
0,00;0,00;139,07;0,47;0,00;0,00;
0,00;0,00;139,16;-0,01;0,00;0,00;
0,00;0,00;139,24;0,01;0,00;0,00;
0,00;0,00;139,32;0,01;0,00;0,00;
0,00;0,00;139,40;0,01;0,00;0,00;
0,00;0,00;139,47;0,07;0,00;0,00;
0,00;0,00;139,55;0,31;0,00;0,00;
0,00;0,00;139,63;0,80;0,00;0,00;
0,00;0,00;139,65;1,07;0,00;0,00;
0,00;0,00;139,65;1,07;0,00;0,00;
0,00;0,00;139,60;0,57;0,00;0,00;
0,00;0,00;139,07;-0,04;0,00;0,00;
0,00;0,00;138,03;-0,04;0,00;0,00;
0,00;0,00;136,48;-0,03;0,00;0,00;
0,00;0,00;134,41;-0,04;0,00;0,00;
0,00;0,00;131,84;-0,05;0,00;0,00;
0,00;0,00;128,75;-0,05;0,00;0,00;
0,00;0,00;125,27;-0,01;0,00;0,00;
0,00;0,00;121,76;-0,03;0,00;0,00;
0,00;0,00;118,24;-0,02;0,00;0,00;
0,00;0,00;114,72;-0,03;0,00;0,00;
0,00;0,00;111,21;-0,02;0,00;0,00;
0,00;0,00;107,68;-0,02;0,00;0,00;
0,00;0,00;104,16;-0,02;0,00;0,00;
0,00;0,00;100,64;-0,02;0,00;0,00;
0,00;0,00;97,12;-0,02;0,00;0,00;
0,00;0,00;93,60;-0,04;0,00;0,00;
0,00;0,00;90,09;-0,02;0,00;0,00;
0,00;0,00;86,56;-0,01;0,00;0,00;
0,00;0,00;83,04;-0,02;0,00;0,00;
0,00;0,00;79,52;-0,01;0,00;0,00;
0,00;0,00;76,00;-0,02;0,00;0,00;
0,00;0,00;72,48;-0,03;0,00;0,00;
0,00;0,00;68,96;-0,02;0,00;0,00;
0,00;0,00;65,44;-0,01;0,00;0,00;
0,00;0,00;58,40;-0,01;0,00;0,00;
0,00;0,00;54,88;-0,01;0,00;0,00;
0,00;0,00;51,36;-0,01;0,00;0,00;
0,00;0,00;47,84;-0,01;0,00;0,00;
0,00;0,00;44,32;-0,01;0,00;0,00;
0,00;0,00;37,28;-0,01;0,00;0,00;
0,00;0,00;33,76;-0,02;0,00;0,00;
0,00;0,00;30,53;-0,01;0,00;0,00;
0,00;0,00;27,77;0,01;0,00;0,00;
0,00;0,00;25,52;0,01;0,00;0,00;
0,00;0,00;23,76;0,01;0,00;0,00;
0,00;0,00;21,76;0,01;0,00;0,00;
0,00;0,00;21,51;0,01;0,00;0,00;
