46334;16.06.21 16:26:13;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210616161806P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;73,76;0,23;0,00;0,00;
0,00;0,00;74,21;0,31;0,00;0,00;
0,00;0,00;74,98;0,31;0,00;0,00;
0,00;0,00;76,13;0,31;0,00;0,00;
0,00;0,00;77,67;0,39;0,00;0,00;
0,00;0,00;79,60;0,31;0,00;0,00;
0,00;0,00;81,90;0,39;0,00;0,00;
0,00;0,00;84,24;0,31;0,00;0,00;
0,00;0,00;86,63;0,31;0,00;0,00;
0,00;0,00;89,04;0,31;0,00;0,00;
0,00;0,00;91,44;0,31;0,00;0,00;
0,00;0,00;93,84;0,31;0,00;0,00;
0,00;0,00;96,25;0,31;0,00;0,00;
0,00;0,00;98,64;0,31;0,00;0,00;
0,00;0,00;101,05;0,31;0,00;0,00;
0,00;0,00;103,45;0,31;0,00;0,00;
0,00;0,00;105,85;0,31;0,00;0,00;
0,00;0,00;108,25;0,31;0,00;0,00;
0,00;0,00;110,64;0,31;0,00;0,00;
0,00;0,00;113,05;0,31;0,00;0,00;
0,00;0,00;115,45;0,31;0,00;0,00;
0,00;0,00;117,85;0,31;0,00;0,00;
0,00;0,00;120,25;0,23;0,00;0,00;
0,00;0,00;122,64;0,31;0,00;0,00;
0,00;0,00;125,05;0,31;0,00;0,00;
0,00;0,00;127,45;0,31;0,00;0,00;
0,00;0,00;129,85;0,31;0,00;0,00;
0,00;0,00;132,25;0,31;0,00;0,00;
0,00;0,00;134,64;0,31;0,00;0,00;
0,00;0,00;137,05;0,31;0,00;0,00;
0,00;0,00;139,45;0,31;0,00;0,00;
0,00;0,00;141,85;0,31;0,00;0,00;
0,00;0,00;144,25;0,31;0,00;0,00;
0,00;0,00;146,65;0,31;0,00;0,00;
0,00;0,00;149,05;0,31;0,00;0,00;
0,00;0,00;151,38;0,16;0,00;0,00;
0,00;0,00;153,33;0,31;0,00;0,00;
0,00;0,00;154,98;0,16;0,00;0,00;
0,00;0,00;156,24;0,16;0,00;0,00;
0,00;0,00;157,12;0,16;0,00;0,00;
0,00;0,00;157,76;0,31;0,00;0,00;
0,00;0,00;157,82;0,16;0,00;0,00;
0,00;0,00;157,82;0,31;0,00;0,00;
0,00;0,00;157,99;0,16;0,00;0,00;
0,00;0,00;158,12;0,31;0,00;0,00;
0,00;0,00;158,29;0,31;0,00;0,00;
0,00;0,00;158,45;0,31;0,00;0,00;
0,00;0,00;158,61;0,31;0,00;0,00;
0,00;0,00;158,77;0,31;0,00;0,00;
0,00;0,00;158,93;0,31;0,00;0,00;
0,00;0,00;159,09;0,31;0,00;0,00;
0,00;0,00;159,25;0,31;0,00;0,00;
0,00;0,00;159,41;0,31;0,00;0,00;
0,00;0,00;159,57;0,31;0,00;0,00;
0,00;0,00;159,73;0,31;0,00;0,00;
0,00;0,00;159,89;0,31;0,00;0,00;
0,00;0,00;160,05;0,31;0,00;0,00;
0,00;0,00;160,21;0,31;0,00;0,00;
0,00;0,00;160,37;0,31;0,00;0,00;
0,00;0,00;160,53;0,31;0,00;0,00;
0,00;0,00;160,69;0,31;0,00;0,00;
0,00;0,00;160,85;0,31;0,00;0,00;
0,00;0,00;161,01;0,31;0,00;0,00;
0,00;0,00;161,17;0,31;0,00;0,00;
0,00;0,00;161,33;0,31;0,00;0,00;
0,00;0,00;161,49;0,31;0,00;0,00;
0,00;0,00;161,65;0,31;0,00;0,00;
0,00;0,00;161,81;0,31;0,00;0,00;
0,00;0,00;161,97;0,31;0,00;0,00;
0,00;0,00;162,13;0,31;0,00;0,00;
0,00;0,00;162,29;0,31;0,00;0,00;
0,00;0,00;162,45;0,31;0,00;0,00;
0,00;0,00;162,61;0,31;0,00;0,00;
0,00;0,00;162,77;0,31;0,00;0,00;
0,00;0,00;162,93;0,31;0,00;0,00;
0,00;0,00;163,09;0,31;0,00;0,00;
0,00;0,00;163,25;0,31;0,00;0,00;
0,00;0,00;163,41;0,31;0,00;0,00;
0,00;0,00;163,57;0,31;0,00;0,00;
0,00;0,00;163,73;0,31;0,00;0,00;
0,00;0,00;163,89;0,31;0,00;0,00;
0,00;0,00;164,05;0,31;0,00;0,00;
0,00;0,00;164,21;0,31;0,00;0,00;
0,00;0,00;164,37;0,31;0,00;0,00;
0,00;0,00;164,53;0,31;0,00;0,00;
0,00;0,00;164,69;0,31;0,00;0,00;
0,00;0,00;164,85;0,31;0,00;0,00;
0,00;0,00;165,01;0,31;0,00;0,00;
0,00;0,00;165,17;0,31;0,00;0,00;
0,00;0,00;165,33;0,31;0,00;0,00;
0,00;0,00;165,49;0,31;0,00;0,00;
0,00;0,00;165,65;0,31;0,00;0,00;
0,00;0,00;165,81;0,31;0,00;0,00;
0,00;0,00;165,97;0,31;0,00;0,00;
0,00;0,00;166,13;0,31;0,00;0,00;
0,00;0,00;166,29;0,31;0,00;0,00;
0,00;0,00;166,45;0,31;0,00;0,00;
0,00;0,00;166,61;0,31;0,00;0,00;
0,00;0,00;166,77;0,31;0,00;0,00;
0,00;0,00;166,79;0,31;0,00;0,00;
0,00;0,00;166,80;0,23;0,00;0,00;
0,00;0,00;166,55;-0,16;0,00;0,00;
