Nr;Date;ProgNr;ProgName;State;PartInfo;
29448;04.02.21 11:17:14;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210204110049A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,56;0,18;0,00;0,00;
0,00;0,00;60,12;0,13;0,00;0,00;
0,00;0,00;61,15;0,13;0,00;0,00;
0,00;0,00;62,67;0,13;0,00;0,00;
0,00;0,00;64,72;0,18;0,00;0,00;
0,00;0,00;67,28;0,20;0,00;0,00;
0,00;0,00;70,33;0,05;0,00;0,00;
0,00;0,00;73,45;0,13;0,00;0,00;
0,00;0,00;76,63;0,13;0,00;0,00;
0,00;0,00;79,85;0,09;0,00;0,00;
0,00;0,00;83,05;0,04;0,00;0,00;
0,00;0,00;86,25;0,07;0,00;0,00;
0,00;0,00;89,45;0,07;0,00;0,00;
0,00;0,00;92,65;0,09;0,00;0,00;
0,00;0,00;95,85;0,05;0,00;0,00;
0,00;0,00;99,05;0,09;0,00;0,00;
0,00;0,00;102,25;0,07;0,00;0,00;
0,00;0,00;105,45;0,06;0,00;0,00;
0,00;0,00;108,65;0,07;0,00;0,00;
0,00;0,00;111,85;0,09;0,00;0,00;
0,00;0,00;115,05;0,06;0,00;0,00;
0,00;0,00;118,25;0,11;0,00;0,00;
0,00;0,00;121,45;0,09;0,00;0,00;
0,00;0,00;124,65;0,13;0,00;0,00;
0,00;0,00;127,85;0,07;0,00;0,00;
0,00;0,00;131,05;0,09;0,00;0,00;
0,00;0,00;134,25;0,11;0,00;0,00;
0,00;0,00;137,45;0,06;0,00;0,00;
0,00;0,00;140,65;0,13;0,00;0,00;
0,00;0,00;143,85;0,07;0,00;0,00;
0,00;0,00;147,05;0,06;0,00;0,00;
0,00;0,00;150,25;0,07;0,00;0,00;
0,00;0,00;153,45;0,07;0,00;0,00;
0,00;0,00;156,65;0,09;0,00;0,00;
0,00;0,00;159,85;-0,02;0,00;0,00;
0,00;0,00;162,67;0,05;0,00;0,00;
0,00;0,00;165,05;0,02;0,00;0,00;
0,00;0,00;168,37;-0,05;0,00;0,00;
0,00;0,00;169,28;-0,05;0,00;0,00;
0,00;0,00;169,70;-0,07;0,00;0,00;
0,00;0,00;169,79;0,02;0,00;0,00;
0,00;0,00;169,87;0,09;0,00;0,00;
0,00;0,00;170,01;0,05;0,00;0,00;
0,00;0,00;170,17;0,02;0,00;0,00;
0,00;0,00;171,13;0,02;0,00;0,00;
0,00;0,00;171,93;0,18;0,00;0,00;
0,00;0,00;172,09;0,20;0,00;0,00;
0,00;0,00;172,25;0,29;0,00;0,00;
0,00;0,00;172,41;0,59;0,00;0,00;
0,00;0,00;172,57;1,08;0,00;0,00;
0,00;0,00;172,72;1,40;0,00;0,00;
0,00;0,00;172,88;1,56;0,00;0,00;
0,00;0,00;173,04;1,72;0,00;0,00;
0,00;0,00;173,20;1,83;0,00;0,00;
0,00;0,00;173,37;1,92;0,00;0,00;
0,00;0,00;173,53;1,99;0,00;0,00;
0,00;0,00;173,69;2,04;0,00;0,00;
0,00;0,00;173,85;2,08;0,00;0,00;
0,00;0,00;174,01;2,13;0,00;0,00;
0,00;0,00;174,17;2,17;0,00;0,00;
0,00;0,00;174,30;2,06;0,00;0,00;
0,00;0,00;174,31;1,76;0,00;0,00;
0,00;0,00;174,25;0,77;0,00;0,00;
0,00;0,00;173,70;-0,34;0,00;0,00;
0,00;0,00;172,83;0,06;0,00;0,00;
0,00;0,00;172,47;-0,05;0,00;0,00;
0,00;0,00;172,37;-0,09;0,00;0,00;
0,00;0,00;172,31;-0,07;0,00;0,00;
0,00;0,00;172,31;-0,02;0,00;0,00;
0,00;0,00;172,57;0,02;0,00;0,00;
0,00;0,00;172,74;0,05;0,00;0,00;
0,00;0,00;173,06;0,02;0,00;0,00;
0,00;0,00;173,71;0,05;0,00;0,00;
0,00;0,00;174,03;0,23;0,00;0,00;
0,00;0,00;174,19;0,20;0,00;0,00;
0,00;0,00;174,34;2,08;0,00;0,00;
0,00;0,00;174,49;2,35;0,00;0,00;
0,00;0,00;174,65;2,44;0,00;0,00;
0,00;0,00;174,82;2,53;0,00;0,00;
0,00;0,00;174,98;2,69;0,00;0,00;
0,00;0,00;175,14;2,82;0,00;0,00;
0,00;0,00;175,30;2,92;0,00;0,00;
0,00;0,00;175,46;2,99;0,00;0,00;
0,00;0,00;175,62;3,14;0,00;0,00;
0,00;0,00;175,78;3,19;0,00;0,00;
0,00;0,00;175,95;3,35;0,00;0,00;
0,00;0,00;176,11;3,44;0,00;0,00;
0,00;0,00;176,27;3,50;0,00;0,00;
0,00;0,00;176,43;3,62;0,00;0,00;
0,00;0,00;176,59;3,71;0,00;0,00;
0,00;0,00;176,75;3,80;0,00;0,00;
0,00;0,00;176,91;3,89;0,00;0,00;
0,00;0,00;177,07;4,00;0,00;0,00;
0,00;0,00;177,23;4,16;0,00;0,00;
0,00;0,00;177,39;4,25;0,00;0,00;
0,00;0,00;177,55;4,34;0,00;0,00;
0,00;0,00;177,71;4,48;0,00;0,00;
0,00;0,00;177,87;4,52;0,00;0,00;
0,00;0,00;178,03;4,62;0,00;0,00;
0,00;0,00;178,19;4,80;0,00;0,00;
0,00;0,00;178,35;4,88;0,00;0,00;
0,00;0,00;178,51;4,98;0,00;0,00;
0,00;0,00;178,67;5,04;0,00;0,00;
0,00;0,00;178,83;5,16;0,00;0,00;
0,00;0,00;178,99;5,25;0,00;0,00;
0,00;0,00;179,15;5,34;0,00;0,00;
0,00;0,00;179,31;6,12;0,00;0,00;
0,00;0,00;179,41;10,29;0,00;0,00;
0,00;0,00;179,41;10,31;0,00;0,00;
0,00;0,00;179,42;10,49;0,00;0,00;
0,00;0,00;179,42;10,74;0,00;0,00;
0,00;0,00;179,43;10,92;0,00;0,00;
0,00;0,00;179,43;11,04;0,00;0,00;
0,00;0,00;179,43;11,15;0,00;0,00;
0,00;0,00;179,44;11,31;0,00;0,00;
0,00;0,00;179,44;11,40;0,00;0,00;
0,00;0,00;179,44;11,47;0,00;0,00;
0,00;0,00;179,44;11,49;0,00;0,00;
0,00;0,00;179,44;11,53;0,00;0,00;
0,00;0,00;179,21;3,66;0,00;0,00;
0,00;0,00;178,51;-0,38;0,00;0,00;
0,00;0,00;177,22;-0,09;0,00;0,00;
0,00;0,00;175,40;-0,20;0,00;0,00;
0,00;0,00;173,08;-0,20;0,00;0,00;
0,00;0,00;170,25;-0,16;0,00;0,00;
0,00;0,00;167,08;-0,09;0,00;0,00;
0,00;0,00;163,96;-0,12;0,00;0,00;
0,00;0,00;160,74;-0,13;0,00;0,00;
0,00;0,00;157,53;-0,12;0,00;0,00;
0,00;0,00;154,33;-0,18;0,00;0,00;
0,00;0,00;151,13;-0,12;0,00;0,00;
0,00;0,00;147,93;-0,11;0,00;0,00;
0,00;0,00;144,73;-0,09;0,00;0,00;
0,00;0,00;141,53;-0,11;0,00;0,00;
0,00;0,00;138,33;-0,13;0,00;0,00;
0,00;0,00;135,13;-0,12;0,00;0,00;
0,00;0,00;131,93;-0,11;0,00;0,00;
0,00;0,00;128,73;-0,13;0,00;0,00;
0,00;0,00;125,53;-0,13;0,00;0,00;
0,00;0,00;122,33;-0,13;0,00;0,00;
0,00;0,00;119,13;-0,12;0,00;0,00;
0,00;0,00;115,93;-0,14;0,00;0,00;
0,00;0,00;112,73;-0,12;0,00;0,00;
0,00;0,00;109,53;-0,14;0,00;0,00;
0,00;0,00;106,33;-0,18;0,00;0,00;
0,00;0,00;103,13;-0,09;0,00;0,00;
0,00;0,00;99,93;-0,12;0,00;0,00;
0,00;0,00;96,73;-0,12;0,00;0,00;
0,00;0,00;93,53;-0,13;0,00;0,00;
0,00;0,00;90,33;-0,13;0,00;0,00;
0,00;0,00;87,13;-0,09;0,00;0,00;
0,00;0,00;83,93;-0,11;0,00;0,00;
0,00;0,00;80,73;-0,12;0,00;0,00;
0,00;0,00;77,53;-0,11;0,00;0,00;
0,00;0,00;74,33;-0,20;0,00;0,00;
0,00;0,00;71,13;-0,13;0,00;0,00;
0,00;0,00;65,45;-0,07;0,00;0,00;
0,00;0,00;63,29;-0,07;0,00;0,00;
0,00;0,00;61,62;-0,07;0,00;0,00;
0,00;0,00;60,44;-0,05;0,00;0,00;
0,00;0,00;59,55;-0,02;0,00;0,00;
0,00;0,00;59,50;-0,07;0,00;0,00;
