Nr;Date;ProgNr;ProgName;State;PartInfo;
67022;20.07.21 11:31:19;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210720092912P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,90;-0,07;0,00;0,00;
0,00;0,00;42,17;0,23;0,00;0,00;
0,00;0,00;42,96;0,20;0,00;0,00;
0,00;0,00;44,24;0,16;0,00;0,00;
0,00;0,00;46,03;0,20;0,00;0,00;
0,00;0,00;48,33;0,25;0,00;0,00;
0,00;0,00;51,15;0,20;0,00;0,00;
0,00;0,00;54,31;0,09;0,00;0,00;
0,00;0,00;57,43;0,11;0,00;0,00;
0,00;0,00;60,64;0,16;0,00;0,00;
0,00;0,00;63,85;0,11;0,00;0,00;
0,00;0,00;67,05;0,16;0,00;0,00;
0,00;0,00;70,25;0,11;0,00;0,00;
0,00;0,00;73,45;0,11;0,00;0,00;
0,00;0,00;76,65;0,16;0,00;0,00;
0,00;0,00;79,85;0,13;0,00;0,00;
0,00;0,00;83,05;0,11;0,00;0,00;
0,00;0,00;86,25;0,13;0,00;0,00;
0,00;0,00;89,45;0,11;0,00;0,00;
0,00;0,00;92,65;0,16;0,00;0,00;
0,00;0,00;95,85;0,13;0,00;0,00;
0,00;0,00;99,05;0,09;0,00;0,00;
0,00;0,00;102,25;0,11;0,00;0,00;
0,00;0,00;105,45;0,16;0,00;0,00;
0,00;0,00;108,65;0,13;0,00;0,00;
0,00;0,00;111,85;0,11;0,00;0,00;
0,00;0,00;115,05;0,11;0,00;0,00;
0,00;0,00;118,25;0,13;0,00;0,00;
0,00;0,00;121,45;0,11;0,00;0,00;
0,00;0,00;124,65;0,18;0,00;0,00;
0,00;0,00;127,85;0,09;0,00;0,00;
0,00;0,00;131,05;0,13;0,00;0,00;
0,00;0,00;134,25;0,13;0,00;0,00;
0,00;0,00;137,45;0,09;0,00;0,00;
0,00;0,00;140,65;0,13;0,00;0,00;
0,00;0,00;143,85;0,13;0,00;0,00;
0,00;0,00;147,05;0,11;0,00;0,00;
0,00;0,00;152,70;0,07;0,00;0,00;
0,00;0,00;154,84;0,05;0,00;0,00;
0,00;0,00;156,48;0,02;0,00;0,00;
0,00;0,00;157,61;0,02;0,00;0,00;
0,00;0,00;158,40;0,09;0,00;0,00;
0,00;0,00;158,45;0,05;0,00;0,00;
0,00;0,00;158,51;0,11;0,00;0,00;
0,00;0,00;158,66;0,09;0,00;0,00;
0,00;0,00;158,81;0,07;0,00;0,00;
0,00;0,00;158,98;0,05;0,00;0,00;
0,00;0,00;159,14;0,07;0,00;0,00;
0,00;0,00;159,30;0,07;0,00;0,00;
0,00;0,00;159,46;0,09;0,00;0,00;
