2864;20.03.20 13:21:14;21;Avvicinamento Pressata Finale;Alcun errore (0);20200318154748A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,00;0,13;0,00;0,00;
0,00;0,00;20,30;0,22;0,00;0,00;
0,00;0,00;21,12;0,13;0,00;0,00;
0,00;0,00;22,40;0,09;0,00;0,00;
0,00;0,00;24,19;0,09;0,00;0,00;
0,00;0,00;26,50;0,04;0,00;0,00;
0,00;0,00;28,82;0,04;0,00;0,00;
0,00;0,00;31,21;0,13;0,00;0,00;
0,00;0,00;33,62;0,18;0,00;0,00;
0,00;0,00;36,02;0,13;0,00;0,00;
0,00;0,00;38,42;0,09;0,00;0,00;
0,00;0,00;40,82;0,13;0,00;0,00;
0,00;0,00;43,22;0,09;0,00;0,00;
0,00;0,00;45,62;0,13;0,00;0,00;
0,00;0,00;48,02;0,04;0,00;0,00;
0,00;0,00;50,42;0,09;0,00;0,00;
0,00;0,00;52,82;0,09;0,00;0,00;
0,00;0,00;55,22;0,13;0,00;0,00;
0,00;0,00;57,62;0,09;0,00;0,00;
0,00;0,00;60,02;0,04;0,00;0,00;
0,00;0,00;62,42;0,13;0,00;0,00;
0,00;0,00;64,82;0,04;0,00;0,00;
0,00;0,00;67,22;0,04;0,00;0,00;
0,00;0,00;69,62;0,09;0,00;0,00;
0,00;0,00;72,02;0,09;0,00;0,00;
0,00;0,00;74,42;0,09;0,00;0,00;
0,00;0,00;76,82;0,04;0,00;0,00;
0,00;0,00;79,22;0,04;0,00;0,00;
0,00;0,00;81,62;0,13;0,00;0,00;
0,00;0,00;84,02;0,09;0,00;0,00;
0,00;0,00;86,42;0,13;0,00;0,00;
0,00;0,00;88,82;0,09;0,00;0,00;
0,00;0,00;91,22;0,04;0,00;0,00;
0,00;0,00;93,62;0,09;0,00;0,00;
0,00;0,00;96,02;0,13;0,00;0,00;
0,00;0,00;98,42;0,04;0,00;0,00;
0,00;0,00;100,82;0,09;0,00;0,00;
0,00;0,00;103,22;0,04;0,00;0,00;
0,00;0,00;105,62;0,09;0,00;0,00;
0,00;0,00;108,02;0,09;0,00;0,00;
0,00;0,00;110,42;0,09;0,00;0,00;
0,00;0,00;112,82;0,13;0,00;0,00;
0,00;0,00;115,22;0,09;0,00;0,00;
0,00;0,00;117,62;0,09;0,00;0,00;
0,00;0,00;120,02;0,04;0,00;0,00;
0,00;0,00;122,42;0,13;0,00;0,00;
0,00;0,00;124,82;0,09;0,00;0,00;
0,00;0,00;127,22;0,04;0,00;0,00;
0,00;0,00;129,62;0,09;0,00;0,00;
0,00;0,00;132,02;0,09;0,00;0,00;
0,00;0,00;134,42;0,09;0,00;0,00;
0,00;0,00;136,82;0,13;0,00;0,00;
0,00;0,00;139,22;0,04;0,00;0,00;
0,00;0,00;141,62;0,09;0,00;0,00;
0,00;0,00;144,02;0,09;0,00;0,00;
0,00;0,00;146,42;0,09;0,00;0,00;
0,00;0,00;148,82;0,09;0,00;0,00;
0,00;0,00;151,22;0,13;0,00;0,00;
0,00;0,00;153,62;0,09;0,00;0,00;
0,00;0,00;156,02;0,04;0,00;0,00;
0,00;0,00;158,42;0,04;0,00;0,00;
0,00;0,00;160,82;0,13;0,00;0,00;
0,00;0,00;163,22;0,13;0,00;0,00;
0,00;0,00;165,62;0,04;0,00;0,00;
0,00;0,00;168,02;0,09;0,00;0,00;
0,00;0,00;170,42;0,13;0,00;0,00;
0,00;0,00;172,82;0,09;0,00;0,00;
0,00;0,00;175,22;0,09;0,00;0,00;
0,00;0,00;177,62;0,09;0,00;0,00;
0,00;0,00;180,02;0,09;0,00;0,00;
0,00;0,00;182,42;0,09;0,00;0,00;
0,00;0,00;187,22;0,04;0,00;0,00;
0,00;0,00;189,62;0,09;0,00;0,00;
0,00;0,00;192,02;0,04;0,00;0,00;
0,00;0,00;194,42;0,09;0,00;0,00;
0,00;0,00;196,82;0,13;0,00;0,00;
0,00;0,00;199,22;0,13;0,00;0,00;
0,00;0,00;201,62;0,09;0,00;0,00;
0,00;0,00;204,02;0,04;0,00;0,00;
0,00;0,00;208,82;0,04;0,00;0,00;
0,00;0,00;211,22;0,04;0,00;0,00;
0,00;0,00;213,31;0,04;0,00;0,00;
0,00;0,00;214,92;0,04;0,00;0,00;
0,00;0,00;216,10;0,09;0,00;0,00;
0,00;0,00;216,76;-0,04;0,00;0,00;
0,00;0,00;216,95;0,09;0,00;0,00;
0,00;0,00;217,00;0,13;0,00;0,00;
0,00;0,00;217,00;0,13;0,00;0,00;
0,00;0,00;217,03;0,13;0,00;0,00;
0,00;0,00;217,20;0,13;0,00;0,00;
0,00;0,00;217,35;0,13;0,00;0,00;
0,00;0,00;217,52;0,13;0,00;0,00;
0,00;0,00;217,68;0,13;0,00;0,00;
0,00;0,00;217,84;0,13;0,00;0,00;
0,00;0,00;218,00;0,13;0,00;0,00;
0,00;0,00;218,16;0,13;0,00;0,00;
0,00;0,00;218,32;0,13;0,00;0,00;
0,00;0,00;218,48;0,13;0,00;0,00;
0,00;0,00;218,64;0,13;0,00;0,00;
0,00;0,00;218,80;0,13;0,00;0,00;
0,00;0,00;218,96;0,13;0,00;0,00;
0,00;0,00;219,12;0,13;0,00;0,00;
0,00;0,00;219,28;0,13;0,00;0,00;
0,00;0,00;219,44;0,13;0,00;0,00;
0,00;0,00;219,60;0,13;0,00;0,00;
0,00;0,00;219,76;0,13;0,00;0,00;
0,00;0,00;219,92;0,13;0,00;0,00;
0,00;0,00;220,08;0,13;0,00;0,00;
0,00;0,00;220,24;0,13;0,00;0,00;
0,00;0,00;220,40;0,13;0,00;0,00;
0,00;0,00;220,56;0,13;0,00;0,00;
0,00;0,00;220,72;0,13;0,00;0,00;
0,00;0,00;220,88;0,13;0,00;0,00;
0,00;0,00;221,04;0,13;0,00;0,00;
0,00;0,00;221,20;0,13;0,00;0,00;
0,00;0,00;221,36;0,13;0,00;0,00;
0,00;0,00;221,52;0,13;0,00;0,00;
0,00;0,00;221,68;0,13;0,00;0,00;
0,00;0,00;221,84;0,13;0,00;0,00;
0,00;0,00;222,00;0,13;0,00;0,00;
0,00;0,00;222,16;0,13;0,00;0,00;
0,00;0,00;222,32;0,13;0,00;0,00;
0,00;0,00;222,48;0,13;0,00;0,00;
0,00;0,00;222,64;0,13;0,00;0,00;
0,00;0,00;222,80;0,13;0,00;0,00;
0,00;0,00;222,96;0,13;0,00;0,00;
0,00;0,00;223,12;0,13;0,00;0,00;
0,00;0,00;223,28;0,13;0,00;0,00;
0,00;0,00;223,44;0,13;0,00;0,00;
0,00;0,00;223,60;0,13;0,00;0,00;
0,00;0,00;223,76;0,13;0,00;0,00;
0,00;0,00;223,92;0,13;0,00;0,00;
0,00;0,00;224,08;0,13;0,00;0,00;
0,00;0,00;224,24;0,13;0,00;0,00;
0,00;0,00;224,40;0,13;0,00;0,00;
0,00;0,00;224,56;0,13;0,00;0,00;
0,00;0,00;224,72;0,13;0,00;0,00;
0,00;0,00;224,88;0,13;0,00;0,00;
0,00;0,00;225,04;0,13;0,00;0,00;
0,00;0,00;225,20;0,13;0,00;0,00;
0,00;0,00;225,36;0,13;0,00;0,00;
0,00;0,00;225,52;0,13;0,00;0,00;
0,00;0,00;225,68;0,13;0,00;0,00;
0,00;0,00;225,84;0,13;0,00;0,00;
0,00;0,00;226,00;0,13;0,00;0,00;
0,00;0,00;226,16;0,13;0,00;0,00;
0,00;0,00;226,32;0,13;0,00;0,00;
0,00;0,00;226,48;0,13;0,00;0,00;
0,00;0,00;226,64;0,13;0,00;0,00;
0,00;0,00;226,80;0,13;0,00;0,00;
0,00;0,00;226,96;0,13;0,00;0,00;
0,00;0,00;227,12;0,13;0,00;0,00;
0,00;0,00;227,28;0,13;0,00;0,00;
0,00;0,00;227,44;0,13;0,00;0,00;
0,00;0,00;227,60;0,13;0,00;0,00;
0,00;0,00;227,76;0,13;0,00;0,00;
0,00;0,00;227,92;0,13;0,00;0,00;
0,00;0,00;228,08;0,13;0,00;0,00;
0,00;0,00;228,24;0,13;0,00;0,00;
0,00;0,00;228,40;0,13;0,00;0,00;
0,00;0,00;228,56;0,13;0,00;0,00;
0,00;0,00;228,72;0,13;0,00;0,00;
0,00;0,00;228,88;0,13;0,00;0,00;
0,00;0,00;229,04;0,13;0,00;0,00;
0,00;0,00;229,20;0,13;0,00;0,00;
0,00;0,00;229,36;0,13;0,00;0,00;
0,00;0,00;229,52;0,13;0,00;0,00;
0,00;0,00;229,68;0,13;0,00;0,00;
0,00;0,00;229,84;0,13;0,00;0,00;
0,00;0,00;230,00;0,13;0,00;0,00;
0,00;0,00;230,16;0,13;0,00;0,00;
0,00;0,00;230,32;0,13;0,00;0,00;
0,00;0,00;230,48;0,13;0,00;0,00;
0,00;0,00;230,64;0,13;0,00;0,00;
0,00;0,00;230,80;0,13;0,00;0,00;
0,00;0,00;230,96;0,13;0,00;0,00;
0,00;0,00;231,12;0,13;0,00;0,00;
0,00;0,00;231,28;0,13;0,00;0,00;
0,00;0,00;231,44;0,13;0,00;0,00;
0,00;0,00;231,60;0,13;0,00;0,00;
0,00;0,00;231,76;0,13;0,00;0,00;
