Nr;Date;ProgNr;ProgName;State;PartInfo;
40640;23.03.21 15:29:12;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210323115641P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,70;0,02;0,00;0,00;
0,00;0,00;2,76;0,20;0,00;0,00;
0,00;0,00;3,32;0,13;0,00;0,00;
0,00;0,00;4,35;0,11;0,00;0,00;
0,00;0,00;5,87;0,09;0,00;0,00;
0,00;0,00;7,92;0,16;0,00;0,00;
0,00;0,00;10,48;0,18;0,00;0,00;
0,00;0,00;13,54;0,13;0,00;0,00;
0,00;0,00;16,65;0,13;0,00;0,00;
0,00;0,00;19,84;0,09;0,00;0,00;
0,00;0,00;23,05;0,05;0,00;0,00;
0,00;0,00;26,25;0,09;0,00;0,00;
0,00;0,00;29,45;0,07;0,00;0,00;
0,00;0,00;32,65;0,09;0,00;0,00;
0,00;0,00;35,85;0,06;0,00;0,00;
0,00;0,00;39,05;0,07;0,00;0,00;
0,00;0,00;42,25;0,09;0,00;0,00;
0,00;0,00;45,45;0,07;0,00;0,00;
0,00;0,00;48,65;0,07;0,00;0,00;
0,00;0,00;51,85;0,09;0,00;0,00;
0,00;0,00;55,05;0,09;0,00;0,00;
0,00;0,00;58,25;0,07;0,00;0,00;
0,00;0,00;61,45;0,09;0,00;0,00;
0,00;0,00;64,65;0,11;0,00;0,00;
0,00;0,00;67,85;0,07;0,00;0,00;
0,00;0,00;71,05;0,09;0,00;0,00;
0,00;0,00;74,25;0,11;0,00;0,00;
0,00;0,00;77,45;0,06;0,00;0,00;
0,00;0,00;80,65;0,09;0,00;0,00;
0,00;0,00;83,85;0,06;0,00;0,00;
0,00;0,00;87,05;0,09;0,00;0,00;
0,00;0,00;90,25;0,09;0,00;0,00;
0,00;0,00;93,45;0,09;0,00;0,00;
0,00;0,00;96,65;0,13;0,00;0,00;
0,00;0,00;99,85;0,11;0,00;0,00;
0,00;0,00;103,05;0,09;0,00;0,00;
0,00;0,00;106,25;0,07;0,00;0,00;
0,00;0,00;109,45;0,09;0,00;0,00;
0,00;0,00;112,65;0,13;0,00;0,00;
0,00;0,00;115,85;0,09;0,00;0,00;
0,00;0,00;119,05;0,09;0,00;0,00;
0,00;0,00;122,25;0,09;0,00;0,00;
0,00;0,00;125,45;0,06;0,00;0,00;
0,00;0,00;128,65;0,11;0,00;0,00;
0,00;0,00;131,85;0,06;0,00;0,00;
0,00;0,00;135,05;0,09;0,00;0,00;
0,00;0,00;138,25;0,09;0,00;0,00;
0,00;0,00;141,45;0,09;0,00;0,00;
0,00;0,00;144,65;0,09;0,00;0,00;
0,00;0,00;147,85;0,05;0,00;0,00;
0,00;0,00;151,05;0,09;0,00;0,00;
0,00;0,00;154,25;0,09;0,00;0,00;
0,00;0,00;157,45;0,05;0,00;0,00;
0,00;0,00;160,65;0,09;0,00;0,00;
0,00;0,00;163,85;0,06;0,00;0,00;
0,00;0,00;167,05;0,09;0,00;0,00;
0,00;0,00;172,61;-0,02;0,00;0,00;
0,00;0,00;174,70;-0,02;0,00;0,00;
0,00;0,00;177,40;-0,05;0,00;0,00;
0,00;0,00;178,00;-0,05;0,00;0,00;
0,00;0,00;178,22;0,05;0,00;0,00;
0,00;0,00;178,38;-0,05;0,00;0,00;
0,00;0,00;178,53;-0,02;0,00;0,00;
0,00;0,00;178,69;0,02;0,00;0,00;
0,00;0,00;180,93;0,09;0,00;0,00;
0,00;0,00;181,09;0,18;0,00;0,00;
0,00;0,00;181,25;0,18;0,00;0,00;
0,00;0,00;181,41;0,41;0,00;0,00;
0,00;0,00;181,57;0,72;0,00;0,00;
0,00;0,00;181,72;0,90;0,00;0,00;
0,00;0,00;181,89;1,02;0,00;0,00;
0,00;0,00;182,05;1,11;0,00;0,00;
0,00;0,00;182,20;1,11;0,00;0,00;
0,00;0,00;182,21;0,97;0,00;0,00;
0,00;0,00;182,20;0,77;0,00;0,00;
0,00;0,00;181,77;-0,09;0,00;0,00;
0,00;0,00;180,87;-0,13;0,00;0,00;
0,00;0,00;179,91;0,11;0,00;0,00;
0,00;0,00;179,42;0,05;0,00;0,00;
0,00;0,00;179,26;-0,02;0,00;0,00;
0,00;0,00;179,20;-0,02;0,00;0,00;
0,00;0,00;179,20;-0,07;0,00;0,00;
0,00;0,00;179,25;0,05;0,00;0,00;
0,00;0,00;179,40;0,05;0,00;0,00;
0,00;0,00;181,65;0,02;0,00;0,00;
0,00;0,00;181,97;0,18;0,00;0,00;
0,00;0,00;182,13;0,20;0,00;0,00;
0,00;0,00;182,29;1,22;0,00;0,00;
0,00;0,00;182,44;1,27;0,00;0,00;
0,00;0,00;182,60;1,29;0,00;0,00;
0,00;0,00;182,76;1,36;0,00;0,00;
0,00;0,00;182,93;1,43;0,00;0,00;
0,00;0,00;183,09;1,51;0,00;0,00;
0,00;0,00;183,25;1,54;0,00;0,00;
0,00;0,00;183,41;1,61;0,00;0,00;
0,00;0,00;183,57;1,63;0,00;0,00;
0,00;0,00;183,73;1,72;0,00;0,00;
0,00;0,00;183,89;1,76;0,00;0,00;
0,00;0,00;184,05;1,81;0,00;0,00;
0,00;0,00;184,21;1,90;0,00;0,00;
0,00;0,00;184,37;1,92;0,00;0,00;
0,00;0,00;184,53;1,99;0,00;0,00;
0,00;0,00;184,69;2,04;0,00;0,00;
0,00;0,00;184,85;2,08;0,00;0,00;
0,00;0,00;185,01;2,17;0,00;0,00;
0,00;0,00;185,17;2,19;0,00;0,00;
0,00;0,00;185,33;2,26;0,00;0,00;
0,00;0,00;185,49;2,28;0,00;0,00;
0,00;0,00;185,65;2,35;0,00;0,00;
0,00;0,00;185,81;2,37;0,00;0,00;
0,00;0,00;185,97;2,44;0,00;0,00;
0,00;0,00;186,13;2,53;0,00;0,00;
0,00;0,00;186,29;2,60;0,00;0,00;
0,00;0,00;186,45;2,63;0,00;0,00;
0,00;0,00;186,61;2,69;0,00;0,00;
0,00;0,00;186,77;2,71;0,00;0,00;
0,00;0,00;186,93;2,78;0,00;0,00;
0,00;0,00;187,09;2,81;0,00;0,00;
0,00;0,00;187,25;2,85;0,00;0,00;
0,00;0,00;187,31;3,10;0,00;0,00;
0,00;0,00;187,31;2,99;0,00;0,00;
0,00;0,00;187,25;1,74;0,00;0,00;
0,00;0,00;186,71;-0,23;0,00;0,00;
0,00;0,00;185,69;-0,16;0,00;0,00;
0,00;0,00;184,15;-0,11;0,00;0,00;
0,00;0,00;182,10;-0,18;0,00;0,00;
0,00;0,00;179,55;-0,16;0,00;0,00;
0,00;0,00;176,48;-0,20;0,00;0,00;
0,00;0,00;173,36;-0,18;0,00;0,00;
0,00;0,00;170,18;-0,16;0,00;0,00;
0,00;0,00;166,96;-0,13;0,00;0,00;
0,00;0,00;163,76;-0,13;0,00;0,00;
0,00;0,00;160,56;-0,14;0,00;0,00;
0,00;0,00;157,36;-0,16;0,00;0,00;
0,00;0,00;154,15;-0,13;0,00;0,00;
0,00;0,00;150,95;-0,14;0,00;0,00;
0,00;0,00;147,76;-0,14;0,00;0,00;
0,00;0,00;144,56;-0,13;0,00;0,00;
0,00;0,00;141,35;-0,20;0,00;0,00;
0,00;0,00;138,15;-0,12;0,00;0,00;
0,00;0,00;134,96;-0,16;0,00;0,00;
0,00;0,00;131,76;-0,11;0,00;0,00;
0,00;0,00;128,56;-0,14;0,00;0,00;
0,00;0,00;125,36;-0,18;0,00;0,00;
0,00;0,00;122,15;-0,11;0,00;0,00;
0,00;0,00;118,95;-0,11;0,00;0,00;
0,00;0,00;115,76;-0,14;0,00;0,00;
0,00;0,00;112,56;-0,16;0,00;0,00;
0,00;0,00;109,35;-0,16;0,00;0,00;
0,00;0,00;106,15;-0,13;0,00;0,00;
0,00;0,00;102,95;-0,13;0,00;0,00;
0,00;0,00;99,75;-0,12;0,00;0,00;
0,00;0,00;96,55;-0,11;0,00;0,00;
0,00;0,00;93,36;-0,11;0,00;0,00;
0,00;0,00;90,15;-0,16;0,00;0,00;
0,00;0,00;86,95;-0,18;0,00;0,00;
0,00;0,00;83,75;-0,16;0,00;0,00;
0,00;0,00;80,56;-0,16;0,00;0,00;
0,00;0,00;77,35;-0,18;0,00;0,00;
0,00;0,00;74,15;-0,13;0,00;0,00;
0,00;0,00;70,95;-0,14;0,00;0,00;
0,00;0,00;67,75;-0,16;0,00;0,00;
0,00;0,00;64,56;-0,13;0,00;0,00;
0,00;0,00;61,36;-0,18;0,00;0,00;
0,00;0,00;58,15;-0,14;0,00;0,00;
0,00;0,00;54,95;-0,13;0,00;0,00;
0,00;0,00;51,76;-0,13;0,00;0,00;
0,00;0,00;48,56;-0,16;0,00;0,00;
0,00;0,00;45,36;-0,13;0,00;0,00;
0,00;0,00;42,15;-0,13;0,00;0,00;
0,00;0,00;38,96;-0,18;0,00;0,00;
0,00;0,00;35,76;-0,13;0,00;0,00;
0,00;0,00;32,56;-0,16;0,00;0,00;
0,00;0,00;29,36;-0,18;0,00;0,00;
0,00;0,00;26,16;-0,16;0,00;0,00;
0,00;0,00;22,95;-0,13;0,00;0,00;
0,00;0,00;19,76;-0,16;0,00;0,00;
0,00;0,00;16,56;-0,16;0,00;0,00;
0,00;0,00;13,36;-0,18;0,00;0,00;
0,00;0,00;10,39;-0,07;0,00;0,00;
0,00;0,00;7,92;-0,07;0,00;0,00;
0,00;0,00;5,89;-0,05;0,00;0,00;
0,00;0,00;4,37;-0,02;0,00;0,00;
