60845;22.06.21 11:30:38;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210622091012P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,23;0,00;0,00;
0,00;0,00;0,62;0,13;0,00;0,00;
0,00;0,00;1,65;0,13;0,00;0,00;
0,00;0,00;3,17;0,13;0,00;0,00;
0,00;0,00;5,22;0,16;0,00;0,00;
0,00;0,00;7,78;0,18;0,00;0,00;
0,00;0,00;10,84;0,05;0,00;0,00;
0,00;0,00;13,95;0,09;0,00;0,00;
0,00;0,00;17,13;0,13;0,00;0,00;
0,00;0,00;20,34;0,09;0,00;0,00;
0,00;0,00;23,55;0,11;0,00;0,00;
0,00;0,00;26,75;0,09;0,00;0,00;
0,00;0,00;29,95;0,07;0,00;0,00;
0,00;0,00;33,15;0,06;0,00;0,00;
0,00;0,00;36,35;0,11;0,00;0,00;
0,00;0,00;39,54;0,13;0,00;0,00;
0,00;0,00;42,75;0,09;0,00;0,00;
0,00;0,00;45,95;0,07;0,00;0,00;
0,00;0,00;49,15;0,09;0,00;0,00;
0,00;0,00;52,35;0,06;0,00;0,00;
0,00;0,00;55,55;0,09;0,00;0,00;
0,00;0,00;58,75;0,11;0,00;0,00;
0,00;0,00;61,95;0,06;0,00;0,00;
0,00;0,00;65,15;0,09;0,00;0,00;
0,00;0,00;68,35;0,09;0,00;0,00;
0,00;0,00;71,55;0,09;0,00;0,00;
0,00;0,00;74,75;0,06;0,00;0,00;
0,00;0,00;77,95;0,07;0,00;0,00;
0,00;0,00;81,15;0,09;0,00;0,00;
0,00;0,00;84,35;0,06;0,00;0,00;
0,00;0,00;87,55;0,09;0,00;0,00;
0,00;0,00;90,75;0,11;0,00;0,00;
0,00;0,00;93,95;0,05;0,00;0,00;
0,00;0,00;97,15;0,11;0,00;0,00;
0,00;0,00;100,35;0,09;0,00;0,00;
0,00;0,00;103,55;0,11;0,00;0,00;
0,00;0,00;106,75;0,09;0,00;0,00;
0,00;0,00;109,95;0,09;0,00;0,00;
0,00;0,00;113,15;0,09;0,00;0,00;
0,00;0,00;116,35;0,11;0,00;0,00;
0,00;0,00;119,55;0,09;0,00;0,00;
0,00;0,00;122,75;0,11;0,00;0,00;
0,00;0,00;125,95;0,07;0,00;0,00;
0,00;0,00;129,15;0,06;0,00;0,00;
0,00;0,00;132,35;0,06;0,00;0,00;
0,00;0,00;135,55;0,11;0,00;0,00;
0,00;0,00;138,75;0,09;0,00;0,00;
0,00;0,00;141,95;0,06;0,00;0,00;
0,00;0,00;145,15;0,06;0,00;0,00;
0,00;0,00;148,35;0,06;0,00;0,00;
0,00;0,00;151,55;0,11;0,00;0,00;
0,00;0,00;154,75;0,09;0,00;0,00;
0,00;0,00;157,95;0,07;0,00;0,00;
0,00;0,00;161,15;0,06;0,00;0,00;
0,00;0,00;164,35;0,06;0,00;0,00;
0,00;0,00;167,54;0,06;0,00;0,00;
0,00;0,00;170,75;0,11;0,00;0,00;
0,00;0,00;176,17;0,02;0,00;0,00;
0,00;0,00;181,08;-0,02;0,00;0,00;
0,00;0,00;181,20;0,02;0,00;0,00;
0,00;0,00;181,26;0,06;0,00;0,00;
0,00;0,00;181,41;0,02;0,00;0,00;
0,00;0,00;181,57;0,05;0,00;0,00;
0,00;0,00;181,73;0,02;0,00;0,00;
0,00;0,00;181,89;0,05;0,00;0,00;
0,00;0,00;182,05;0,07;0,00;0,00;
0,00;0,00;182,21;0,05;0,00;0,00;
0,00;0,00;182,37;0,05;0,00;0,00;
0,00;0,00;182,53;0,05;0,00;0,00;
0,00;0,00;182,69;0,07;0,00;0,00;
0,00;0,00;182,85;0,07;0,00;0,00;
0,00;0,00;183,01;0,07;0,00;0,00;
0,00;0,00;183,17;0,07;0,00;0,00;
0,00;0,00;183,33;0,07;0,00;0,00;
0,00;0,00;183,49;0,07;0,00;0,00;
0,00;0,00;183,65;0,07;0,00;0,00;
0,00;0,00;183,81;0,07;0,00;0,00;
0,00;0,00;183,97;0,07;0,00;0,00;
0,00;0,00;184,13;0,05;0,00;0,00;
0,00;0,00;184,29;0,11;0,00;0,00;
0,00;0,00;184,45;0,23;0,00;0,00;
0,00;0,00;184,61;0,25;0,00;0,00;
0,00;0,00;184,77;0,52;0,00;0,00;
0,00;0,00;184,93;0,77;0,00;0,00;
0,00;0,00;185,09;0,93;0,00;0,00;
0,00;0,00;185,20;0,88;0,00;0,00;
0,00;0,00;185,20;0,81;0,00;0,00;
0,00;0,00;185,14;0,31;0,00;0,00;
0,00;0,00;184,59;-0,09;0,00;0,00;
0,00;0,00;183,56;-0,12;0,00;0,00;
0,00;0,00;182,35;0,06;0,00;0,00;
0,00;0,00;182,24;0,02;0,00;0,00;
0,00;0,00;182,20;-0,02;0,00;0,00;
0,00;0,00;182,29;0,02;0,00;0,00;
0,00;0,00;182,44;0,07;0,00;0,00;
0,00;0,00;182,60;0,07;0,00;0,00;
0,00;0,00;182,76;0,07;0,00;0,00;
0,00;0,00;182,92;0,05;0,00;0,00;
0,00;0,00;183,09;0,07;0,00;0,00;
0,00;0,00;183,25;0,05;0,00;0,00;
0,00;0,00;183,41;0,07;0,00;0,00;
0,00;0,00;183,57;0,07;0,00;0,00;
0,00;0,00;183,73;0,07;0,00;0,00;
0,00;0,00;183,89;0,07;0,00;0,00;
0,00;0,00;184,05;0,07;0,00;0,00;
0,00;0,00;184,21;0,02;0,00;0,00;
0,00;0,00;184,37;0,07;0,00;0,00;
0,00;0,00;184,53;0,07;0,00;0,00;
0,00;0,00;184,69;0,07;0,00;0,00;
0,00;0,00;184,85;0,07;0,00;0,00;
0,00;0,00;185,01;0,23;0,00;0,00;
0,00;0,00;185,17;0,25;0,00;0,00;
0,00;0,00;185,32;0,93;0,00;0,00;
0,00;0,00;185,48;0,88;0,00;0,00;
0,00;0,00;185,65;0,88;0,00;0,00;
0,00;0,00;185,81;1,02;0,00;0,00;
0,00;0,00;185,97;1,06;0,00;0,00;
0,00;0,00;186,13;1,08;0,00;0,00;
0,00;0,00;186,29;1,15;0,00;0,00;
0,00;0,00;186,45;1,24;0,00;0,00;
0,00;0,00;186,61;1,38;0,00;0,00;
0,00;0,00;186,77;1,47;0,00;0,00;
0,00;0,00;186,93;1,65;0,00;0,00;
0,00;0,00;187,09;1,79;0,00;0,00;
0,00;0,00;187,25;1,88;0,00;0,00;
0,00;0,00;187,41;1,88;0,00;0,00;
0,00;0,00;187,57;2,04;0,00;0,00;
