Nr;Date;ProgNr;ProgName;State;PartInfo;
5444;26.05.20 10:14:18;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200526100115P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,16;0,30;0,00;0,00;
0,00;0,00;74,61;0,37;0,00;0,00;
0,00;0,00;75,38;0,22;0,00;0,00;
0,00;0,00;76,53;0,53;0,00;0,00;
0,00;0,00;78,07;0,45;0,00;0,00;
0,00;0,00;80,00;0,30;0,00;0,00;
0,00;0,00;82,30;0,45;0,00;0,00;
0,00;0,00;84,63;0,30;0,00;0,00;
0,00;0,00;87,03;0,30;0,00;0,00;
0,00;0,00;89,44;0,31;0,00;0,00;
0,00;0,00;91,84;0,31;0,00;0,00;
0,00;0,00;94,25;0,30;0,00;0,00;
0,00;0,00;96,64;0,23;0,00;0,00;
0,00;0,00;99,05;0,31;0,00;0,00;
0,00;0,00;101,45;0,30;0,00;0,00;
0,00;0,00;103,85;0,23;0,00;0,00;
0,00;0,00;106,25;0,23;0,00;0,00;
0,00;0,00;108,64;0,30;0,00;0,00;
0,00;0,00;111,05;0,31;0,00;0,00;
0,00;0,00;113,45;0,16;0,00;0,00;
0,00;0,00;115,85;0,23;0,00;0,00;
0,00;0,00;118,25;0,30;0,00;0,00;
0,00;0,00;120,64;0,23;0,00;0,00;
0,00;0,00;123,05;0,08;0,00;0,00;
0,00;0,00;125,45;0,23;0,00;0,00;
0,00;0,00;127,85;0,23;0,00;0,00;
0,00;0,00;130,25;0,30;0,00;0,00;
0,00;0,00;132,64;0,16;0,00;0,00;
0,00;0,00;135,05;0,31;0,00;0,00;
0,00;0,00;137,45;0,16;0,00;0,00;
0,00;0,00;139,85;0,16;0,00;0,00;
0,00;0,00;142,25;0,30;0,00;0,00;
0,00;0,00;144,65;0,16;0,00;0,00;
0,00;0,00;147,05;0,23;0,00;0,00;
0,00;0,00;149,45;0,16;0,00;0,00;
0,00;0,00;151,85;0,16;0,00;0,00;
