12722;12.10.20 15:06:17;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20201009165001P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,96;0,18;0,00;0,00;
0,00;0,00;42,51;0,11;0,00;0,00;
0,00;0,00;43,54;0,11;0,00;0,00;
0,00;0,00;45,06;0,18;0,00;0,00;
0,00;0,00;47,11;0,15;0,00;0,00;
0,00;0,00;49,67;0,18;0,00;0,00;
0,00;0,00;52,73;0,18;0,00;0,00;
0,00;0,00;55,85;0,13;0,00;0,00;
0,00;0,00;59,03;0,09;0,00;0,00;
0,00;0,00;62,24;0,09;0,00;0,00;
0,00;0,00;65,44;0,09;0,00;0,00;
0,00;0,00;68,65;0,11;0,00;0,00;
0,00;0,00;71,85;0,06;0,00;0,00;
0,00;0,00;75,05;0,09;0,00;0,00;
0,00;0,00;78,25;0,09;0,00;0,00;
0,00;0,00;81,45;0,11;0,00;0,00;
0,00;0,00;84,65;0,11;0,00;0,00;
0,00;0,00;87,85;0,06;0,00;0,00;
0,00;0,00;91,05;0,04;0,00;0,00;
0,00;0,00;94,25;0,09;0,00;0,00;
0,00;0,00;97,45;0,06;0,00;0,00;
0,00;0,00;100,65;0,11;0,00;0,00;
0,00;0,00;103,85;0,06;0,00;0,00;
0,00;0,00;107,05;0,06;0,00;0,00;
0,00;0,00;110,25;0,06;0,00;0,00;
0,00;0,00;113,45;0,06;0,00;0,00;
0,00;0,00;116,65;0,13;0,00;0,00;
0,00;0,00;119,85;0,06;0,00;0,00;
0,00;0,00;123,05;0,04;0,00;0,00;
0,00;0,00;126,25;0,11;0,00;0,00;
0,00;0,00;129,45;0,06;0,00;0,00;
0,00;0,00;132,65;0,13;0,00;0,00;
0,00;0,00;135,85;0,09;0,00;0,00;
0,00;0,00;139,05;0,11;0,00;0,00;
0,00;0,00;142,18;-0,07;0,00;0,00;
0,00;0,00;144,80;0,04;0,00;0,00;
0,00;0,00;146,98;0,02;0,00;0,00;
0,00;0,00;149,82;-0,02;0,00;0,00;
0,00;0,00;150,48;-0,02;0,00;0,00;
0,00;0,00;150,66;0,02;0,00;0,00;
0,00;0,00;150,72;0,06;0,00;0,00;
0,00;0,00;150,87;0,02;0,00;0,00;
0,00;0,00;151,02;0,02;0,00;0,00;
0,00;0,00;151,67;0,04;0,00;0,00;
0,00;0,00;151,83;0,02;0,00;0,00;
0,00;0,00;151,99;0,02;0,00;0,00;
0,00;0,00;152,15;0,02;0,00;0,00;
0,00;0,00;152,31;0,02;0,00;0,00;
0,00;0,00;152,47;0,04;0,00;0,00;
0,00;0,00;152,79;0,02;0,00;0,00;
0,00;0,00;152,95;0,02;0,00;0,00;
0,00;0,00;153,11;0,02;0,00;0,00;
0,00;0,00;153,27;0,02;0,00;0,00;
0,00;0,00;153,43;0,04;0,00;0,00;
0,00;0,00;153,59;0,02;0,00;0,00;
0,00;0,00;153,75;0,06;0,00;0,00;
0,00;0,00;153,91;0,02;0,00;0,00;
0,00;0,00;154,07;0,02;0,00;0,00;
0,00;0,00;154,23;0,04;0,00;0,00;
0,00;0,00;154,39;0,02;0,00;0,00;
0,00;0,00;154,55;0,09;0,00;0,00;
0,00;0,00;154,71;0,16;0,00;0,00;
0,00;0,00;154,87;0,22;0,00;0,00;
0,00;0,00;155,03;0,18;0,00;0,00;
0,00;0,00;155,19;0,45;0,00;0,00;
0,00;0,00;155,35;0,74;0,00;0,00;
0,00;0,00;155,51;1,06;0,00;0,00;
0,00;0,00;155,66;1,40;0,00;0,00;
0,00;0,00;155,82;1,65;0,00;0,00;
0,00;0,00;155,98;1,76;0,00;0,00;
0,00;0,00;156,14;1,90;0,00;0,00;
0,00;0,00;156,30;2,08;0,00;0,00;
0,00;0,00;156,47;2,19;0,00;0,00;
0,00;0,00;156,63;2,35;0,00;0,00;
0,00;0,00;156,70;2,22;0,00;0,00;
0,00;0,00;156,70;2,08;0,00;0,00;
0,00;0,00;156,56;0,31;0,00;0,00;
0,00;0,00;155,90;-0,25;0,00;0,00;
0,00;0,00;154,81;-0,05;0,00;0,00;
0,00;0,00;154,14;-0,07;0,00;0,00;
0,00;0,00;153,81;-0,00;0,00;0,00;
0,00;0,00;153,70;-0,02;0,00;0,00;
0,00;0,00;153,79;-0,00;0,00;0,00;
0,00;0,00;153,93;0,09;0,00;0,00;
0,00;0,00;154,09;0,04;0,00;0,00;
0,00;0,00;154,26;0,04;0,00;0,00;
0,00;0,00;154,42;0,02;0,00;0,00;
0,00;0,00;154,59;0,02;0,00;0,00;
0,00;0,00;154,75;0,02;0,00;0,00;
0,00;0,00;154,91;0,04;0,00;0,00;
0,00;0,00;155,07;0,02;0,00;0,00;
0,00;0,00;155,39;0,04;0,00;0,00;
0,00;0,00;155,55;0,02;0,00;0,00;
0,00;0,00;155,71;0,04;0,00;0,00;
0,00;0,00;155,87;0,02;0,00;0,00;
0,00;0,00;156,03;0,04;0,00;0,00;
0,00;0,00;156,19;0,04;0,00;0,00;
0,00;0,00;156,35;0,13;0,00;0,00;
0,00;0,00;156,51;0,24;0,00;0,00;
0,00;0,00;156,67;1,08;0,00;0,00;
0,00;0,00;156,81;2,51;0,00;0,00;
0,00;0,00;156,97;2,55;0,00;0,00;
0,00;0,00;157,14;2,67;0,00;0,00;
0,00;0,00;157,30;2,78;0,00;0,00;
0,00;0,00;157,46;2,87;0,00;0,00;
0,00;0,00;157,62;2,98;0,00;0,00;
0,00;0,00;157,78;3,10;0,00;0,00;
0,00;0,00;157,94;3,21;0,00;0,00;
0,00;0,00;158,11;3,30;0,00;0,00;
0,00;0,00;158,27;3,43;0,00;0,00;
0,00;0,00;158,43;3,50;0,00;0,00;
0,00;0,00;158,59;3,61;0,00;0,00;
0,00;0,00;158,75;3,73;0,00;0,00;
0,00;0,00;158,91;3,82;0,00;0,00;
0,00;0,00;159,07;3,89;0,00;0,00;
0,00;0,00;159,23;3,98;0,00;0,00;
0,00;0,00;159,39;4,11;0,00;0,00;
0,00;0,00;159,55;4,18;0,00;0,00;
0,00;0,00;159,71;4,32;0,00;0,00;
0,00;0,00;159,87;4,41;0,00;0,00;
0,00;0,00;160,03;4,52;0,00;0,00;
0,00;0,00;160,19;4,61;0,00;0,00;
