Nr;Date;ProgNr;ProgName;State;PartInfo;
18025;16.11.20 10:22:50;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20201116101108P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;43,90;-0,05;0,00;0,00;
0,00;0,00;43,96;0,13;0,00;0,00;
0,00;0,00;44,52;0,06;0,00;0,00;
0,00;0,00;45,54;0,09;0,00;0,00;
0,00;0,00;47,06;0,13;0,00;0,00;
0,00;0,00;49,11;0,11;0,00;0,00;
0,00;0,00;51,67;0,11;0,00;0,00;
0,00;0,00;54,73;0,09;0,00;0,00;
0,00;0,00;57,85;0,06;0,00;0,00;
0,00;0,00;61,03;0,09;0,00;0,00;
0,00;0,00;64,25;0,05;0,00;0,00;
0,00;0,00;67,45;0,04;0,00;0,00;
0,00;0,00;70,65;0,09;0,00;0,00;
0,00;0,00;73,85;0,05;0,00;0,00;
0,00;0,00;77,05;0,09;0,00;0,00;
0,00;0,00;80,25;0,09;0,00;0,00;
0,00;0,00;83,45;0,06;0,00;0,00;
0,00;0,00;86,65;0,09;0,00;0,00;
0,00;0,00;89,85;0,05;0,00;0,00;
0,00;0,00;93,05;0,02;0,00;0,00;
0,00;0,00;96,25;0,09;0,00;0,00;
0,00;0,00;99,45;0,02;0,00;0,00;
0,00;0,00;102,65;0,09;0,00;0,00;
0,00;0,00;105,85;0,02;0,00;0,00;
0,00;0,00;109,05;0,05;0,00;0,00;
0,00;0,00;112,25;0,07;0,00;0,00;
0,00;0,00;115,45;0,05;0,00;0,00;
0,00;0,00;118,65;0,07;0,00;0,00;
0,00;0,00;121,85;0,05;0,00;0,00;
0,00;0,00;125,05;0,04;0,00;0,00;
0,00;0,00;128,25;0,05;0,00;0,00;
0,00;0,00;131,45;0,05;0,00;0,00;
0,00;0,00;134,65;0,07;0,00;0,00;
0,00;0,00;137,85;0,02;0,00;0,00;
0,00;0,00;141,05;0,05;0,00;0,00;
0,00;0,00;144,25;0,05;0,00;0,00;
0,00;0,00;147,45;0,05;0,00;0,00;
0,00;0,00;150,65;0,11;0,00;0,00;
0,00;0,00;153,85;0,05;0,00;0,00;
0,00;0,00;157,05;0,06;0,00;0,00;
0,00;0,00;160,21;-0,05;0,00;0,00;
0,00;0,00;162,90;0,02;0,00;0,00;
0,00;0,00;165,15;-0,02;0,00;0,00;
0,00;0,00;166,91;-0,02;0,00;0,00;
0,00;0,00;168,15;-0,05;0,00;0,00;
0,00;0,00;168,89;-0,09;0,00;0,00;
0,00;0,00;169,14;-0,05;0,00;0,00;
0,00;0,00;169,20;-0,07;0,00;0,00;
0,00;0,00;169,21;-0,02;0,00;0,00;
0,00;0,00;169,34;-0,05;0,00;0,00;
0,00;0,00;169,97;-0,02;0,00;0,00;
0,00;0,00;170,61;-0,02;0,00;0,00;
0,00;0,00;170,77;0,16;0,00;0,00;
0,00;0,00;170,93;0,18;0,00;0,00;
0,00;0,00;171,08;1,51;0,00;0,00;
0,00;0,00;171,25;-0,18;0,00;0,00;
0,00;0,00;171,42;-0,09;0,00;0,00;
0,00;0,00;171,57;0,06;0,00;0,00;
0,00;0,00;171,73;0,05;0,00;0,00;
0,00;0,00;171,89;0,05;0,00;0,00;
0,00;0,00;172,05;0,05;0,00;0,00;
0,00;0,00;172,53;0,09;0,00;0,00;
0,00;0,00;172,69;0,18;0,00;0,00;
0,00;0,00;172,85;0,18;0,00;0,00;
0,00;0,00;173,01;0,34;0,00;0,00;
0,00;0,00;173,17;0,54;0,00;0,00;
0,00;0,00;173,33;0,63;0,00;0,00;
0,00;0,00;173,49;0,61;0,00;0,00;
0,00;0,00;173,65;0,54;0,00;0,00;
0,00;0,00;173,71;0,54;0,00;0,00;
0,00;0,00;173,71;0,45;0,00;0,00;
0,00;0,00;173,43;-0,05;0,00;0,00;
0,00;0,00;172,64;-0,25;0,00;0,00;
0,00;0,00;171,81;-0,02;0,00;0,00;
0,00;0,00;171,73;-0,05;0,00;0,00;
0,00;0,00;171,70;-0,09;0,00;0,00;
0,00;0,00;171,79;-0,05;0,00;0,00;
0,00;0,00;173,07;-0,02;0,00;0,00;
0,00;0,00;173,55;0,18;0,00;0,00;
0,00;0,00;173,71;0,34;0,00;0,00;
0,00;0,00;173,86;0,59;0,00;0,00;
0,00;0,00;174,03;0,61;0,00;0,00;
0,00;0,00;174,19;0,72;0,00;0,00;
0,00;0,00;174,35;0,72;0,00;0,00;
0,00;0,00;174,51;0,82;0,00;0,00;
0,00;0,00;174,67;0,86;0,00;0,00;
0,00;0,00;174,83;0,95;0,00;0,00;
0,00;0,00;174,99;1,00;0,00;0,00;
0,00;0,00;175,15;1,04;0,00;0,00;
