15115;25.03.21 14:13:33;21;Avvicinamento Pressata Finale;Alcun errore (0);20210325104600P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;72,62;0,04;0,00;0,00;
0,00;0,00;75,70;0,09;0,00;0,00;
0,00;0,00;89,92;-0,04;0,00;0,00;
0,00;0,00;94,72;0,04;0,00;0,00;
0,00;0,00;99,52;-0,09;0,00;0,00;
0,00;0,00;118,72;0,04;0,00;0,00;
0,00;0,00;123,52;0,04;0,00;0,00;
0,00;0,00;128,32;-0,04;0,00;0,00;
0,00;0,00;133,12;-0,04;0,00;0,00;
0,00;0,00;147,52;0,09;0,00;0,00;
0,00;0,00;152,32;-0,04;0,00;0,00;
0,00;0,00;161,92;0,04;0,00;0,00;
0,00;0,00;214,72;0,04;0,00;0,00;
0,00;0,00;224,32;0,04;0,00;0,00;
0,00;0,00;229,12;0,04;0,00;0,00;
0,00;0,00;233,92;-0,04;0,00;0,00;
0,00;0,00;257,92;-0,04;0,00;0,00;
0,00;0,00;267,52;0,04;0,00;0,00;
0,00;0,00;272,32;0,04;0,00;0,00;
0,00;0,00;277,12;-0,04;0,00;0,00;
0,00;0,00;281,92;0,04;0,00;0,00;
0,00;0,00;286,71;-0,04;0,00;0,00;
0,00;0,00;290,17;-0,04;0,00;0,00;
0,00;0,00;291,95;0,04;0,00;0,00;
0,00;0,00;292,18;0,04;0,00;0,00;
0,00;0,00;292,57;0,04;0,00;0,00;
0,00;0,00;292,76;0,04;0,00;0,00;
0,00;0,00;293,14;0,04;0,00;0,00;
0,00;0,00;293,33;0,09;0,00;0,00;
0,00;0,00;293,91;0,04;0,00;0,00;
0,00;0,00;294,10;0,04;0,00;0,00;
0,00;0,00;294,29;0,04;0,00;0,00;
0,00;0,00;295,06;0,04;0,00;0,00;
0,00;0,00;295,45;0,04;0,00;0,00;
0,00;0,00;295,64;0,04;0,00;0,00;
0,00;0,00;296,21;0,04;0,00;0,00;
0,00;0,00;296,79;0,04;0,00;0,00;
0,00;0,00;297,17;0,09;0,00;0,00;
0,00;0,00;297,37;0,09;0,00;0,00;
0,00;0,00;297,75;0,09;0,00;0,00;
0,00;0,00;297,94;0,09;0,00;0,00;
0,00;0,00;298,33;0,04;0,00;0,00;
0,00;0,00;298,71;0,04;0,00;0,00;
0,00;0,00;298,90;0,04;0,00;0,00;
0,00;0,00;299,09;0,04;0,00;0,00;
0,00;0,00;299,29;0,13;0,00;0,00;
0,00;0,00;299,67;0,09;0,00;0,00;
0,00;0,00;299,86;0,04;0,00;0,00;
0,00;0,00;300,05;0,04;0,00;0,00;
0,00;0,00;300,25;0,18;0,00;0,00;
0,00;0,00;300,44;0,18;0,00;0,00;
0,00;0,00;300,63;0,31;0,00;0,00;
0,00;0,00;300,82;0,36;0,00;0,00;
0,00;0,00;301,01;0,36;0,00;0,00;
0,00;0,00;301,20;0,36;0,00;0,00;
0,00;0,00;301,40;0,36;0,00;0,00;
0,00;0,00;301,59;0,44;0,00;0,00;
0,00;0,00;301,78;0,52;0,00;0,00;
0,00;0,00;301,97;0,52;0,00;0,00;
0,00;0,00;302,17;0,57;0,00;0,00;
0,00;0,00;302,36;0,57;0,00;0,00;
0,00;0,00;302,55;0,61;0,00;0,00;
0,00;0,00;302,74;0,66;0,00;0,00;
0,00;0,00;302,93;0,70;0,00;0,00;
0,00;0,00;303,13;0,70;0,00;0,00;
0,00;0,00;303,32;0,70;0,00;0,00;
0,00;0,00;303,51;0,70;0,00;0,00;
0,00;0,00;303,70;0,70;0,00;0,00;
0,00;0,00;303,89;0,87;0,00;0,00;
0,00;0,00;304,08;1,65;0,00;0,00;
0,00;0,00;304,28;1,57;0,00;0,00;
0,00;0,00;304,47;1,57;0,00;0,00;
0,00;0,00;304,66;1,65;0,00;0,00;
0,00;0,00;304,85;1,70;0,00;0,00;
0,00;0,00;305,05;1,70;0,00;0,00;
0,00;0,00;305,24;1,74;0,00;0,00;
0,00;0,00;305,43;1,83;0,00;0,00;
0,00;0,00;305,62;1,92;0,00;0,00;
0,00;0,00;305,81;1,92;0,00;0,00;
0,00;0,00;306,01;2,00;0,00;0,00;
0,00;0,00;306,20;2,00;0,00;0,00;
0,00;0,00;306,39;2,09;0,00;0,00;
0,00;0,00;306,58;2,13;0,00;0,00;
0,00;0,00;306,77;2,22;0,00;0,00;
0,00;0,00;306,97;2,27;0,00;0,00;
0,00;0,00;307,16;2,35;0,00;0,00;
0,00;0,00;307,35;2,39;0,00;0,00;
0,00;0,00;307,54;2,44;0,00;0,00;
0,00;0,00;307,73;2,48;0,00;0,00;
0,00;0,00;307,92;2,61;0,00;0,00;
0,00;0,00;308,12;2,61;0,00;0,00;
0,00;0,00;308,31;2,65;0,00;0,00;
0,00;0,00;308,50;2,70;0,00;0,00;
0,00;0,00;308,69;2,74;0,00;0,00;
0,00;0,00;308,89;2,78;0,00;0,00;
0,00;0,00;309,08;2,78;0,00;0,00;
0,00;0,00;309,27;2,92;0,00;0,00;
0,00;0,00;309,46;2,96;0,00;0,00;
0,00;0,00;309,65;3,00;0,00;0,00;
0,00;0,00;309,85;3,09;0,00;0,00;
0,00;0,00;310,04;3,13;0,00;0,00;
0,00;0,00;310,23;3,13;0,00;0,00;
0,00;0,00;310,42;3,18;0,00;0,00;
0,00;0,00;310,61;3,31;0,00;0,00;
0,00;0,00;310,80;3,35;0,00;0,00;
0,00;0,00;311,00;3,57;0,00;0,00;
0,00;0,00;311,09;3,74;0,00;0,00;
0,00;0,00;311,09;3,66;0,00;0,00;
0,00;0,00;309,73;-0,04;0,00;0,00;
0,00;0,00;306,37;-0,18;0,00;0,00;
0,00;0,00;301,69;-0,09;0,00;0,00;
0,00;0,00;296,88;-0,09;0,00;0,00;
0,00;0,00;292,08;-0,04;0,00;0,00;
0,00;0,00;287,28;-0,04;0,00;0,00;
0,00;0,00;277,68;-0,04;0,00;0,00;
0,00;0,00;272,88;-0,04;0,00;0,00;
0,00;0,00;268,08;-0,04;0,00;0,00;
0,00;0,00;263,28;-0,04;0,00;0,00;
0,00;0,00;258,48;-0,09;0,00;0,00;
0,00;0,00;248,88;-0,04;0,00;0,00;
0,00;0,00;244,08;-0,04;0,00;0,00;
0,00;0,00;239,28;-0,04;0,00;0,00;
0,00;0,00;234,48;-0,04;0,00;0,00;
0,00;0,00;229,68;-0,04;0,00;0,00;
0,00;0,00;224,88;-0,04;0,00;0,00;
0,00;0,00;220,08;-0,04;0,00;0,00;
0,00;0,00;210,48;-0,09;0,00;0,00;
0,00;0,00;205,68;-0,04;0,00;0,00;
0,00;0,00;196,08;-0,04;0,00;0,00;
0,00;0,00;191,28;-0,09;0,00;0,00;
0,00;0,00;186,48;0,04;0,00;0,00;
0,00;0,00;181,68;-0,04;0,00;0,00;
0,00;0,00;176,88;-0,04;0,00;0,00;
0,00;0,00;172,08;-0,09;0,00;0,00;
0,00;0,00;167,28;-0,04;0,00;0,00;
0,00;0,00;148,08;-0,09;0,00;0,00;
0,00;0,00;138,48;-0,04;0,00;0,00;
0,00;0,00;128,88;-0,04;0,00;0,00;
0,00;0,00;124,08;-0,04;0,00;0,00;
0,00;0,00;119,28;-0,04;0,00;0,00;
0,00;0,00;109,68;-0,04;0,00;0,00;
0,00;0,00;100,08;-0,04;0,00;0,00;
0,00;0,00;90,48;-0,04;0,00;0,00;
0,00;0,00;85,68;-0,04;0,00;0,00;
0,00;0,00;76,15;0,09;0,00;0,00;
