70046;03.08.21 17:05:35;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;4,46;0,20;0,00;0,00;
0,00;0,00;5,02;0,11;0,00;0,00;
0,00;0,00;6,04;0,16;0,00;0,00;
0,00;0,00;7,57;0,16;0,00;0,00;
0,00;0,00;9,61;0,13;0,00;0,00;
0,00;0,00;12,18;0,15;0,00;0,00;
0,00;0,00;15,24;0,13;0,00;0,00;
0,00;0,00;18,35;0,11;0,00;0,00;
0,00;0,00;21,53;0,11;0,00;0,00;
0,00;0,00;24,75;0,06;0,00;0,00;
0,00;0,00;27,95;0,02;0,00;0,00;
0,00;0,00;31,15;0,09;0,00;0,00;
0,00;0,00;34,35;0,06;0,00;0,00;
0,00;0,00;37,55;0,06;0,00;0,00;
0,00;0,00;40,75;0,06;0,00;0,00;
0,00;0,00;43,95;0,06;0,00;0,00;
0,00;0,00;47,15;0,09;0,00;0,00;
0,00;0,00;50,35;0,09;0,00;0,00;
0,00;0,00;53,55;0,11;0,00;0,00;
0,00;0,00;56,75;0,09;0,00;0,00;
0,00;0,00;59,95;0,11;0,00;0,00;
0,00;0,00;63,15;0,09;0,00;0,00;
0,00;0,00;66,35;0,06;0,00;0,00;
0,00;0,00;69,55;0,09;0,00;0,00;
0,00;0,00;72,75;0,09;0,00;0,00;
0,00;0,00;75,95;0,06;0,00;0,00;
0,00;0,00;79,15;0,13;0,00;0,00;
0,00;0,00;82,35;0,09;0,00;0,00;
0,00;0,00;85,55;0,11;0,00;0,00;
0,00;0,00;88,75;0,09;0,00;0,00;
0,00;0,00;91,95;0,09;0,00;0,00;
0,00;0,00;95,15;0,09;0,00;0,00;
0,00;0,00;98,35;0,06;0,00;0,00;
0,00;0,00;101,55;0,09;0,00;0,00;
0,00;0,00;104,75;0,06;0,00;0,00;
0,00;0,00;107,95;0,11;0,00;0,00;
0,00;0,00;111,15;0,09;0,00;0,00;
0,00;0,00;114,35;0,04;0,00;0,00;
0,00;0,00;117,55;0,09;0,00;0,00;
0,00;0,00;120,75;0,11;0,00;0,00;
0,00;0,00;123,95;0,04;0,00;0,00;
0,00;0,00;127,15;0,06;0,00;0,00;
0,00;0,00;130,23;-0,00;0,00;0,00;
0,00;0,00;132,79;-0,02;0,00;0,00;
0,00;0,00;134,91;0,02;0,00;0,00;
0,00;0,00;136,53;-0,02;0,00;0,00;
0,00;0,00;137,63;-0,02;0,00;0,00;
0,00;0,00;138,22;-0,09;0,00;0,00;
