Nr;Date;ProgNr;ProgName;State;PartInfo;
18173;16.11.20 15:48:40;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20201116143953A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;0,02;0,00;0,00;
0,00;0,00;0,06;0,29;0,00;0,00;
0,00;0,00;0,61;0,27;0,00;0,00;
0,00;0,00;1,63;0,29;0,00;0,00;
0,00;0,00;3,16;0,27;0,00;0,00;
0,00;0,00;5,20;0,27;0,00;0,00;
0,00;0,00;7,77;0,27;0,00;0,00;
0,00;0,00;10,83;0,20;0,00;0,00;
0,00;0,00;13,95;0,25;0,00;0,00;
0,00;0,00;17,13;0,29;0,00;0,00;
0,00;0,00;20,34;0,23;0,00;0,00;
0,00;0,00;23,54;0,22;0,00;0,00;
0,00;0,00;26,75;0,22;0,00;0,00;
0,00;0,00;29,95;0,20;0,00;0,00;
0,00;0,00;33,15;0,23;0,00;0,00;
0,00;0,00;36,35;0,20;0,00;0,00;
0,00;0,00;39,55;0,25;0,00;0,00;
0,00;0,00;42,75;0,23;0,00;0,00;
0,00;0,00;45,95;0,20;0,00;0,00;
0,00;0,00;49,15;0,25;0,00;0,00;
0,00;0,00;52,35;0,20;0,00;0,00;
0,00;0,00;55,55;0,20;0,00;0,00;
0,00;0,00;58,75;0,20;0,00;0,00;
0,00;0,00;61,95;0,18;0,00;0,00;
0,00;0,00;65,15;0,22;0,00;0,00;
0,00;0,00;68,35;0,20;0,00;0,00;
0,00;0,00;71,55;0,23;0,00;0,00;
0,00;0,00;74,75;0,23;0,00;0,00;
0,00;0,00;77,95;0,18;0,00;0,00;
0,00;0,00;81,15;0,20;0,00;0,00;
0,00;0,00;84,35;0,18;0,00;0,00;
0,00;0,00;87,55;0,18;0,00;0,00;
0,00;0,00;90,75;0,23;0,00;0,00;
0,00;0,00;93,95;0,18;0,00;0,00;
0,00;0,00;97,15;0,20;0,00;0,00;
0,00;0,00;100,35;0,18;0,00;0,00;
0,00;0,00;103,55;0,23;0,00;0,00;
0,00;0,00;106,75;0,18;0,00;0,00;
0,00;0,00;109,95;0,23;0,00;0,00;
0,00;0,00;113,15;0,20;0,00;0,00;
0,00;0,00;116,35;0,20;0,00;0,00;
0,00;0,00;119,55;0,23;0,00;0,00;
0,00;0,00;122,75;0,23;0,00;0,00;
0,00;0,00;125,95;0,18;0,00;0,00;
0,00;0,00;129,15;0,25;0,00;0,00;
0,00;0,00;132,35;0,18;0,00;0,00;
0,00;0,00;135,55;0,22;0,00;0,00;
0,00;0,00;138,75;0,23;0,00;0,00;
0,00;0,00;141,95;0,20;0,00;0,00;
0,00;0,00;145,15;0,20;0,00;0,00;
0,00;0,00;148,35;0,20;0,00;0,00;
0,00;0,00;151,55;0,20;0,00;0,00;
0,00;0,00;154,75;0,20;0,00;0,00;
0,00;0,00;157,95;0,16;0,00;0,00;
0,00;0,00;161,03;0,09;0,00;0,00;
0,00;0,00;163,59;0,13;0,00;0,00;
0,00;0,00;165,72;0,13;0,00;0,00;
0,00;0,00;167,33;0,18;0,00;0,00;
0,00;0,00;168,43;0,09;0,00;0,00;
0,00;0,00;169,02;0,09;0,00;0,00;
0,00;0,00;169,17;0,11;0,00;0,00;
0,00;0,00;169,21;0,09;0,00;0,00;
0,00;0,00;169,22;0,16;0,00;0,00;
0,00;0,00;169,37;0,09;0,00;0,00;
0,00;0,00;169,52;0,11;0,00;0,00;
0,00;0,00;169,69;0,13;0,00;0,00;
0,00;0,00;169,85;0,13;0,00;0,00;
0,00;0,00;170,01;0,16;0,00;0,00;
0,00;0,00;170,17;0,16;0,00;0,00;
0,00;0,00;170,33;0,11;0,00;0,00;
0,00;0,00;170,49;0,13;0,00;0,00;
0,00;0,00;170,65;0,13;0,00;0,00;
0,00;0,00;170,81;0,16;0,00;0,00;
0,00;0,00;170,97;0,13;0,00;0,00;
0,00;0,00;171,13;0,16;0,00;0,00;
0,00;0,00;171,29;0,13;0,00;0,00;
0,00;0,00;171,45;0,16;0,00;0,00;
0,00;0,00;171,61;0,16;0,00;0,00;
0,00;0,00;171,77;0,16;0,00;0,00;
0,00;0,00;171,93;0,16;0,00;0,00;
0,00;0,00;172,09;0,16;0,00;0,00;
0,00;0,00;172,25;0,31;0,00;0,00;
0,00;0,00;172,41;0,36;0,00;0,00;
0,00;0,00;172,57;0,68;0,00;0,00;
0,00;0,00;172,72;1,47;0,00;0,00;
0,00;0,00;172,88;1,76;0,00;0,00;
0,00;0,00;173,04;1,94;0,00;0,00;
0,00;0,00;173,20;2,08;0,00;0,00;
0,00;0,00;173,36;2,19;0,00;0,00;
0,00;0,00;173,52;2,35;0,00;0,00;
0,00;0,00;173,68;2,40;0,00;0,00;
0,00;0,00;173,71;2,04;0,00;0,00;
0,00;0,00;173,71;1,90;0,00;0,00;
0,00;0,00;173,44;0,27;0,00;0,00;
0,00;0,00;172,66;0,02;0,00;0,00;
0,00;0,00;172,01;0,07;0,00;0,00;
0,00;0,00;171,81;0,09;0,00;0,00;
0,00;0,00;171,73;0,09;0,00;0,00;
0,00;0,00;171,71;0,09;0,00;0,00;
0,00;0,00;171,71;0,09;0,00;0,00;
