76677;08.09.21 16:23:41;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210908093335A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,90;-0,02;0,00;0,00;
0,00;0,00;41,96;0,18;0,00;0,00;
0,00;0,00;42,53;0,13;0,00;0,00;
0,00;0,00;43,55;0,13;0,00;0,00;
0,00;0,00;45,07;0,20;0,00;0,00;
0,00;0,00;47,12;0,16;0,00;0,00;
0,00;0,00;49,68;0,18;0,00;0,00;
0,00;0,00;52,74;0,16;0,00;0,00;
0,00;0,00;55,86;0,13;0,00;0,00;
0,00;0,00;59,03;0,09;0,00;0,00;
0,00;0,00;62,25;0,06;0,00;0,00;
0,00;0,00;65,45;0,11;0,00;0,00;
0,00;0,00;68,65;0,09;0,00;0,00;
0,00;0,00;71,85;0,11;0,00;0,00;
0,00;0,00;75,05;0,09;0,00;0,00;
0,00;0,00;78,25;0,09;0,00;0,00;
0,00;0,00;81,45;0,11;0,00;0,00;
0,00;0,00;84,65;0,13;0,00;0,00;
0,00;0,00;87,85;0,06;0,00;0,00;
0,00;0,00;91,05;0,09;0,00;0,00;
0,00;0,00;94,25;0,09;0,00;0,00;
0,00;0,00;97,45;0,11;0,00;0,00;
0,00;0,00;100,65;0,11;0,00;0,00;
0,00;0,00;103,85;0,06;0,00;0,00;
0,00;0,00;107,05;0,09;0,00;0,00;
0,00;0,00;110,25;0,11;0,00;0,00;
0,00;0,00;113,45;0,13;0,00;0,00;
0,00;0,00;116,65;0,11;0,00;0,00;
0,00;0,00;119,85;0,11;0,00;0,00;
0,00;0,00;123,05;0,11;0,00;0,00;
0,00;0,00;126,25;0,09;0,00;0,00;
0,00;0,00;129,45;0,09;0,00;0,00;
0,00;0,00;132,65;0,13;0,00;0,00;
0,00;0,00;135,85;0,06;0,00;0,00;
0,00;0,00;139,05;0,07;0,00;0,00;
0,00;0,00;142,18;-0,05;0,00;0,00;
0,00;0,00;144,79;0,05;0,00;0,00;
0,00;0,00;146,98;0,02;0,00;0,00;
0,00;0,00;150,47;-0,02;0,00;0,00;
0,00;0,00;150,65;0,02;0,00;0,00;
0,00;0,00;150,70;-0,02;0,00;0,00;
0,00;0,00;150,70;0,02;0,00;0,00;
0,00;0,00;150,98;0,05;0,00;0,00;
0,00;0,00;151,15;0,07;0,00;0,00;
0,00;0,00;151,31;0,05;0,00;0,00;
0,00;0,00;151,47;0,02;0,00;0,00;
0,00;0,00;151,63;0,05;0,00;0,00;
0,00;0,00;151,79;0,05;0,00;0,00;
0,00;0,00;151,95;0,05;0,00;0,00;
0,00;0,00;152,11;0,07;0,00;0,00;
0,00;0,00;152,27;0,07;0,00;0,00;
0,00;0,00;152,43;0,07;0,00;0,00;
0,00;0,00;152,59;0,07;0,00;0,00;
0,00;0,00;152,75;0,02;0,00;0,00;
0,00;0,00;152,91;0,07;0,00;0,00;
0,00;0,00;153,07;0,07;0,00;0,00;
0,00;0,00;153,23;0,07;0,00;0,00;
0,00;0,00;153,39;0,07;0,00;0,00;
0,00;0,00;153,55;0,05;0,00;0,00;
0,00;0,00;153,71;0,07;0,00;0,00;
0,00;0,00;153,87;0,07;0,00;0,00;
0,00;0,00;154,03;0,07;0,00;0,00;
0,00;0,00;154,19;0,07;0,00;0,00;
0,00;0,00;154,35;0,25;0,00;0,00;
0,00;0,00;154,51;0,25;0,00;0,00;
0,00;0,00;154,67;0,38;0,00;0,00;
0,00;0,00;154,83;0,50;0,00;0,00;
0,00;0,00;154,99;0,61;0,00;0,00;
0,00;0,00;155,15;0,66;0,00;0,00;
0,00;0,00;155,31;0,70;0,00;0,00;
0,00;0,00;155,47;0,79;0,00;0,00;
0,00;0,00;155,63;0,84;0,00;0,00;
0,00;0,00;155,79;0,90;0,00;0,00;
0,00;0,00;155,95;0,97;0,00;0,00;
0,00;0,00;156,11;1,06;0,00;0,00;
0,00;0,00;156,27;1,08;0,00;0,00;
0,00;0,00;156,43;1,15;0,00;0,00;
0,00;0,00;156,59;1,22;0,00;0,00;
0,00;0,00;156,71;1,15;0,00;0,00;
0,00;0,00;156,71;1,11;0,00;0,00;
0,00;0,00;156,64;0,43;0,00;0,00;
0,00;0,00;156,09;-0,16;0,00;0,00;
0,00;0,00;155,06;-0,12;0,00;0,00;
0,00;0,00;154,26;0,02;0,00;0,00;
0,00;0,00;153,85;0,07;0,00;0,00;
0,00;0,00;153,74;0,02;0,00;0,00;
0,00;0,00;153,70;-0,02;0,00;0,00;
0,00;0,00;153,70;-0,02;0,00;0,00;
0,00;0,00;153,79;0,05;0,00;0,00;
0,00;0,00;153,94;0,09;0,00;0,00;
0,00;0,00;154,10;0,07;0,00;0,00;
0,00;0,00;154,26;0,05;0,00;0,00;
0,00;0,00;154,43;0,07;0,00;0,00;
0,00;0,00;154,59;0,05;0,00;0,00;
0,00;0,00;154,75;0,07;0,00;0,00;
0,00;0,00;154,91;0,07;0,00;0,00;
0,00;0,00;155,07;0,07;0,00;0,00;
0,00;0,00;155,23;0,07;0,00;0,00;
0,00;0,00;155,39;0,07;0,00;0,00;
0,00;0,00;155,55;0,07;0,00;0,00;
0,00;0,00;155,71;0,07;0,00;0,00;
0,00;0,00;155,87;0,07;0,00;0,00;
0,00;0,00;156,03;0,07;0,00;0,00;
0,00;0,00;156,19;0,07;0,00;0,00;
0,00;0,00;156,35;0,07;0,00;0,00;
0,00;0,00;156,51;0,25;0,00;0,00;
0,00;0,00;156,67;0,29;0,00;0,00;
0,00;0,00;156,82;1,29;0,00;0,00;
0,00;0,00;156,98;1,33;0,00;0,00;
0,00;0,00;157,14;1,43;0,00;0,00;
0,00;0,00;157,31;1,44;0,00;0,00;
0,00;0,00;157,47;1,51;0,00;0,00;
0,00;0,00;157,63;1,54;0,00;0,00;
