Nr;Date;ProgNr;ProgName;State;PartInfo;
68550;27.07.21 09:55:22;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210726162642P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,76;0,22;0,00;0,00;
0,00;0,00;3,29;0,13;0,00;0,00;
0,00;0,00;4,32;0,15;0,00;0,00;
0,00;0,00;5,86;0,18;0,00;0,00;
0,00;0,00;7,91;0,18;0,00;0,00;
0,00;0,00;10,47;0,20;0,00;0,00;
0,00;0,00;13,53;0,15;0,00;0,00;
0,00;0,00;16,65;0,11;0,00;0,00;
0,00;0,00;19,83;0,09;0,00;0,00;
0,00;0,00;23,05;0,09;0,00;0,00;
0,00;0,00;26,25;0,11;0,00;0,00;
0,00;0,00;29,45;0,11;0,00;0,00;
0,00;0,00;32,65;0,11;0,00;0,00;
0,00;0,00;35,85;0,09;0,00;0,00;
0,00;0,00;39,05;0,09;0,00;0,00;
0,00;0,00;42,25;0,11;0,00;0,00;
0,00;0,00;45,45;0,09;0,00;0,00;
0,00;0,00;48,65;0,11;0,00;0,00;
0,00;0,00;51,85;0,09;0,00;0,00;
0,00;0,00;55,05;0,11;0,00;0,00;
0,00;0,00;58,25;0,09;0,00;0,00;
0,00;0,00;61,45;0,06;0,00;0,00;
0,00;0,00;64,65;0,13;0,00;0,00;
0,00;0,00;67,85;0,09;0,00;0,00;
0,00;0,00;71,05;0,11;0,00;0,00;
0,00;0,00;74,25;0,11;0,00;0,00;
0,00;0,00;77,45;0,11;0,00;0,00;
0,00;0,00;80,65;0,11;0,00;0,00;
0,00;0,00;83,85;0,09;0,00;0,00;
0,00;0,00;87,05;0,11;0,00;0,00;
0,00;0,00;90,25;0,11;0,00;0,00;
0,00;0,00;93,45;0,11;0,00;0,00;
0,00;0,00;96,65;0,11;0,00;0,00;
0,00;0,00;99,85;0,11;0,00;0,00;
0,00;0,00;103,05;0,09;0,00;0,00;
0,00;0,00;106,25;0,09;0,00;0,00;
0,00;0,00;109,45;0,11;0,00;0,00;
0,00;0,00;112,65;0,13;0,00;0,00;
0,00;0,00;115,85;0,09;0,00;0,00;
0,00;0,00;119,05;0,13;0,00;0,00;
0,00;0,00;122,25;0,09;0,00;0,00;
0,00;0,00;125,45;0,09;0,00;0,00;
0,00;0,00;128,65;0,16;0,00;0,00;
0,00;0,00;131,85;0,09;0,00;0,00;
0,00;0,00;135,05;0,11;0,00;0,00;
0,00;0,00;138,25;0,11;0,00;0,00;
0,00;0,00;141,45;0,09;0,00;0,00;
0,00;0,00;144,65;0,13;0,00;0,00;
0,00;0,00;147,85;0,11;0,00;0,00;
0,00;0,00;151,05;0,13;0,00;0,00;
0,00;0,00;154,25;0,06;0,00;0,00;
0,00;0,00;157,45;0,09;0,00;0,00;
0,00;0,00;160,65;0,13;0,00;0,00;
0,00;0,00;163,85;0,11;0,00;0,00;
0,00;0,00;167,05;0,11;0,00;0,00;
0,00;0,00;170,25;0,09;0,00;0,00;
0,00;0,00;173,27;-0,00;0,00;0,00;
0,00;0,00;175,79;-0,00;0,00;0,00;
0,00;0,00;177,86;-0,00;0,00;0,00;
0,00;0,00;179,43;-0,00;0,00;0,00;
0,00;0,00;181,04;-0,07;0,00;0,00;
0,00;0,00;181,17;-0,00;0,00;0,00;
0,00;0,00;181,22;0,06;0,00;0,00;
0,00;0,00;181,38;-0,02;0,00;0,00;
0,00;0,00;181,69;0,02;0,00;0,00;
0,00;0,00;181,85;0,06;0,00;0,00;
0,00;0,00;182,01;0,04;0,00;0,00;
0,00;0,00;182,17;0,04;0,00;0,00;
0,00;0,00;182,49;0,02;0,00;0,00;
0,00;0,00;182,65;0,24;0,00;0,00;
0,00;0,00;182,81;0,20;0,00;0,00;
0,00;0,00;182,96;2,51;0,00;0,00;
0,00;0,00;183,09;5,97;0,00;0,00;
0,00;0,00;183,12;7,10;0,00;0,00;
0,00;0,00;183,14;7,62;0,00;0,00;
0,00;0,00;183,14;7,84;0,00;0,00;
0,00;0,00;183,15;8,00;0,00;0,00;
0,00;0,00;183,15;8,14;0,00;0,00;
0,00;0,00;183,16;8,25;0,00;0,00;
0,00;0,00;183,16;8,41;0,00;0,00;
0,00;0,00;183,17;8,50;0,00;0,00;
0,00;0,00;183,17;8,57;0,00;0,00;
0,00;0,00;183,17;8,59;0,00;0,00;
0,00;0,00;183,17;8,64;0,00;0,00;
0,00;0,00;183,17;8,68;0,00;0,00;
0,00;0,00;183,17;8,75;0,00;0,00;
