Nr;Date;ProgNr;ProgName;State;PartInfo;
68574;27.07.21 10:34:15;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210727091330P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,76;0,18;0,00;0,00;
0,00;0,00;3,31;0,07;0,00;0,00;
0,00;0,00;4,34;0,05;0,00;0,00;
0,00;0,00;5,87;0,09;0,00;0,00;
0,00;0,00;7,92;0,09;0,00;0,00;
0,00;0,00;10,48;0,09;0,00;0,00;
0,00;0,00;13,53;0,04;0,00;0,00;
0,00;0,00;16,65;0,04;0,00;0,00;
0,00;0,00;19,83;0,02;0,00;0,00;
0,00;0,00;26,25;0,02;0,00;0,00;
0,00;0,00;29,45;0,02;0,00;0,00;
0,00;0,00;32,65;0,05;0,00;0,00;
0,00;0,00;35,85;0,02;0,00;0,00;
0,00;0,00;42,25;0,02;0,00;0,00;
0,00;0,00;45,45;0,02;0,00;0,00;
0,00;0,00;48,65;0,05;0,00;0,00;
0,00;0,00;51,85;0,02;0,00;0,00;
0,00;0,00;58,25;0,02;0,00;0,00;
0,00;0,00;64,65;0,05;0,00;0,00;
0,00;0,00;74,25;0,05;0,00;0,00;
0,00;0,00;77,45;0,02;0,00;0,00;
0,00;0,00;80,65;0,05;0,00;0,00;
0,00;0,00;83,85;-0,02;0,00;0,00;
0,00;0,00;87,05;0,05;0,00;0,00;
0,00;0,00;90,25;0,02;0,00;0,00;
0,00;0,00;93,45;0,05;0,00;0,00;
0,00;0,00;96,65;0,02;0,00;0,00;
0,00;0,00;99,85;0,02;0,00;0,00;
0,00;0,00;103,05;0,02;0,00;0,00;
0,00;0,00;106,25;0,02;0,00;0,00;
0,00;0,00;109,45;0,02;0,00;0,00;
0,00;0,00;112,65;0,07;0,00;0,00;
0,00;0,00;119,05;0,02;0,00;0,00;
0,00;0,00;122,25;0,02;0,00;0,00;
0,00;0,00;128,65;0,05;0,00;0,00;
0,00;0,00;138,25;0,02;0,00;0,00;
0,00;0,00;144,65;0,07;0,00;0,00;
0,00;0,00;147,85;-0,02;0,00;0,00;
0,00;0,00;151,05;0,05;0,00;0,00;
0,00;0,00;157,45;0,02;0,00;0,00;
0,00;0,00;160,65;0,05;0,00;0,00;
0,00;0,00;173,27;-0,07;0,00;0,00;
0,00;0,00;175,79;-0,05;0,00;0,00;
0,00;0,00;177,86;-0,09;0,00;0,00;
0,00;0,00;179,43;-0,12;0,00;0,00;
0,00;0,00;180,49;-0,09;0,00;0,00;
0,00;0,00;181,04;-0,09;0,00;0,00;
0,00;0,00;181,17;-0,05;0,00;0,00;
0,00;0,00;181,21;-0,09;0,00;0,00;
0,00;0,00;181,22;-0,02;0,00;0,00;
0,00;0,00;181,38;-0,13;0,00;0,00;
0,00;0,00;181,53;-0,09;0,00;0,00;
0,00;0,00;181,69;-0,07;0,00;0,00;
0,00;0,00;181,85;-0,02;0,00;0,00;
0,00;0,00;182,01;-0,05;0,00;0,00;
0,00;0,00;182,17;-0,07;0,00;0,00;
0,00;0,00;182,33;-0,07;0,00;0,00;
0,00;0,00;182,49;-0,05;0,00;0,00;
0,00;0,00;182,65;-0,07;0,00;0,00;
0,00;0,00;182,81;-0,09;0,00;0,00;
0,00;0,00;183,13;-0,02;0,00;0,00;
0,00;0,00;183,29;-0,02;0,00;0,00;
0,00;0,00;183,45;-0,05;0,00;0,00;
0,00;0,00;183,61;-0,07;0,00;0,00;
0,00;0,00;183,77;-0,02;0,00;0,00;
0,00;0,00;184,09;-0,02;0,00;0,00;
0,00;0,00;184,41;-0,07;0,00;0,00;
0,00;0,00;184,57;-0,05;0,00;0,00;
0,00;0,00;184,73;-0,09;0,00;0,00;
0,00;0,00;184,89;-0,09;0,00;0,00;
0,00;0,00;185,05;-0,05;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,21;-0,05;0,00;0,00;
0,00;0,00;185,21;-0,07;0,00;0,00;
0,00;0,00;185,21;-0,05;0,00;0,00;
0,00;0,00;185,21;-0,09;0,00;0,00;
0,00;0,00;185,21;-0,09;0,00;0,00;
0,00;0,00;185,21;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
