Nr;Date;ProgNr;ProgName;State;PartInfo;
65934;15.07.21 10:29:22;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210714115646A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,20;0,00;0,00;
0,00;0,00;0,62;0,12;0,00;0,00;
0,00;0,00;1,64;0,12;0,00;0,00;
0,00;0,00;3,17;0,12;0,00;0,00;
0,00;0,00;5,21;0,16;0,00;0,00;
0,00;0,00;7,77;0,18;0,00;0,00;
0,00;0,00;10,84;0,02;0,00;0,00;
0,00;0,00;13,96;0,09;0,00;0,00;
0,00;0,00;17,14;0,09;0,00;0,00;
0,00;0,00;20,35;0,05;0,00;0,00;
0,00;0,00;23,55;0,09;0,00;0,00;
0,00;0,00;26,75;0,09;0,00;0,00;
0,00;0,00;29,95;0,07;0,00;0,00;
0,00;0,00;33,15;0,07;0,00;0,00;
0,00;0,00;36,35;0,09;0,00;0,00;
0,00;0,00;39,55;0,12;0,00;0,00;
0,00;0,00;42,75;0,07;0,00;0,00;
0,00;0,00;45,95;0,05;0,00;0,00;
0,00;0,00;49,15;0,09;0,00;0,00;
0,00;0,00;52,35;0,07;0,00;0,00;
0,00;0,00;55,55;0,09;0,00;0,00;
0,00;0,00;58,75;0,07;0,00;0,00;
0,00;0,00;61,95;0,05;0,00;0,00;
0,00;0,00;65,15;0,07;0,00;0,00;
0,00;0,00;68,35;0,07;0,00;0,00;
0,00;0,00;71,55;0,09;0,00;0,00;
0,00;0,00;74,75;0,07;0,00;0,00;
0,00;0,00;77,95;0,07;0,00;0,00;
0,00;0,00;81,15;0,07;0,00;0,00;
0,00;0,00;84,35;0,07;0,00;0,00;
0,00;0,00;87,55;0,05;0,00;0,00;
0,00;0,00;90,75;0,07;0,00;0,00;
0,00;0,00;93,95;0,05;0,00;0,00;
0,00;0,00;97,15;0,09;0,00;0,00;
0,00;0,00;100,35;0,02;0,00;0,00;
0,00;0,00;103,55;0,07;0,00;0,00;
0,00;0,00;106,75;0,09;0,00;0,00;
0,00;0,00;109,95;0,07;0,00;0,00;
0,00;0,00;113,15;0,07;0,00;0,00;
0,00;0,00;116,35;0,07;0,00;0,00;
0,00;0,00;119,55;0,07;0,00;0,00;
0,00;0,00;122,75;0,09;0,00;0,00;
0,00;0,00;125,95;0,07;0,00;0,00;
0,00;0,00;129,15;0,07;0,00;0,00;
0,00;0,00;132,35;0,09;0,00;0,00;
0,00;0,00;135,55;0,11;0,00;0,00;
0,00;0,00;138,75;0,05;0,00;0,00;
0,00;0,00;141,88;-0,02;0,00;0,00;
0,00;0,00;144,51;0,02;0,00;0,00;
0,00;0,00;148,45;-0,04;0,00;0,00;
0,00;0,00;149,67;-0,04;0,00;0,00;
0,00;0,00;150,39;-0,02;0,00;0,00;
0,00;0,00;150,63;-0,09;0,00;0,00;
0,00;0,00;150,70;-0,02;0,00;0,00;
0,00;0,00;150,71;-0,02;0,00;0,00;
0,00;0,00;150,95;0,05;0,00;0,00;
0,00;0,00;151,27;-0,02;0,00;0,00;
0,00;0,00;151,43;-0,02;0,00;0,00;
0,00;0,00;151,59;-0,02;0,00;0,00;
0,00;0,00;151,75;-0,02;0,00;0,00;
0,00;0,00;151,91;-0,02;0,00;0,00;
0,00;0,00;152,39;-0,02;0,00;0,00;
0,00;0,00;152,55;-0,02;0,00;0,00;
0,00;0,00;152,87;-0,02;0,00;0,00;
0,00;0,00;153,03;-0,02;0,00;0,00;
0,00;0,00;153,19;0,07;0,00;0,00;
0,00;0,00;153,51;0,02;0,00;0,00;
0,00;0,00;153,67;-0,02;0,00;0,00;
0,00;0,00;154,15;0,07;0,00;0,00;
0,00;0,00;154,31;0,20;0,00;0,00;
0,00;0,00;154,47;0,20;0,00;0,00;
0,00;0,00;154,63;0,68;0,00;0,00;
0,00;0,00;154,78;1,18;0,00;0,00;
0,00;0,00;154,94;1,43;0,00;0,00;
0,00;0,00;155,10;1,50;0,00;0,00;
0,00;0,00;155,26;1,58;0,00;0,00;
0,00;0,00;155,43;1,70;0,00;0,00;
0,00;0,00;155,59;1,81;0,00;0,00;
0,00;0,00;155,75;1,92;0,00;0,00;
0,00;0,00;155,91;2,06;0,00;0,00;
0,00;0,00;156,07;2,15;0,00;0,00;
0,00;0,00;156,23;2,28;0,00;0,00;
0,00;0,00;156,39;2,40;0,00;0,00;
0,00;0,00;156,55;2,53;0,00;0,00;
0,00;0,00;156,70;2,58;0,00;0,00;
0,00;0,00;156,71;2,40;0,00;0,00;
0,00;0,00;156,70;2,13;0,00;0,00;
0,00;0,00;156,29;-0,02;0,00;0,00;
0,00;0,00;155,38;-0,09;0,00;0,00;
0,00;0,00;154,42;0,05;0,00;0,00;
0,00;0,00;153,77;-0,09;0,00;0,00;
