Nr;Date;ProgNr;ProgName;State;PartInfo;
41398;25.03.21 14:59:38;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210325130730A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,96;0,13;0,00;0,00;
0,00;0,00;2,52;0,09;0,00;0,00;
0,00;0,00;3,55;0,13;0,00;0,00;
0,00;0,00;5,07;0,13;0,00;0,00;
0,00;0,00;7,11;0,13;0,00;0,00;
0,00;0,00;9,68;0,13;0,00;0,00;
0,00;0,00;12,73;0,09;0,00;0,00;
0,00;0,00;15,85;0,11;0,00;0,00;
0,00;0,00;19,03;0,07;0,00;0,00;
0,00;0,00;22,25;0,05;0,00;0,00;
0,00;0,00;25,45;0,05;0,00;0,00;
0,00;0,00;28,65;0,07;0,00;0,00;
0,00;0,00;31,85;0,07;0,00;0,00;
0,00;0,00;35,05;0,02;0,00;0,00;
0,00;0,00;38,25;0,05;0,00;0,00;
0,00;0,00;41,45;0,07;0,00;0,00;
0,00;0,00;44,65;0,09;0,00;0,00;
0,00;0,00;47,85;0,05;0,00;0,00;
0,00;0,00;51,05;0,07;0,00;0,00;
0,00;0,00;54,25;0,09;0,00;0,00;
0,00;0,00;57,45;0,07;0,00;0,00;
0,00;0,00;60,65;0,11;0,00;0,00;
0,00;0,00;63,85;0,02;0,00;0,00;
0,00;0,00;67,05;0,05;0,00;0,00;
0,00;0,00;70,25;0,07;0,00;0,00;
0,00;0,00;73,45;0,06;0,00;0,00;
0,00;0,00;76,65;0,09;0,00;0,00;
0,00;0,00;79,85;0,07;0,00;0,00;
0,00;0,00;83,05;0,02;0,00;0,00;
0,00;0,00;86,25;0,07;0,00;0,00;
0,00;0,00;89,45;0,05;0,00;0,00;
0,00;0,00;92,65;0,09;0,00;0,00;
0,00;0,00;95,85;0,02;0,00;0,00;
0,00;0,00;99,05;0,05;0,00;0,00;
0,00;0,00;102,25;0,02;0,00;0,00;
0,00;0,00;105,45;0,05;0,00;0,00;
0,00;0,00;108,65;0,09;0,00;0,00;
0,00;0,00;111,85;0,05;0,00;0,00;
0,00;0,00;115,05;0,02;0,00;0,00;
0,00;0,00;118,25;0,07;0,00;0,00;
0,00;0,00;121,45;0,07;0,00;0,00;
0,00;0,00;124,65;0,07;0,00;0,00;
0,00;0,00;127,85;0,05;0,00;0,00;
0,00;0,00;131,05;0,05;0,00;0,00;
0,00;0,00;134,25;0,06;0,00;0,00;
0,00;0,00;137,45;0,06;0,00;0,00;
0,00;0,00;140,65;0,11;0,00;0,00;
0,00;0,00;143,54;-0,05;0,00;0,00;
0,00;0,00;145,95;-0,07;0,00;0,00;
0,00;0,00;147,88;-0,07;0,00;0,00;
0,00;0,00;149,30;-0,07;0,00;0,00;
0,00;0,00;150,21;-0,07;0,00;0,00;
0,00;0,00;150,61;-0,09;0,00;0,00;
0,00;0,00;150,69;-0,02;0,00;0,00;
0,00;0,00;150,71;-0,02;0,00;0,00;
0,00;0,00;150,80;-0,02;0,00;0,00;
0,00;0,00;151,43;-0,02;0,00;0,00;
0,00;0,00;154,31;0,18;0,00;0,00;
0,00;0,00;154,47;0,23;0,00;0,00;
0,00;0,00;154,63;1,04;0,00;0,00;
0,00;0,00;154,78;1,72;0,00;0,00;
0,00;0,00;154,94;1,92;0,00;0,00;
0,00;0,00;155,10;1,99;0,00;0,00;
0,00;0,00;155,26;2,06;0,00;0,00;
0,00;0,00;155,42;2,17;0,00;0,00;
0,00;0,00;155,59;2,24;0,00;0,00;
0,00;0,00;155,75;2,37;0,00;0,00;
0,00;0,00;155,91;2,51;0,00;0,00;
0,00;0,00;156,07;2,74;0,00;0,00;
0,00;0,00;156,22;2,81;0,00;0,00;
0,00;0,00;156,39;2,96;0,00;0,00;
0,00;0,00;156,55;3,12;0,00;0,00;
0,00;0,00;156,70;3,17;0,00;0,00;
0,00;0,00;156,71;2,89;0,00;0,00;
0,00;0,00;156,70;2,64;0,00;0,00;
