8501;14.05.20 16:56:04;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200514163020P0001;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;70,00;-0,01;0,00;0,00;
0,00;0,00;70,06;0,03;0,00;0,00;
0,00;0,00;70,59;0,04;0,00;0,00;
0,00;0,00;71,63;0,04;0,00;0,00;
0,00;0,00;73,18;0,02;0,00;0,00;
0,00;0,00;75,24;0,04;0,00;0,00;
0,00;0,00;77,81;0,06;0,00;0,00;
0,00;0,00;80,90;0,04;0,00;0,00;
0,00;0,00;87,89;0,01;0,00;0,00;
0,00;0,00;91,41;0,02;0,00;0,00;
0,00;0,00;94,93;0,01;0,00;0,00;
0,00;0,00;98,45;0,01;0,00;0,00;
0,00;0,00;101,97;0,01;0,00;0,00;
0,00;0,00;105,49;0,01;0,00;0,00;
0,00;0,00;109,01;0,02;0,00;0,00;
0,00;0,00;112,52;0,01;0,00;0,00;
0,00;0,00;115,62;-0,01;0,00;0,00;
0,00;0,00;122,04;-0,01;0,00;0,00;
0,00;0,00;123,19;-0,01;0,00;0,00;
0,00;0,00;123,84;-0,01;0,00;0,00;
0,00;0,00;124,09;0,01;0,00;0,00;
0,00;0,00;124,21;0,01;0,00;0,00;
0,00;0,00;124,55;0,01;0,00;0,00;
0,00;0,00;124,66;0,01;0,00;0,00;
0,00;0,00;124,77;0,01;0,00;0,00;
0,00;0,00;124,88;0,01;0,00;0,00;
0,00;0,00;125,00;0,01;0,00;0,00;
0,00;0,00;125,11;0,01;0,00;0,00;
0,00;0,00;125,22;0,01;0,00;0,00;
0,00;0,00;125,33;0,01;0,00;0,00;
0,00;0,00;125,44;0,01;0,00;0,00;
0,00;0,00;125,56;0,01;0,00;0,00;
0,00;0,00;125,67;0,11;0,00;0,00;
0,00;0,00;125,78;0,20;0,00;0,00;
0,00;0,00;125,89;0,26;0,00;0,00;
0,00;0,00;126,00;0,33;0,00;0,00;
0,00;0,00;126,12;0,34;0,00;0,00;
0,00;0,00;126,23;0,38;0,00;0,00;
0,00;0,00;126,34;0,41;0,00;0,00;
0,00;0,00;126,45;0,44;0,00;0,00;
0,00;0,00;126,56;0,48;0,00;0,00;
0,00;0,00;126,68;0,50;0,00;0,00;
0,00;0,00;126,79;0,54;0,00;0,00;
0,00;0,00;126,90;0,57;0,00;0,00;
0,00;0,00;127,01;0,60;0,00;0,00;
0,00;0,00;127,12;0,61;0,00;0,00;
0,00;0,00;127,24;0,63;0,00;0,00;
0,00;0,00;127,35;0,66;0,00;0,00;
0,00;0,00;127,46;0,67;0,00;0,00;
0,00;0,00;127,51;0,66;0,00;0,00;
0,00;0,00;127,51;0,63;0,00;0,00;
0,00;0,00;127,25;0,02;0,00;0,00;
0,00;0,00;126,46;-0,02;0,00;0,00;
0,00;0,00;125,55;0,01;0,00;0,00;
0,00;0,00;125,07;0,01;0,00;0,00;
0,00;0,00;124,99;-0,01;0,00;0,00;
0,00;0,00;125,06;0,01;0,00;0,00;
0,00;0,00;125,18;0,01;0,00;0,00;
0,00;0,00;125,29;0,01;0,00;0,00;
