Nr;Date;ProgNr;ProgName;State;PartInfo;
44206;09.04.21 17:53:48;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210409155344P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,70;-0,02;0,00;0,00;
0,00;0,00;2,76;0,18;0,00;0,00;
0,00;0,00;3,32;0,12;0,00;0,00;
0,00;0,00;4,34;0,11;0,00;0,00;
0,00;0,00;5,87;0,12;0,00;0,00;
0,00;0,00;7,91;0,16;0,00;0,00;
0,00;0,00;10,47;0,16;0,00;0,00;
0,00;0,00;13,53;0,16;0,00;0,00;
0,00;0,00;16,65;0,09;0,00;0,00;
0,00;0,00;19,83;0,07;0,00;0,00;
0,00;0,00;23,05;0,07;0,00;0,00;
0,00;0,00;26,25;0,07;0,00;0,00;
0,00;0,00;29,45;0,05;0,00;0,00;
0,00;0,00;32,65;0,07;0,00;0,00;
0,00;0,00;35,85;0,02;0,00;0,00;
0,00;0,00;39,05;0,05;0,00;0,00;
0,00;0,00;42,25;0,05;0,00;0,00;
0,00;0,00;45,45;0,05;0,00;0,00;
0,00;0,00;48,65;0,07;0,00;0,00;
0,00;0,00;55,05;0,05;0,00;0,00;
0,00;0,00;58,25;0,05;0,00;0,00;
0,00;0,00;61,45;0,02;0,00;0,00;
0,00;0,00;64,65;0,09;0,00;0,00;
0,00;0,00;67,85;0,02;0,00;0,00;
0,00;0,00;71,05;0,07;0,00;0,00;
0,00;0,00;74,25;0,05;0,00;0,00;
0,00;0,00;77,45;0,05;0,00;0,00;
0,00;0,00;80,65;0,09;0,00;0,00;
0,00;0,00;83,85;0,05;0,00;0,00;
0,00;0,00;87,05;0,07;0,00;0,00;
0,00;0,00;90,25;0,07;0,00;0,00;
0,00;0,00;93,45;0,07;0,00;0,00;
0,00;0,00;96,65;0,07;0,00;0,00;
0,00;0,00;99,85;0,07;0,00;0,00;
0,00;0,00;103,05;0,05;0,00;0,00;
0,00;0,00;106,25;0,07;0,00;0,00;
0,00;0,00;112,65;0,07;0,00;0,00;
0,00;0,00;115,85;0,02;0,00;0,00;
0,00;0,00;119,05;0,07;0,00;0,00;
0,00;0,00;122,25;0,05;0,00;0,00;
0,00;0,00;125,45;0,02;0,00;0,00;
0,00;0,00;128,65;0,07;0,00;0,00;
0,00;0,00;131,85;0,05;0,00;0,00;
0,00;0,00;135,05;0,05;0,00;0,00;
0,00;0,00;138,25;0,05;0,00;0,00;
0,00;0,00;141,45;0,05;0,00;0,00;
0,00;0,00;144,65;0,09;0,00;0,00;
0,00;0,00;151,05;0,07;0,00;0,00;
0,00;0,00;154,25;0,05;0,00;0,00;
0,00;0,00;160,65;0,07;0,00;0,00;
0,00;0,00;163,85;0,05;0,00;0,00;
0,00;0,00;167,05;0,05;0,00;0,00;
0,00;0,00;170,08;-0,06;0,00;0,00;
0,00;0,00;172,61;-0,04;0,00;0,00;
0,00;0,00;174,70;-0,04;0,00;0,00;
0,00;0,00;176,30;-0,04;0,00;0,00;
0,00;0,00;177,40;-0,04;0,00;0,00;
0,00;0,00;178,00;-0,06;0,00;0,00;
0,00;0,00;178,21;-0,02;0,00;0,00;
0,00;0,00;178,38;-0,04;0,00;0,00;
0,00;0,00;178,53;-0,02;0,00;0,00;
0,00;0,00;178,69;0,02;0,00;0,00;
0,00;0,00;178,85;-0,02;0,00;0,00;
0,00;0,00;179,33;-0,02;0,00;0,00;
0,00;0,00;179,65;0,18;0,00;0,00;
0,00;0,00;179,81;0,32;0,00;0,00;
0,00;0,00;179,96;3,14;0,00;0,00;
0,00;0,00;180,09;6,31;0,00;0,00;
0,00;0,00;180,10;6,92;0,00;0,00;
0,00;0,00;180,12;7,35;0,00;0,00;
0,00;0,00;180,12;7,51;0,00;0,00;
0,00;0,00;180,13;7,69;0,00;0,00;
0,00;0,00;180,14;7,82;0,00;0,00;
0,00;0,00;180,14;7,85;0,00;0,00;
0,00;0,00;180,14;7,94;0,00;0,00;
0,00;0,00;180,15;8,01;0,00;0,00;
0,00;0,00;180,15;8,10;0,00;0,00;
0,00;0,00;180,15;8,12;0,00;0,00;
0,00;0,00;180,15;8,17;0,00;0,00;
0,00;0,00;180,15;8,21;0,00;0,00;
0,00;0,00;180,15;8,21;0,00;0,00;
