Nr;Date;ProgNr;ProgName;State;PartInfo;
22975;08.02.21 15:44:27;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210208134249P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,05;0,45;0,00;0,00;
0,00;0,00;0,51;0,53;0,00;0,00;
0,00;0,00;1,28;0,61;0,00;0,00;
0,00;0,00;2,43;0,69;0,00;0,00;
0,00;0,00;3,98;0,69;0,00;0,00;
0,00;0,00;5,90;0,61;0,00;0,00;
0,00;0,00;8,20;0,53;0,00;0,00;
0,00;0,00;10,53;0,37;0,00;0,00;
0,00;0,00;12,93;0,53;0,00;0,00;
0,00;0,00;15,34;0,61;0,00;0,00;
0,00;0,00;17,74;0,53;0,00;0,00;
0,00;0,00;20,15;0,45;0,00;0,00;
0,00;0,00;22,54;0,45;0,00;0,00;
0,00;0,00;24,95;0,53;0,00;0,00;
0,00;0,00;27,35;0,53;0,00;0,00;
0,00;0,00;29,74;0,53;0,00;0,00;
0,00;0,00;32,15;0,53;0,00;0,00;
0,00;0,00;34,54;0,37;0,00;0,00;
0,00;0,00;36,95;0,45;0,00;0,00;
0,00;0,00;39,35;0,53;0,00;0,00;
0,00;0,00;41,75;0,45;0,00;0,00;
0,00;0,00;44,15;0,45;0,00;0,00;
0,00;0,00;46,54;0,37;0,00;0,00;
0,00;0,00;48,95;0,53;0,00;0,00;
0,00;0,00;51,35;0,53;0,00;0,00;
0,00;0,00;53,75;0,53;0,00;0,00;
0,00;0,00;56,15;0,37;0,00;0,00;
0,00;0,00;58,54;0,37;0,00;0,00;
0,00;0,00;60,95;0,45;0,00;0,00;
0,00;0,00;63,35;0,45;0,00;0,00;
0,00;0,00;65,75;0,53;0,00;0,00;
0,00;0,00;68,15;0,37;0,00;0,00;
0,00;0,00;70,54;0,45;0,00;0,00;
0,00;0,00;72,95;0,53;0,00;0,00;
0,00;0,00;75,35;0,53;0,00;0,00;
0,00;0,00;77,75;0,53;0,00;0,00;
0,00;0,00;80,15;0,45;0,00;0,00;
0,00;0,00;82,54;0,45;0,00;0,00;
0,00;0,00;84,95;0,45;0,00;0,00;
0,00;0,00;87,35;0,45;0,00;0,00;
0,00;0,00;89,75;0,45;0,00;0,00;
0,00;0,00;92,15;0,45;0,00;0,00;
0,00;0,00;94,54;0,31;0,00;0,00;
0,00;0,00;96,95;0,45;0,00;0,00;
0,00;0,00;99,35;0,45;0,00;0,00;
0,00;0,00;101,75;0,45;0,00;0,00;
0,00;0,00;104,15;0,45;0,00;0,00;
0,00;0,00;106,54;0,45;0,00;0,00;
0,00;0,00;108,95;0,53;0,00;0,00;
0,00;0,00;111,35;0,53;0,00;0,00;
0,00;0,00;113,74;0,45;0,00;0,00;
0,00;0,00;116,15;0,37;0,00;0,00;
0,00;0,00;118,54;0,37;0,00;0,00;
0,00;0,00;120,95;0,53;0,00;0,00;
0,00;0,00;123,35;0,45;0,00;0,00;
0,00;0,00;125,75;0,45;0,00;0,00;
0,00;0,00;128,15;0,37;0,00;0,00;
0,00;0,00;130,54;0,45;0,00;0,00;
0,00;0,00;132,95;0,45;0,00;0,00;
0,00;0,00;135,35;0,45;0,00;0,00;
0,00;0,00;137,74;0,53;0,00;0,00;
0,00;0,00;140,15;0,37;0,00;0,00;
0,00;0,00;142,54;0,45;0,00;0,00;
0,00;0,00;144,95;0,45;0,00;0,00;
0,00;0,00;147,35;0,53;0,00;0,00;
0,00;0,00;149,75;0,45;0,00;0,00;
0,00;0,00;152,15;0,37;0,00;0,00;
0,00;0,00;154,54;0,53;0,00;0,00;
0,00;0,00;156,95;0,45;0,00;0,00;
0,00;0,00;159,35;0,53;0,00;0,00;
0,00;0,00;161,74;0,53;0,00;0,00;
0,00;0,00;164,15;0,61;0,00;0,00;
0,00;0,00;166,54;0,45;0,00;0,00;
0,00;0,00;168,95;0,53;0,00;0,00;
0,00;0,00;171,35;0,61;0,00;0,00;
0,00;0,00;173,74;0,53;0,00;0,00;
0,00;0,00;176,15;0,37;0,00;0,00;
0,00;0,00;178,54;0,45;0,00;0,00;
0,00;0,00;180,80;0,37;0,00;0,00;
0,00;0,00;182,68;0,37;0,00;0,00;
0,00;0,00;184,25;0,45;0,00;0,00;
0,00;0,00;185,43;0,30;0,00;0,00;
0,00;0,00;186,24;0,37;0,00;0,00;
0,00;0,00;186,67;0,31;0,00;0,00;
0,00;0,00;186,77;0,31;0,00;0,00;
0,00;0,00;186,82;0,31;0,00;0,00;
0,00;0,00;186,87;0,45;0,00;0,00;
0,00;0,00;187,02;0,37;0,00;0,00;
0,00;0,00;187,16;0,31;0,00;0,00;
0,00;0,00;187,33;0,31;0,00;0,00;
0,00;0,00;187,49;0,31;0,00;0,00;
0,00;0,00;187,65;0,37;0,00;0,00;
0,00;0,00;187,81;0,31;0,00;0,00;
0,00;0,00;187,97;0,31;0,00;0,00;
0,00;0,00;188,13;0,31;0,00;0,00;
0,00;0,00;188,29;0,37;0,00;0,00;
0,00;0,00;188,45;0,31;0,00;0,00;
0,00;0,00;188,61;0,45;0,00;0,00;
0,00;0,00;188,77;0,37;0,00;0,00;
0,00;0,00;188,93;0,45;0,00;0,00;
0,00;0,00;189,09;0,31;0,00;0,00;
0,00;0,00;189,25;0,37;0,00;0,00;
0,00;0,00;189,41;0,31;0,00;0,00;
0,00;0,00;189,57;0,37;0,00;0,00;
0,00;0,00;189,73;0,37;0,00;0,00;
0,00;0,00;189,80;0,31;0,00;0,00;
0,00;0,00;189,80;0,31;0,00;0,00;
0,00;0,00;189,13;0,08;0,00;0,00;
0,00;0,00;186,85;0,16;0,00;0,00;
0,00;0,00;186,79;0,23;0,00;0,00;
0,00;0,00;186,85;0,31;0,00;0,00;
0,00;0,00;187,02;0,31;0,00;0,00;
0,00;0,00;187,16;0,53;0,00;0,00;
0,00;0,00;187,33;0,37;0,00;0,00;
0,00;0,00;187,49;0,37;0,00;0,00;
0,00;0,00;187,65;0,45;0,00;0,00;
0,00;0,00;187,81;0,45;0,00;0,00;
0,00;0,00;187,97;0,37;0,00;0,00;
0,00;0,00;188,13;0,37;0,00;0,00;
0,00;0,00;188,29;0,45;0,00;0,00;
0,00;0,00;188,45;0,45;0,00;0,00;
0,00;0,00;188,61;0,53;0,00;0,00;
0,00;0,00;188,77;0,37;0,00;0,00;
0,00;0,00;188,93;0,61;0,00;0,00;
0,00;0,00;189,09;0,45;0,00;0,00;
0,00;0,00;189,25;0,53;0,00;0,00;
0,00;0,00;189,41;0,45;0,00;0,00;
0,00;0,00;189,57;0,37;0,00;0,00;
0,00;0,00;189,73;0,53;0,00;0,00;
0,00;0,00;189,89;0,37;0,00;0,00;
0,00;0,00;190,05;0,53;0,00;0,00;
0,00;0,00;190,21;0,61;0,00;0,00;
0,00;0,00;190,37;0,45;0,00;0,00;
0,00;0,00;190,53;0,31;0,00;0,00;
0,00;0,00;190,69;0,37;0,00;0,00;
0,00;0,00;190,85;0,37;0,00;0,00;
0,00;0,00;191,01;0,37;0,00;0,00;
0,00;0,00;191,17;0,37;0,00;0,00;
0,00;0,00;191,33;0,37;0,00;0,00;
0,00;0,00;191,49;0,37;0,00;0,00;
0,00;0,00;191,65;0,37;0,00;0,00;
0,00;0,00;191,81;0,31;0,00;0,00;
0,00;0,00;191,97;0,45;0,00;0,00;
0,00;0,00;192,13;0,45;0,00;0,00;
0,00;0,00;192,29;0,45;0,00;0,00;
0,00;0,00;192,45;0,37;0,00;0,00;
0,00;0,00;192,61;0,45;0,00;0,00;
0,00;0,00;192,77;0,45;0,00;0,00;
0,00;0,00;192,93;0,37;0,00;0,00;
0,00;0,00;193,09;0,37;0,00;0,00;
0,00;0,00;193,25;0,45;0,00;0,00;
0,00;0,00;193,41;0,37;0,00;0,00;
0,00;0,00;193,57;0,45;0,00;0,00;
0,00;0,00;193,73;0,45;0,00;0,00;
0,00;0,00;193,89;0,45;0,00;0,00;
0,00;0,00;194,05;0,31;0,00;0,00;
0,00;0,00;194,21;0,53;0,00;0,00;
0,00;0,00;194,37;0,37;0,00;0,00;
0,00;0,00;194,53;0,37;0,00;0,00;
0,00;0,00;194,69;0,37;0,00;0,00;
0,00;0,00;194,85;0,45;0,00;0,00;
0,00;0,00;195,01;0,37;0,00;0,00;
0,00;0,00;195,17;0,45;0,00;0,00;
0,00;0,00;195,33;0,45;0,00;0,00;
0,00;0,00;195,49;0,45;0,00;0,00;
0,00;0,00;195,65;0,98;0,00;0,00;
0,00;0,00;195,81;2,88;0,00;0,00;
0,00;0,00;195,89;3,66;0,00;0,00;
0,00;0,00;195,89;3,66;0,00;0,00;
0,00;0,00;195,89;3,50;0,00;0,00;
0,00;0,00;195,54;0,08;0,00;0,00;
0,00;0,00;194,85;-0,08;0,00;0,00;
0,00;0,00;193,80;0,08;0,00;0,00;
0,00;0,00;192,35;-0,16;0,00;0,00;
0,00;0,00;190,52;-0,08;0,00;0,00;
0,00;0,00;185,95;0,16;0,00;0,00;
0,00;0,00;183,57;-0,08;0,00;0,00;
0,00;0,00;181,16;-0,08;0,00;0,00;
0,00;0,00;178,76;-0,08;0,00;0,00;
0,00;0,00;176,36;0,08;0,00;0,00;
0,00;0,00;169,15;-0,08;0,00;0,00;
0,00;0,00;166,75;-0,08;0,00;0,00;
0,00;0,00;161,96;0,08;0,00;0,00;
0,00;0,00;154,75;0,16;0,00;0,00;
0,00;0,00;152,35;0,16;0,00;0,00;
0,00;0,00;149,96;0,16;0,00;0,00;
0,00;0,00;145,15;-0,08;0,00;0,00;
0,00;0,00;140,35;0,16;0,00;0,00;
0,00;0,00;137,96;0,16;0,00;0,00;
0,00;0,00;135,55;0,08;0,00;0,00;
0,00;0,00;130,75;0,08;0,00;0,00;
0,00;0,00;128,35;0,16;0,00;0,00;
0,00;0,00;125,96;0,08;0,00;0,00;
0,00;0,00;121,15;0,08;0,00;0,00;
0,00;0,00;118,75;0,16;0,00;0,00;
0,00;0,00;116,35;0,16;0,00;0,00;
0,00;0,00;113,96;0,16;0,00;0,00;
0,00;0,00;111,55;0,08;0,00;0,00;
0,00;0,00;106,75;0,16;0,00;0,00;
0,00;0,00;104,35;0,16;0,00;0,00;
0,00;0,00;101,96;0,16;0,00;0,00;
0,00;0,00;97,15;0,08;0,00;0,00;
0,00;0,00;94,75;0,16;0,00;0,00;
0,00;0,00;92,35;0,16;0,00;0,00;
0,00;0,00;89,96;0,16;0,00;0,00;
0,00;0,00;85,15;0,08;0,00;0,00;
0,00;0,00;82,75;0,16;0,00;0,00;
0,00;0,00;80,35;0,16;0,00;0,00;
0,00;0,00;77,96;0,08;0,00;0,00;
0,00;0,00;75,55;0,08;0,00;0,00;
0,00;0,00;70,75;0,08;0,00;0,00;
0,00;0,00;68,35;0,16;0,00;0,00;
0,00;0,00;65,96;0,08;0,00;0,00;
0,00;0,00;63,55;0,08;0,00;0,00;
0,00;0,00;58,75;0,08;0,00;0,00;
0,00;0,00;56,35;0,16;0,00;0,00;
0,00;0,00;53,96;0,16;0,00;0,00;
0,00;0,00;49,15;0,08;0,00;0,00;
0,00;0,00;46,75;0,08;0,00;0,00;
0,00;0,00;44,35;0,16;0,00;0,00;
0,00;0,00;41,96;0,16;0,00;0,00;
0,00;0,00;39,55;0,08;0,00;0,00;
0,00;0,00;34,75;0,08;0,00;0,00;
0,00;0,00;32,35;0,16;0,00;0,00;
0,00;0,00;29,96;0,23;0,00;0,00;
0,00;0,00;27,80;0,16;0,00;0,00;
0,00;0,00;25,99;0,16;0,00;0,00;
0,00;0,00;24,52;0,23;0,00;0,00;
0,00;0,00;23,43;0,23;0,00;0,00;
0,00;0,00;22,72;0,31;0,00;0,00;
0,00;0,00;22,38;0,31;0,00;0,00;
0,00;0,00;22,31;0,31;0,00;0,00;
0,00;0,00;22,28;0,31;0,00;0,00;
