Nr;Date;ProgNr;ProgName;State;PartInfo;
25803;23.02.21 09:01:37;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210222150519P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,44;0,14;0,00;0,00;
0,00;0,00;75,05;0,14;0,00;0,00;
0,00;0,00;76,00;0,06;0,00;0,00;
0,00;0,00;77,35;0,14;0,00;0,00;
0,00;0,00;79,09;0,30;0,00;0,00;
0,00;0,00;81,21;0,22;0,00;0,00;
0,00;0,00;83,57;0,14;0,00;0,00;
0,00;0,00;85,93;0,14;0,00;0,00;
0,00;0,00;88,34;0,22;0,00;0,00;
0,00;0,00;90,74;0,22;0,00;0,00;
0,00;0,00;93,15;0,14;0,00;0,00;
0,00;0,00;95,54;0,14;0,00;0,00;
0,00;0,00;97,95;0,14;0,00;0,00;
0,00;0,00;100,35;0,22;0,00;0,00;
0,00;0,00;102,74;0,22;0,00;0,00;
0,00;0,00;105,15;0,22;0,00;0,00;
0,00;0,00;107,54;0,14;0,00;0,00;
0,00;0,00;109,95;0,14;0,00;0,00;
0,00;0,00;112,35;0,22;0,00;0,00;
0,00;0,00;114,74;0,14;0,00;0,00;
0,00;0,00;117,15;0,14;0,00;0,00;
0,00;0,00;119,54;0,06;0,00;0,00;
0,00;0,00;121,95;0,14;0,00;0,00;
0,00;0,00;124,35;0,22;0,00;0,00;
0,00;0,00;126,75;0,14;0,00;0,00;
0,00;0,00;129,15;0,06;0,00;0,00;
0,00;0,00;133,95;0,06;0,00;0,00;
0,00;0,00;136,35;0,14;0,00;0,00;
0,00;0,00;138,74;0,14;0,00;0,00;
0,00;0,00;141,15;0,06;0,00;0,00;
0,00;0,00;143,54;0,06;0,00;0,00;
0,00;0,00;145,95;0,06;0,00;0,00;
0,00;0,00;148,35;0,14;0,00;0,00;
0,00;0,00;150,75;0,14;0,00;0,00;
0,00;0,00;157,95;0,06;0,00;0,00;
0,00;0,00;160,35;0,14;0,00;0,00;
0,00;0,00;162,75;0,22;0,00;0,00;
0,00;0,00;165,15;0,14;0,00;0,00;
0,00;0,00;167,54;0,06;0,00;0,00;
0,00;0,00;169,95;0,14;0,00;0,00;
0,00;0,00;172,35;0,22;0,00;0,00;
0,00;0,00;174,74;0,22;0,00;0,00;
0,00;0,00;179,54;0,14;0,00;0,00;
0,00;0,00;181,95;0,22;0,00;0,00;
0,00;0,00;184,35;0,22;0,00;0,00;
0,00;0,00;186,75;0,22;0,00;0,00;
0,00;0,00;189,15;0,22;0,00;0,00;
0,00;0,00;191,48;0,14;0,00;0,00;
0,00;0,00;193,43;0,14;0,00;0,00;
0,00;0,00;195,09;0,06;0,00;0,00;
0,00;0,00;196,36;0,06;0,00;0,00;
0,00;0,00;197,25;-0,09;0,00;0,00;
0,00;0,00;198,07;0,14;0,00;0,00;
0,00;0,00;198,84;0,06;0,00;0,00;
0,00;0,00;199,96;0,06;0,00;0,00;
0,00;0,00;200,12;0,06;0,00;0,00;
0,00;0,00;200,28;0,14;0,00;0,00;
0,00;0,00;200,44;0,06;0,00;0,00;
0,00;0,00;200,76;0,06;0,00;0,00;
0,00;0,00;200,92;2,59;0,00;0,00;
0,00;0,00;201,07;6,54;0,00;0,00;
0,00;0,00;201,22;12,48;0,00;0,00;
0,00;0,00;201,24;13,77;0,00;0,00;
0,00;0,00;201,27;16,12;0,00;0,00;
0,00;0,00;201,28;16,51;0,00;0,00;
0,00;0,00;201,28;16,51;0,00;0,00;
0,00;0,00;201,28;16,74;0,00;0,00;
0,00;0,00;201,28;16,88;0,00;0,00;
0,00;0,00;201,29;17,04;0,00;0,00;
0,00;0,00;201,29;17,04;0,00;0,00;
0,00;0,00;201,29;17,12;0,00;0,00;
0,00;0,00;201,29;17,04;0,00;0,00;
0,00;0,00;201,29;17,04;0,00;0,00;
0,00;0,00;201,29;17,12;0,00;0,00;
0,00;0,00;201,29;17,12;0,00;0,00;
0,00;0,00;201,29;17,20;0,00;0,00;
