51445;15.07.21 17:28:00;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210715134043P0045;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,26;0,23;0,00;0,00;
0,00;0,00;74,71;0,16;0,00;0,00;
0,00;0,00;75,48;0,16;0,00;0,00;
0,00;0,00;76,63;0,23;0,00;0,00;
0,00;0,00;78,18;0,22;0,00;0,00;
0,00;0,00;80,10;0,23;0,00;0,00;
0,00;0,00;82,40;0,23;0,00;0,00;
0,00;0,00;84,74;0,08;0,00;0,00;
0,00;0,00;87,13;0,16;0,00;0,00;
0,00;0,00;91,94;0,08;0,00;0,00;
0,00;0,00;94,34;0,16;0,00;0,00;
0,00;0,00;96,74;0,08;0,00;0,00;
0,00;0,00;101,54;0,08;0,00;0,00;
0,00;0,00;106,35;0,16;0,00;0,00;
0,00;0,00;108,75;0,08;0,00;0,00;
0,00;0,00;115,95;0,08;0,00;0,00;
0,00;0,00;130,35;0,16;0,00;0,00;
0,00;0,00;137,54;0,08;0,00;0,00;
0,00;0,00;139,95;0,08;0,00;0,00;
0,00;0,00;142,35;0,08;0,00;0,00;
0,00;0,00;144,75;0,08;0,00;0,00;
0,00;0,00;147,15;0,31;0,00;0,00;
0,00;0,00;149,54;0,08;0,00;0,00;
0,00;0,00;151,95;0,23;0,00;0,00;
0,00;0,00;154,35;0,31;0,00;0,00;
0,00;0,00;156,74;0,16;0,00;0,00;
0,00;0,00;159,15;0,23;0,00;0,00;
0,00;0,00;161,54;0,16;0,00;0,00;
0,00;0,00;163,95;0,23;0,00;0,00;
0,00;0,00;166,35;0,23;0,00;0,00;
0,00;0,00;168,75;0,23;0,00;0,00;
0,00;0,00;171,15;0,16;0,00;0,00;
0,00;0,00;173,54;0,16;0,00;0,00;
0,00;0,00;175,80;0,08;0,00;0,00;
0,00;0,00;177,67;0,16;0,00;0,00;
0,00;0,00;179,23;0,23;0,00;0,00;
0,00;0,00;180,40;0,08;0,00;0,00;
0,00;0,00;181,77;0,08;0,00;0,00;
0,00;0,00;182,39;0,08;0,00;0,00;
0,00;0,00;183,03;0,08;0,00;0,00;
0,00;0,00;184,31;0,08;0,00;0,00;
0,00;0,00;184,63;0,08;0,00;0,00;
0,00;0,00;184,79;0,08;0,00;0,00;
0,00;0,00;184,95;0,08;0,00;0,00;
0,00;0,00;185,11;0,08;0,00;0,00;
0,00;0,00;185,70;0,08;0,00;0,00;
0,00;0,00;185,64;-0,08;0,00;0,00;
0,00;0,00;185,19;-0,23;0,00;0,00;
0,00;0,00;184,43;-0,23;0,00;0,00;
0,00;0,00;184,00;-0,31;0,00;0,00;
0,00;0,00;183,79;-0,16;0,00;0,00;
0,00;0,00;183,70;-0,23;0,00;0,00;
0,00;0,00;183,69;-0,16;0,00;0,00;
0,00;0,00;183,70;-0,08;0,00;0,00;
0,00;0,00;184,02;0,08;0,00;0,00;
0,00;0,00;184,18;0,16;0,00;0,00;
0,00;0,00;184,35;0,23;0,00;0,00;
0,00;0,00;184,51;0,08;0,00;0,00;
0,00;0,00;184,67;0,08;0,00;0,00;
0,00;0,00;184,83;0,08;0,00;0,00;
0,00;0,00;184,99;0,16;0,00;0,00;
0,00;0,00;185,63;0,08;0,00;0,00;
0,00;0,00;186,27;1,82;0,00;0,00;
0,00;0,00;186,42;5,47;0,00;0,00;
