Nr;Date;ProgNr;ProgName;State;PartInfo;
26128;24.02.21 16:20:03;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210224114309P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,86;0,23;0,00;0,00;
0,00;0,00;75,31;0,23;0,00;0,00;
0,00;0,00;76,08;0,39;0,00;0,00;
0,00;0,00;77,23;0,23;0,00;0,00;
0,00;0,00;78,77;0,31;0,00;0,00;
0,00;0,00;80,70;0,39;0,00;0,00;
0,00;0,00;83,00;0,31;0,00;0,00;
0,00;0,00;85,33;0,39;0,00;0,00;
0,00;0,00;87,73;0,39;0,00;0,00;
0,00;0,00;90,14;0,31;0,00;0,00;
0,00;0,00;92,54;0,31;0,00;0,00;
0,00;0,00;94,94;0,31;0,00;0,00;
0,00;0,00;97,35;0,39;0,00;0,00;
0,00;0,00;99,74;0,31;0,00;0,00;
0,00;0,00;102,15;0,23;0,00;0,00;
0,00;0,00;104,54;0,31;0,00;0,00;
0,00;0,00;106,95;0,23;0,00;0,00;
0,00;0,00;109,35;0,39;0,00;0,00;
0,00;0,00;111,75;0,23;0,00;0,00;
0,00;0,00;114,15;0,23;0,00;0,00;
0,00;0,00;116,54;0,16;0,00;0,00;
0,00;0,00;118,95;0,31;0,00;0,00;
0,00;0,00;121,35;0,31;0,00;0,00;
0,00;0,00;123,75;0,39;0,00;0,00;
0,00;0,00;126,15;0,23;0,00;0,00;
0,00;0,00;128,54;0,23;0,00;0,00;
0,00;0,00;130,95;0,31;0,00;0,00;
0,00;0,00;133,35;0,31;0,00;0,00;
0,00;0,00;135,74;0,23;0,00;0,00;
0,00;0,00;138,15;0,23;0,00;0,00;
0,00;0,00;140,54;0,16;0,00;0,00;
0,00;0,00;142,95;0,31;0,00;0,00;
0,00;0,00;145,35;0,39;0,00;0,00;
0,00;0,00;147,75;0,39;0,00;0,00;
0,00;0,00;150,15;0,23;0,00;0,00;
0,00;0,00;152,54;0,31;0,00;0,00;
0,00;0,00;154,95;0,16;0,00;0,00;
0,00;0,00;157,04;0,31;0,00;0,00;
0,00;0,00;158,82;0,39;0,00;0,00;
0,00;0,00;160,25;0,39;0,00;0,00;
0,00;0,00;161,30;0,16;0,00;0,00;
0,00;0,00;161,98;0,23;0,00;0,00;
0,00;0,00;162,28;0,16;0,00;0,00;
0,00;0,00;162,35;0,16;0,00;0,00;
0,00;0,00;162,37;0,16;0,00;0,00;
0,00;0,00;162,47;0,31;0,00;0,00;
0,00;0,00;162,60;0,23;0,00;0,00;
0,00;0,00;162,75;0,23;0,00;0,00;
0,00;0,00;162,92;0,23;0,00;0,00;
0,00;0,00;163,08;0,23;0,00;0,00;
0,00;0,00;163,24;0,23;0,00;0,00;
0,00;0,00;163,40;0,23;0,00;0,00;
0,00;0,00;163,56;0,23;0,00;0,00;
0,00;0,00;163,72;0,23;0,00;0,00;
0,00;0,00;163,88;0,23;0,00;0,00;
0,00;0,00;164,04;0,23;0,00;0,00;
0,00;0,00;164,20;0,23;0,00;0,00;
0,00;0,00;164,35;0,16;0,00;0,00;
0,00;0,00;164,35;0,23;0,00;0,00;
0,00;0,00;164,34;0,08;0,00;0,00;
0,00;0,00;163,98;-0,14;0,00;0,00;
0,00;0,00;163,37;-0,06;0,00;0,00;
0,00;0,00;163,35;-0,06;0,00;0,00;
0,00;0,00;163,35;-0,06;0,00;0,00;
0,00;0,00;163,50;0,23;0,00;0,00;
0,00;0,00;163,63;0,23;0,00;0,00;
0,00;0,00;163,79;0,23;0,00;0,00;
0,00;0,00;163,96;0,23;0,00;0,00;
0,00;0,00;164,12;0,23;0,00;0,00;
0,00;0,00;164,28;0,23;0,00;0,00;
0,00;0,00;164,44;0,23;0,00;0,00;
0,00;0,00;164,60;0,23;0,00;0,00;
0,00;0,00;164,76;0,31;0,00;0,00;
0,00;0,00;164,92;3,66;0,00;0,00;
0,00;0,00;165,07;5,72;0,00;0,00;
0,00;0,00;165,23;6,40;0,00;0,00;
0,00;0,00;165,39;6,64;0,00;0,00;
0,00;0,00;165,55;6,93;0,00;0,00;
0,00;0,00;165,72;6,85;0,00;0,00;
0,00;0,00;165,88;6,64;0,00;0,00;
0,00;0,00;166,04;6,64;0,00;0,00;
0,00;0,00;166,20;6,64;0,00;0,00;
0,00;0,00;166,36;6,32;0,00;0,00;
0,00;0,00;166,52;6,32;0,00;0,00;
