15582;15.02.21 08:32:08;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210212141310P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,30;0,01;0,00;0,00;
0,00;0,00;30,35;0,07;0,00;0,00;
0,00;0,00;30,88;0,06;0,00;0,00;
0,00;0,00;31,92;0,05;0,00;0,00;
0,00;0,00;33,48;0,07;0,00;0,00;
0,00;0,00;35,54;0,07;0,00;0,00;
0,00;0,00;38,12;0,07;0,00;0,00;
0,00;0,00;41,20;0,05;0,00;0,00;
0,00;0,00;44,68;0,05;0,00;0,00;
0,00;0,00;48,19;0,06;0,00;0,00;
0,00;0,00;51,71;0,07;0,00;0,00;
0,00;0,00;55,23;0,05;0,00;0,00;
0,00;0,00;58,75;0,05;0,00;0,00;
0,00;0,00;62,27;0,06;0,00;0,00;
0,00;0,00;65,79;0,07;0,00;0,00;
0,00;0,00;69,31;0,05;0,00;0,00;
0,00;0,00;72,83;0,04;0,00;0,00;
0,00;0,00;76,35;0,05;0,00;0,00;
0,00;0,00;79,83;0,01;0,00;0,00;
0,00;0,00;82,87;0,03;0,00;0,00;
0,00;0,00;85,44;0,02;0,00;0,00;
0,00;0,00;87,51;0,01;0,00;0,00;
0,00;0,00;89,08;0,01;0,00;0,00;
0,00;0,00;90,14;0,00;0,00;0,00;
0,00;0,00;90,70;-0,01;0,00;0,00;
0,00;0,00;90,81;0,01;0,00;0,00;
0,00;0,00;90,83;0,02;0,00;0,00;
0,00;0,00;90,87;0,01;0,00;0,00;
0,00;0,00;90,94;0,01;0,00;0,00;
0,00;0,00;91,00;0,02;0,00;0,00;
0,00;0,00;91,07;0,01;0,00;0,00;
0,00;0,00;91,13;0,03;0,00;0,00;
0,00;0,00;91,20;0,03;0,00;0,00;
0,00;0,00;91,26;0,02;0,00;0,00;
0,00;0,00;91,33;0,03;0,00;0,00;
0,00;0,00;91,39;0,02;0,00;0,00;
0,00;0,00;91,45;0,02;0,00;0,00;
0,00;0,00;91,52;0,02;0,00;0,00;
0,00;0,00;91,58;0,02;0,00;0,00;
0,00;0,00;91,65;0,01;0,00;0,00;
0,00;0,00;91,71;0,03;0,00;0,00;
0,00;0,00;91,77;0,03;0,00;0,00;
0,00;0,00;91,84;0,03;0,00;0,00;
0,00;0,00;91,90;0,03;0,00;0,00;
0,00;0,00;91,97;0,03;0,00;0,00;
0,00;0,00;92,03;0,03;0,00;0,00;
0,00;0,00;92,09;0,03;0,00;0,00;
0,00;0,00;92,16;0,03;0,00;0,00;
