Nr;Date;ProgNr;ProgName;State;PartInfo;
10677;03.02.21 11:21:16;21;Avvicinamento Pressata Finale;position > max position (10);20210203092356A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;-0,04;0,00;0,00;
0,00;0,00;1,12;-0,04;0,00;0,00;
0,00;0,00;4,20;-0,09;0,00;0,00;
0,00;0,00;6,50;-0,09;0,00;0,00;
0,00;0,00;11,21;-0,04;0,00;0,00;
0,00;0,00;16,02;-0,04;0,00;0,00;
0,00;0,00;18,42;-0,04;0,00;0,00;
0,00;0,00;20,82;-0,04;0,00;0,00;
0,00;0,00;25,62;-0,09;0,00;0,00;
0,00;0,00;28,02;-0,09;0,00;0,00;
0,00;0,00;30,42;-0,04;0,00;0,00;
0,00;0,00;32,82;-0,04;0,00;0,00;
0,00;0,00;35,22;-0,04;0,00;0,00;
0,00;0,00;37,62;-0,04;0,00;0,00;
0,00;0,00;42,42;-0,04;0,00;0,00;
0,00;0,00;44,82;-0,09;0,00;0,00;
0,00;0,00;47,22;-0,04;0,00;0,00;
0,00;0,00;49,62;-0,09;0,00;0,00;
0,00;0,00;52,02;-0,04;0,00;0,00;
0,00;0,00;54,42;-0,13;0,00;0,00;
0,00;0,00;56,82;-0,04;0,00;0,00;
0,00;0,00;59,22;-0,04;0,00;0,00;
0,00;0,00;61,62;-0,04;0,00;0,00;
0,00;0,00;64,02;-0,09;0,00;0,00;
0,00;0,00;66,42;-0,09;0,00;0,00;
0,00;0,00;68,82;-0,04;0,00;0,00;
0,00;0,00;71,22;-0,09;0,00;0,00;
0,00;0,00;73,62;-0,04;0,00;0,00;
0,00;0,00;76,02;-0,04;0,00;0,00;
0,00;0,00;78,42;-0,04;0,00;0,00;
0,00;0,00;80,82;-0,04;0,00;0,00;
0,00;0,00;83,22;-0,09;0,00;0,00;
0,00;0,00;85,62;-0,04;0,00;0,00;
0,00;0,00;88,02;-0,09;0,00;0,00;
0,00;0,00;90,42;-0,04;0,00;0,00;
0,00;0,00;92,82;-0,09;0,00;0,00;
0,00;0,00;95,22;-0,04;0,00;0,00;
0,00;0,00;97,62;-0,04;0,00;0,00;
0,00;0,00;100,02;-0,04;0,00;0,00;
0,00;0,00;102,42;-0,09;0,00;0,00;
0,00;0,00;104,82;-0,09;0,00;0,00;
0,00;0,00;107,22;-0,04;0,00;0,00;
0,00;0,00;112,02;-0,04;0,00;0,00;
0,00;0,00;114,42;-0,04;0,00;0,00;
0,00;0,00;116,82;-0,09;0,00;0,00;
0,00;0,00;119,22;-0,04;0,00;0,00;
0,00;0,00;124,02;-0,04;0,00;0,00;
0,00;0,00;126,42;-0,13;0,00;0,00;
0,00;0,00;128,82;-0,04;0,00;0,00;
0,00;0,00;131,22;-0,09;0,00;0,00;
0,00;0,00;133,62;-0,04;0,00;0,00;
0,00;0,00;136,02;-0,04;0,00;0,00;
0,00;0,00;138,42;-0,04;0,00;0,00;
0,00;0,00;143,22;-0,09;0,00;0,00;
0,00;0,00;145,62;-0,09;0,00;0,00;
0,00;0,00;148,02;-0,09;0,00;0,00;
0,00;0,00;150,42;-0,04;0,00;0,00;
