47315;22.06.21 10:47:45;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210622083201P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,23;0,00;0,00;
0,00;0,00;0,51;0,47;0,00;0,00;
0,00;0,00;1,28;0,39;0,00;0,00;
0,00;0,00;2,43;0,47;0,00;0,00;
0,00;0,00;3,98;0,39;0,00;0,00;
0,00;0,00;5,90;0,39;0,00;0,00;
0,00;0,00;8,20;0,39;0,00;0,00;
0,00;0,00;10,54;0,31;0,00;0,00;
0,00;0,00;12,93;0,47;0,00;0,00;
0,00;0,00;15,34;0,47;0,00;0,00;
0,00;0,00;17,74;0,47;0,00;0,00;
0,00;0,00;20,15;0,47;0,00;0,00;
0,00;0,00;22,54;0,47;0,00;0,00;
0,00;0,00;24,95;0,47;0,00;0,00;
0,00;0,00;27,35;0,55;0,00;0,00;
0,00;0,00;29,75;0,47;0,00;0,00;
0,00;0,00;32,15;0,47;0,00;0,00;
0,00;0,00;34,54;0,39;0,00;0,00;
0,00;0,00;36,95;0,39;0,00;0,00;
0,00;0,00;39,35;0,47;0,00;0,00;
0,00;0,00;41,75;0,39;0,00;0,00;
0,00;0,00;44,15;0,39;0,00;0,00;
0,00;0,00;46,54;0,31;0,00;0,00;
0,00;0,00;48,95;0,39;0,00;0,00;
0,00;0,00;51,35;0,47;0,00;0,00;
0,00;0,00;53,75;0,39;0,00;0,00;
0,00;0,00;56,15;0,39;0,00;0,00;
0,00;0,00;58,54;0,31;0,00;0,00;
0,00;0,00;60,95;0,47;0,00;0,00;
0,00;0,00;63,35;0,39;0,00;0,00;
0,00;0,00;65,75;0,39;0,00;0,00;
0,00;0,00;68,15;0,31;0,00;0,00;
0,00;0,00;70,54;0,39;0,00;0,00;
0,00;0,00;72,95;0,47;0,00;0,00;
0,00;0,00;75,35;0,39;0,00;0,00;
0,00;0,00;77,75;0,31;0,00;0,00;
0,00;0,00;80,15;0,31;0,00;0,00;
0,00;0,00;82,54;0,31;0,00;0,00;
0,00;0,00;84,95;0,31;0,00;0,00;
0,00;0,00;87,35;0,39;0,00;0,00;
0,00;0,00;89,75;0,39;0,00;0,00;
0,00;0,00;92,15;0,39;0,00;0,00;
0,00;0,00;94,54;0,23;0,00;0,00;
0,00;0,00;96,95;0,31;0,00;0,00;
0,00;0,00;99,35;0,39;0,00;0,00;
0,00;0,00;101,75;0,23;0,00;0,00;
0,00;0,00;104,15;0,47;0,00;0,00;
0,00;0,00;106,54;0,23;0,00;0,00;
0,00;0,00;108,95;0,23;0,00;0,00;
0,00;0,00;111,35;0,39;0,00;0,00;
0,00;0,00;113,74;0,31;0,00;0,00;
0,00;0,00;116,15;0,31;0,00;0,00;
0,00;0,00;118,54;0,31;0,00;0,00;
0,00;0,00;120,95;0,39;0,00;0,00;
0,00;0,00;123,35;0,39;0,00;0,00;
0,00;0,00;125,75;0,23;0,00;0,00;
0,00;0,00;128,15;0,23;0,00;0,00;
0,00;0,00;130,54;0,23;0,00;0,00;
0,00;0,00;132,95;0,31;0,00;0,00;
0,00;0,00;135,35;0,23;0,00;0,00;
0,00;0,00;137,75;0,31;0,00;0,00;
0,00;0,00;140,15;0,31;0,00;0,00;
0,00;0,00;142,54;0,23;0,00;0,00;
0,00;0,00;144,95;0,23;0,00;0,00;
0,00;0,00;147,35;0,39;0,00;0,00;
0,00;0,00;149,75;0,31;0,00;0,00;
0,00;0,00;152,15;0,23;0,00;0,00;
0,00;0,00;154,54;0,23;0,00;0,00;
0,00;0,00;156,95;0,39;0,00;0,00;
0,00;0,00;159,35;0,39;0,00;0,00;
0,00;0,00;161,74;0,39;0,00;0,00;
0,00;0,00;164,15;0,47;0,00;0,00;
0,00;0,00;166,54;0,47;0,00;0,00;
0,00;0,00;168,95;0,47;0,00;0,00;
0,00;0,00;171,35;0,39;0,00;0,00;
0,00;0,00;173,74;0,47;0,00;0,00;
0,00;0,00;176,00;0,31;0,00;0,00;
0,00;0,00;177,86;0,39;0,00;0,00;
0,00;0,00;179,41;0,31;0,00;0,00;
0,00;0,00;180,56;0,31;0,00;0,00;
0,00;0,00;181,32;0,23;0,00;0,00;
0,00;0,00;181,70;0,16;0,00;0,00;
0,00;0,00;181,79;0,39;0,00;0,00;
0,00;0,00;181,81;0,47;0,00;0,00;
0,00;0,00;181,92;0,31;0,00;0,00;
0,00;0,00;182,05;0,39;0,00;0,00;
0,00;0,00;182,20;0,31;0,00;0,00;
0,00;0,00;182,37;0,31;0,00;0,00;
0,00;0,00;182,53;0,31;0,00;0,00;
0,00;0,00;182,69;0,39;0,00;0,00;
0,00;0,00;182,85;0,39;0,00;0,00;
0,00;0,00;183,01;0,39;0,00;0,00;
0,00;0,00;183,17;0,47;0,00;0,00;
0,00;0,00;183,33;0,47;0,00;0,00;
0,00;0,00;183,49;0,39;0,00;0,00;
0,00;0,00;183,65;0,39;0,00;0,00;
0,00;0,00;183,81;0,31;0,00;0,00;
0,00;0,00;183,97;0,47;0,00;0,00;
0,00;0,00;184,13;0,39;0,00;0,00;
0,00;0,00;184,29;0,39;0,00;0,00;
0,00;0,00;184,45;0,47;0,00;0,00;
0,00;0,00;184,61;0,47;0,00;0,00;
0,00;0,00;184,77;0,39;0,00;0,00;
0,00;0,00;184,93;0,39;0,00;0,00;
0,00;0,00;185,09;0,47;0,00;0,00;
0,00;0,00;185,25;0,47;0,00;0,00;
0,00;0,00;185,41;0,47;0,00;0,00;
0,00;0,00;185,57;0,47;0,00;0,00;
0,00;0,00;185,73;0,31;0,00;0,00;
0,00;0,00;185,89;0,47;0,00;0,00;
0,00;0,00;186,05;0,47;0,00;0,00;
0,00;0,00;186,21;0,47;0,00;0,00;
0,00;0,00;186,37;0,47;0,00;0,00;
0,00;0,00;186,53;0,47;0,00;0,00;
0,00;0,00;186,69;0,39;0,00;0,00;
0,00;0,00;186,85;0,47;0,00;0,00;
0,00;0,00;187,01;1,53;0,00;0,00;
0,00;0,00;187,17;1,76;0,00;0,00;
0,00;0,00;187,33;1,99;0,00;0,00;
0,00;0,00;187,49;2,13;0,00;0,00;
0,00;0,00;187,65;2,29;0,00;0,00;
0,00;0,00;187,80;2,29;0,00;0,00;
0,00;0,00;187,80;1,76;0,00;0,00;
0,00;0,00;187,79;1,60;0,00;0,00;
0,00;0,00;187,43;-0,08;0,00;0,00;
0,00;0,00;186,75;-0,14;0,00;0,00;
0,00;0,00;185,69;-0,08;0,00;0,00;
