12676;12.10.20 14:01:53;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20201009163724P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,96;0,18;0,00;0,00;
0,00;0,00;42,51;0,06;0,00;0,00;
0,00;0,00;43,54;0,13;0,00;0,00;
0,00;0,00;45,06;0,18;0,00;0,00;
0,00;0,00;47,11;0,15;0,00;0,00;
0,00;0,00;49,67;0,20;0,00;0,00;
0,00;0,00;52,73;0,16;0,00;0,00;
0,00;0,00;55,85;0,11;0,00;0,00;
0,00;0,00;59,03;0,11;0,00;0,00;
0,00;0,00;62,24;0,09;0,00;0,00;
0,00;0,00;65,44;0,11;0,00;0,00;
0,00;0,00;68,64;0,09;0,00;0,00;
0,00;0,00;71,85;0,04;0,00;0,00;
0,00;0,00;75,05;0,04;0,00;0,00;
0,00;0,00;78,25;0,06;0,00;0,00;
0,00;0,00;81,45;0,06;0,00;0,00;
0,00;0,00;84,65;0,13;0,00;0,00;
0,00;0,00;87,85;0,06;0,00;0,00;
0,00;0,00;91,05;0,09;0,00;0,00;
0,00;0,00;94,25;0,11;0,00;0,00;
0,00;0,00;97,45;0,06;0,00;0,00;
0,00;0,00;100,65;0,13;0,00;0,00;
0,00;0,00;103,85;0,06;0,00;0,00;
0,00;0,00;107,05;0,09;0,00;0,00;
0,00;0,00;110,25;0,09;0,00;0,00;
0,00;0,00;113,45;0,09;0,00;0,00;
0,00;0,00;116,65;0,13;0,00;0,00;
0,00;0,00;119,85;0,09;0,00;0,00;
0,00;0,00;123,05;0,06;0,00;0,00;
0,00;0,00;126,25;0,09;0,00;0,00;
0,00;0,00;129,45;0,02;0,00;0,00;
0,00;0,00;132,65;0,13;0,00;0,00;
0,00;0,00;135,85;0,06;0,00;0,00;
0,00;0,00;139,05;0,04;0,00;0,00;
0,00;0,00;142,18;-0,07;0,00;0,00;
0,00;0,00;144,80;0,02;0,00;0,00;
0,00;0,00;146,98;0,04;0,00;0,00;
0,00;0,00;148,66;-0,02;0,00;0,00;
0,00;0,00;149,82;-0,02;0,00;0,00;
0,00;0,00;150,72;0,06;0,00;0,00;
0,00;0,00;151,35;0,02;0,00;0,00;
0,00;0,00;151,51;0,02;0,00;0,00;
0,00;0,00;152,15;0,02;0,00;0,00;
0,00;0,00;152,79;0,02;0,00;0,00;
0,00;0,00;152,95;0,04;0,00;0,00;
0,00;0,00;153,11;0,04;0,00;0,00;
0,00;0,00;153,27;0,02;0,00;0,00;
0,00;0,00;153,43;0,02;0,00;0,00;
0,00;0,00;153,59;0,02;0,00;0,00;
0,00;0,00;153,75;0,04;0,00;0,00;
0,00;0,00;153,91;0,06;0,00;0,00;
0,00;0,00;154,07;0,09;0,00;0,00;
0,00;0,00;154,23;0,04;0,00;0,00;
0,00;0,00;154,39;0,09;0,00;0,00;
0,00;0,00;154,55;0,22;0,00;0,00;
0,00;0,00;154,71;0,22;0,00;0,00;
0,00;0,00;154,87;0,29;0,00;0,00;
0,00;0,00;155,03;0,56;0,00;0,00;
0,00;0,00;155,19;0,77;0,00;0,00;
0,00;0,00;155,35;1,04;0,00;0,00;
0,00;0,00;155,50;1,40;0,00;0,00;
0,00;0,00;155,66;1,69;0,00;0,00;
0,00;0,00;155,82;1,94;0,00;0,00;
0,00;0,00;155,98;2,10;0,00;0,00;
0,00;0,00;156,14;2,26;0,00;0,00;
0,00;0,00;156,30;2,37;0,00;0,00;
0,00;0,00;156,46;2,53;0,00;0,00;
0,00;0,00;156,63;2,69;0,00;0,00;
0,00;0,00;156,70;2,53;0,00;0,00;
0,00;0,00;156,56;0,49;0,00;0,00;
0,00;0,00;155,90;-0,16;0,00;0,00;
0,00;0,00;154,82;-0,07;0,00;0,00;
0,00;0,00;154,14;-0,12;0,00;0,00;
0,00;0,00;153,81;-0,00;0,00;0,00;
0,00;0,00;153,79;0,04;0,00;0,00;
0,00;0,00;153,93;0,04;0,00;0,00;
0,00;0,00;154,09;0,04;0,00;0,00;
0,00;0,00;154,26;0,02;0,00;0,00;
0,00;0,00;154,42;0,02;0,00;0,00;
0,00;0,00;155,07;0,02;0,00;0,00;
0,00;0,00;155,23;0,04;0,00;0,00;
0,00;0,00;155,39;0,02;0,00;0,00;
0,00;0,00;155,55;0,04;0,00;0,00;
0,00;0,00;155,71;0,04;0,00;0,00;
0,00;0,00;155,87;0,02;0,00;0,00;
0,00;0,00;156,03;0,02;0,00;0,00;
0,00;0,00;156,19;0,06;0,00;0,00;
0,00;0,00;156,35;0,16;0,00;0,00;
0,00;0,00;156,51;0,24;0,00;0,00;
0,00;0,00;156,67;1,17;0,00;0,00;
0,00;0,00;156,81;2,87;0,00;0,00;
0,00;0,00;156,97;2,98;0,00;0,00;
0,00;0,00;157,13;3,12;0,00;0,00;
0,00;0,00;157,30;3,25;0,00;0,00;
0,00;0,00;157,46;3,36;0,00;0,00;
0,00;0,00;157,62;3,53;0,00;0,00;
0,00;0,00;157,78;3,64;0,00;0,00;
0,00;0,00;157,94;3,80;0,00;0,00;
0,00;0,00;158,10;3,91;0,00;0,00;
0,00;0,00;158,26;4,02;0,00;0,00;
0,00;0,00;158,42;4,18;0,00;0,00;
0,00;0,00;158,59;4,34;0,00;0,00;
0,00;0,00;158,75;4,43;0,00;0,00;
0,00;0,00;158,90;4,52;0,00;0,00;
0,00;0,00;159,07;4,66;0,00;0,00;
0,00;0,00;159,23;4,84;0,00;0,00;
0,00;0,00;159,39;4,95;0,00;0,00;
0,00;0,00;159,55;5,09;0,00;0,00;
0,00;0,00;159,71;5,20;0,00;0,00;
0,00;0,00;159,87;5,31;0,00;0,00;
0,00;0,00;160,03;5,47;0,00;0,00;
0,00;0,00;160,19;5,56;0,00;0,00;
0,00;0,00;160,34;5,72;0,00;0,00;
0,00;0,00;160,50;5,83;0,00;0,00;
0,00;0,00;160,66;5,97;0,00;0,00;
0,00;0,00;160,82;6,08;0,00;0,00;
0,00;0,00;160,98;6,22;0,00;0,00;
0,00;0,00;161,15;6,33;0,00;0,00;
0,00;0,00;161,31;6,47;0,00;0,00;
0,00;0,00;161,47;6,60;0,00;0,00;
0,00;0,00;161,63;6,71;0,00;0,00;
0,00;0,00;161,79;6,83;0,00;0,00;
