Nr;Date;ProgNr;ProgName;State;PartInfo;
21832;17.06.21 11:36:42;21;Avvicinamento Pressata Finale;Alcun errore (0);20210617102418A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,00;-0,04;0,00;0,00;
0,00;0,00;21,12;0,04;0,00;0,00;
0,00;0,00;24,20;-0,05;0,00;0,00;
0,00;0,00;28,82;-0,01;0,00;0,00;
0,00;0,00;33,63;-0,04;0,00;0,00;
0,00;0,00;43,22;0,04;0,00;0,00;
0,00;0,00;48,02;-0,01;0,00;0,00;
0,00;0,00;62,42;-0,01;0,00;0,00;
0,00;0,00;72,02;-0,01;0,00;0,00;
0,00;0,00;81,62;-0,01;0,00;0,00;
0,00;0,00;91,22;-0,04;0,00;0,00;
0,00;0,00;96,02;-0,04;0,00;0,00;
0,00;0,00;100,82;-0,04;0,00;0,00;
0,00;0,00;110,42;-0,04;0,00;0,00;
0,00;0,00;115,22;-0,04;0,00;0,00;
0,00;0,00;120,02;-0,01;0,00;0,00;
0,00;0,00;129,62;-0,04;0,00;0,00;
0,00;0,00;134,42;0,04;0,00;0,00;
0,00;0,00;139,22;-0,04;0,00;0,00;
0,00;0,00;144,02;-0,09;0,00;0,00;
0,00;0,00;148,82;-0,04;0,00;0,00;
0,00;0,00;153,62;-0,04;0,00;0,00;
0,00;0,00;163,22;0,04;0,00;0,00;
0,00;0,00;168,02;-0,09;0,00;0,00;
0,00;0,00;172,82;-0,04;0,00;0,00;
0,00;0,00;182,42;-0,04;0,00;0,00;
0,00;0,00;187,22;-0,01;0,00;0,00;
0,00;0,00;192,02;-0,04;0,00;0,00;
0,00;0,00;196,82;-0,01;0,00;0,00;
0,00;0,00;214,92;-0,13;0,00;0,00;
0,00;0,00;217,02;-0,01;0,00;0,00;
0,00;0,00;217,60;0,04;0,00;0,00;
0,00;0,00;217,80;0,04;0,00;0,00;
0,00;0,00;217,99;0,04;0,00;0,00;
0,00;0,00;218,18;0,08;0,00;0,00;
0,00;0,00;218,56;0,12;0,00;0,00;
0,00;0,00;218,76;0,12;0,00;0,00;
0,00;0,00;218,95;0,12;0,00;0,00;
0,00;0,00;219,33;0,04;0,00;0,00;
0,00;0,00;219,52;0,04;0,00;0,00;
0,00;0,00;219,72;0,08;0,00;0,00;
0,00;0,00;219,91;0,12;0,00;0,00;
0,00;0,00;220,10;0,08;0,00;0,00;
0,00;0,00;220,29;0,04;0,00;0,00;
