36593;09.03.21 08:21:10;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210308145858P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,96;0,20;0,00;0,00;
0,00;0,00;42,52;0,09;0,00;0,00;
0,00;0,00;43,54;0,16;0,00;0,00;
0,00;0,00;45,07;0,16;0,00;0,00;
0,00;0,00;47,11;0,13;0,00;0,00;
0,00;0,00;49,67;0,16;0,00;0,00;
0,00;0,00;52,73;0,18;0,00;0,00;
0,00;0,00;55,85;0,13;0,00;0,00;
0,00;0,00;59,03;0,11;0,00;0,00;
0,00;0,00;62,25;0,13;0,00;0,00;
0,00;0,00;65,45;0,09;0,00;0,00;
0,00;0,00;68,65;0,13;0,00;0,00;
0,00;0,00;71,85;0,07;0,00;0,00;
0,00;0,00;75,05;0,11;0,00;0,00;
0,00;0,00;78,25;0,13;0,00;0,00;
0,00;0,00;81,45;0,11;0,00;0,00;
0,00;0,00;84,65;0,13;0,00;0,00;
0,00;0,00;87,85;0,11;0,00;0,00;
0,00;0,00;91,05;0,09;0,00;0,00;
0,00;0,00;94,25;0,11;0,00;0,00;
0,00;0,00;97,45;0,06;0,00;0,00;
0,00;0,00;100,65;0,13;0,00;0,00;
0,00;0,00;103,85;0,09;0,00;0,00;
0,00;0,00;107,05;0,09;0,00;0,00;
0,00;0,00;110,25;0,11;0,00;0,00;
0,00;0,00;113,45;0,09;0,00;0,00;
0,00;0,00;116,65;0,11;0,00;0,00;
0,00;0,00;119,85;0,11;0,00;0,00;
0,00;0,00;123,05;0,11;0,00;0,00;
0,00;0,00;126,25;0,11;0,00;0,00;
0,00;0,00;129,45;0,09;0,00;0,00;
0,00;0,00;132,65;0,11;0,00;0,00;
0,00;0,00;135,85;0,11;0,00;0,00;
0,00;0,00;139,05;0,11;0,00;0,00;
0,00;0,00;142,18;-0,07;0,00;0,00;
0,00;0,00;144,80;0,06;0,00;0,00;
0,00;0,00;146,98;0,02;0,00;0,00;
0,00;0,00;148,66;0,02;0,00;0,00;
0,00;0,00;149,82;-0,02;0,00;0,00;
0,00;0,00;150,66;0,02;0,00;0,00;
0,00;0,00;150,72;0,09;0,00;0,00;
0,00;0,00;151,02;0,02;0,00;0,00;
0,00;0,00;151,19;0,02;0,00;0,00;
0,00;0,00;151,35;0,07;0,00;0,00;
0,00;0,00;151,51;0,05;0,00;0,00;
0,00;0,00;151,67;0,07;0,00;0,00;
0,00;0,00;151,83;0,05;0,00;0,00;
0,00;0,00;151,99;0,07;0,00;0,00;
0,00;0,00;152,15;0,02;0,00;0,00;
0,00;0,00;152,31;0,02;0,00;0,00;
0,00;0,00;152,47;0,07;0,00;0,00;
0,00;0,00;152,63;0,05;0,00;0,00;
0,00;0,00;152,79;0,07;0,00;0,00;
0,00;0,00;152,95;0,05;0,00;0,00;
0,00;0,00;153,11;0,05;0,00;0,00;
0,00;0,00;153,27;0,07;0,00;0,00;
0,00;0,00;153,43;0,02;0,00;0,00;
0,00;0,00;153,59;0,07;0,00;0,00;
0,00;0,00;153,75;0,02;0,00;0,00;
0,00;0,00;153,91;0,07;0,00;0,00;
0,00;0,00;154,07;0,11;0,00;0,00;
0,00;0,00;154,23;0,25;0,00;0,00;
0,00;0,00;154,39;0,27;0,00;0,00;
0,00;0,00;154,55;0,77;0,00;0,00;
0,00;0,00;154,70;1,00;0,00;0,00;
0,00;0,00;154,86;1,08;0,00;0,00;
0,00;0,00;155,03;1,27;0,00;0,00;
0,00;0,00;155,19;1,33;0,00;0,00;
0,00;0,00;155,35;1,40;0,00;0,00;
0,00;0,00;155,51;1,49;0,00;0,00;
