36596;09.03.21 08:21:49;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210308145858A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,96;0,18;0,00;0,00;
0,00;0,00;42,52;0,11;0,00;0,00;
0,00;0,00;43,54;0,11;0,00;0,00;
0,00;0,00;45,07;0,18;0,00;0,00;
0,00;0,00;47,11;0,18;0,00;0,00;
0,00;0,00;49,67;0,18;0,00;0,00;
0,00;0,00;52,73;0,18;0,00;0,00;
0,00;0,00;55,85;0,16;0,00;0,00;
0,00;0,00;59,03;0,13;0,00;0,00;
0,00;0,00;62,25;0,11;0,00;0,00;
0,00;0,00;65,45;0,11;0,00;0,00;
0,00;0,00;68,65;0,13;0,00;0,00;
0,00;0,00;71,85;0,09;0,00;0,00;
0,00;0,00;75,05;0,11;0,00;0,00;
0,00;0,00;78,25;0,13;0,00;0,00;
0,00;0,00;81,45;0,11;0,00;0,00;
0,00;0,00;84,65;0,13;0,00;0,00;
0,00;0,00;87,85;0,09;0,00;0,00;
0,00;0,00;91,05;0,09;0,00;0,00;
0,00;0,00;94,25;0,11;0,00;0,00;
0,00;0,00;97,45;0,09;0,00;0,00;
0,00;0,00;100,65;0,11;0,00;0,00;
0,00;0,00;103,85;0,09;0,00;0,00;
0,00;0,00;107,05;0,13;0,00;0,00;
0,00;0,00;110,25;0,11;0,00;0,00;
0,00;0,00;113,45;0,11;0,00;0,00;
0,00;0,00;116,65;0,11;0,00;0,00;
0,00;0,00;119,85;0,13;0,00;0,00;
0,00;0,00;123,05;0,13;0,00;0,00;
0,00;0,00;126,25;0,11;0,00;0,00;
0,00;0,00;129,45;0,09;0,00;0,00;
0,00;0,00;132,65;0,09;0,00;0,00;
0,00;0,00;135,85;0,07;0,00;0,00;
0,00;0,00;139,05;0,11;0,00;0,00;
0,00;0,00;142,18;-0,05;0,00;0,00;
0,00;0,00;144,80;0,05;0,00;0,00;
0,00;0,00;146,98;0,05;0,00;0,00;
0,00;0,00;149,82;-0,02;0,00;0,00;
0,00;0,00;150,66;0,02;0,00;0,00;
0,00;0,00;150,72;0,07;0,00;0,00;
0,00;0,00;151,19;0,02;0,00;0,00;
0,00;0,00;151,35;0,07;0,00;0,00;
0,00;0,00;151,51;0,02;0,00;0,00;
0,00;0,00;151,67;0,02;0,00;0,00;
0,00;0,00;151,83;0,05;0,00;0,00;
0,00;0,00;151,99;0,05;0,00;0,00;
0,00;0,00;152,15;0,09;0,00;0,00;
0,00;0,00;152,31;0,02;0,00;0,00;
0,00;0,00;152,47;0,05;0,00;0,00;
0,00;0,00;152,63;0,05;0,00;0,00;
0,00;0,00;152,79;0,02;0,00;0,00;
0,00;0,00;152,95;0,07;0,00;0,00;
0,00;0,00;153,11;0,05;0,00;0,00;
0,00;0,00;153,27;0,07;0,00;0,00;
0,00;0,00;153,43;0,07;0,00;0,00;
0,00;0,00;153,59;0,07;0,00;0,00;
0,00;0,00;153,75;0,02;0,00;0,00;
0,00;0,00;153,91;0,25;0,00;0,00;
0,00;0,00;154,07;0,27;0,00;0,00;
0,00;0,00;154,23;0,43;0,00;0,00;
0,00;0,00;154,39;0,79;0,00;0,00;
0,00;0,00;154,55;0,93;0,00;0,00;
0,00;0,00;154,71;1,04;0,00;0,00;
0,00;0,00;154,87;1,18;0,00;0,00;
0,00;0,00;155,03;1,36;0,00;0,00;
0,00;0,00;155,19;1,45;0,00;0,00;
0,00;0,00;155,35;1,54;0,00;0,00;
0,00;0,00;155,51;1,63;0,00;0,00;
0,00;0,00;155,67;1,72;0,00;0,00;
0,00;0,00;155,83;1,83;0,00;0,00;
0,00;0,00;155,99;1,92;0,00;0,00;
0,00;0,00;156,15;1,99;0,00;0,00;
0,00;0,00;156,31;2,08;0,00;0,00;
0,00;0,00;156,47;2,17;0,00;0,00;
0,00;0,00;156,63;2,26;0,00;0,00;
0,00;0,00;156,71;2,10;0,00;0,00;
0,00;0,00;156,71;1,99;0,00;0,00;
0,00;0,00;156,56;0,24;0,00;0,00;
0,00;0,00;155,90;-0,27;0,00;0,00;
0,00;0,00;154,81;-0,07;0,00;0,00;
0,00;0,00;154,14;-0,07;0,00;0,00;
0,00;0,00;153,81;0,02;0,00;0,00;
0,00;0,00;153,72;0,02;0,00;0,00;
0,00;0,00;153,79;0,05;0,00;0,00;
0,00;0,00;153,93;0,07;0,00;0,00;
0,00;0,00;154,09;0,07;0,00;0,00;
0,00;0,00;154,26;0,05;0,00;0,00;
0,00;0,00;154,42;0,05;0,00;0,00;
0,00;0,00;154,59;0,02;0,00;0,00;
0,00;0,00;154,75;0,09;0,00;0,00;
0,00;0,00;154,91;0,09;0,00;0,00;
0,00;0,00;155,07;0,09;0,00;0,00;
0,00;0,00;155,23;0,07;0,00;0,00;
0,00;0,00;155,39;0,09;0,00;0,00;
0,00;0,00;155,55;0,09;0,00;0,00;
0,00;0,00;155,71;0,07;0,00;0,00;
0,00;0,00;155,87;0,05;0,00;0,00;
0,00;0,00;156,03;0,09;0,00;0,00;
0,00;0,00;156,19;0,07;0,00;0,00;
0,00;0,00;156,35;0,13;0,00;0,00;
0,00;0,00;156,51;0,27;0,00;0,00;
0,00;0,00;156,67;0,81;0,00;0,00;
0,00;0,00;156,81;2,44;0,00;0,00;
0,00;0,00;156,97;2,53;0,00;0,00;
0,00;0,00;157,14;2,63;0,00;0,00;
0,00;0,00;157,30;2,71;0,00;0,00;
0,00;0,00;157,46;2,81;0,00;0,00;
0,00;0,00;157,62;2,92;0,00;0,00;
0,00;0,00;157,78;3,01;0,00;0,00;
0,00;0,00;157,94;3,12;0,00;0,00;
0,00;0,00;158,10;3,26;0,00;0,00;
0,00;0,00;158,27;3,28;0,00;0,00;
0,00;0,00;158,43;3,37;0,00;0,00;
0,00;0,00;158,59;3,53;0,00;0,00;
0,00;0,00;158,75;3,62;0,00;0,00;
0,00;0,00;158,91;3,71;0,00;0,00;
0,00;0,00;159,07;3,87;0,00;0,00;
0,00;0,00;159,23;3,96;0,00;0,00;
0,00;0,00;159,39;4,09;0,00;0,00;
0,00;0,00;159,55;4,25;0,00;0,00;
0,00;0,00;159,71;4,27;0,00;0,00;
0,00;0,00;159,87;4,34;0,00;0,00;
0,00;0,00;160,03;4,48;0,00;0,00;
